selection_model,train_model,features,accuracy_validate,recall_validate,f1_score_validate,AUC_validate,MCC_validate,fbeta2_score_validate
SVM,RandomForest,1,0.9896907216494846,1.0,0.9932885906040269,0.9964747356051704,0.97147728534538,0.9973045822102424
DecisionTree,RandomForest,1,0.9896907216494846,1.0,0.9932885906040269,0.9964747356051704,0.97147728534538,0.9973045822102424
RandomForest,RandomForest,1,0.9896907216494846,1.0,0.9932885906040269,0.9964747356051704,0.97147728534538,0.9973045822102424
XGBoost,RandomForest,1,0.9896907216494846,1.0,0.9932885906040269,0.9964747356051704,0.97147728534538,0.9973045822102424
