estimator_name,gene_0,gene_1,gene_2,fpr,tpr,threshold
Voting,FNDC1,MIR1178,SALL1,"[0.0, 0.0, 0.0, 0.011904761904761904, 0.011904761904761904, 0.05952380952380952, 0.05952380952380952, 0.08333333333333333, 0.08333333333333333, 1.0]","[0.0, 0.0030303030303030303, 0.9848484848484849, 0.9848484848484849, 0.9939393939393939, 0.9939393939393939, 0.996969696969697, 0.996969696969697, 1.0, 1.0]","[       inf 0.98251389 0.73584425 0.72675306 0.67428598 0.55120314
 0.52770566 0.45621857 0.42544078 0.11024535]"
Voting,SERPINB5,MIR1178,SALL1,"[0.0, 0.0, 0.0, 0.023809523809523808, 0.023809523809523808, 0.07142857142857142, 0.07142857142857142, 1.0]","[0.0, 0.0030303030303030303, 0.9939393939393939, 0.9939393939393939, 0.996969696969697, 0.996969696969697, 1.0, 1.0]","[       inf 0.98026377 0.69227192 0.65164963 0.55305417 0.37988901
 0.37947982 0.1027145 ]"
Voting,FNDC1,KLF6,PIK3R5,"[0.0, 0.0, 0.0, 0.023809523809523808, 0.023809523809523808, 1.0]","[0.0, 0.0030303030303030303, 0.9939393939393939, 0.9939393939393939, 1.0, 1.0]",[       inf 0.98701398 0.60035153 0.53208907 0.47752882 0.1305361 ]
Voting,FNDC1,PRDM2,PIK3R5,"[0.0, 0.0, 0.0, 0.011904761904761904, 0.011904761904761904, 0.023809523809523808, 0.023809523809523808, 0.03571428571428571, 0.03571428571428571, 0.047619047619047616, 0.047619047619047616, 0.05952380952380952, 0.05952380952380952, 1.0]","[0.0, 0.0030303030303030303, 0.9757575757575757, 0.9757575757575757, 0.9878787878787879, 0.9878787878787879, 0.990909090909091, 0.990909090909091, 0.9939393939393939, 0.9939393939393939, 0.996969696969697, 0.996969696969697, 1.0, 1.0]","[       inf 0.99087653 0.61240911 0.59370039 0.51539951 0.51323268
 0.5058801  0.50474066 0.48341433 0.47707247 0.47311143 0.43936758
 0.43779419 0.16282611]"
Voting,DLX5,MIR1178,SERPINB5,"[0.0, 0.0, 0.0, 0.011904761904761904, 0.011904761904761904, 0.023809523809523808, 0.023809523809523808, 0.05952380952380952, 0.05952380952380952, 1.0]","[0.0, 0.0030303030303030303, 0.9878787878787879, 0.9878787878787879, 0.990909090909091, 0.990909090909091, 0.996969696969697, 0.996969696969697, 1.0, 1.0]","[       inf 0.97883532 0.72663713 0.69108921 0.66426112 0.66132551
 0.47564331 0.45920568 0.38219837 0.10598352]"
Voting,SALL1,MIR1178,SERPINB5,"[0.0, 0.0, 0.0, 0.023809523809523808, 0.023809523809523808, 0.07142857142857142, 0.07142857142857142, 1.0]","[0.0, 0.0030303030303030303, 0.9939393939393939, 0.9939393939393939, 0.996969696969697, 0.996969696969697, 1.0, 1.0]","[       inf 0.98026377 0.69227192 0.65164963 0.55305417 0.37988901
 0.37947982 0.1027145 ]"
Voting,IMMP2L,KLF6,SERPINB5,"[0.0, 0.0, 0.0, 0.011904761904761904, 0.011904761904761904, 0.03571428571428571, 0.03571428571428571, 1.0]","[0.0, 0.0030303030303030303, 0.9818181818181818, 0.9818181818181818, 0.9939393939393939, 0.9939393939393939, 1.0, 1.0]","[       inf 0.98333835 0.53953493 0.52774728 0.50670709 0.49021573
 0.48312858 0.14565401]"
Voting,IMMP2L,SALL1,SERPINB5,"[0.0, 0.0, 0.0, 0.011904761904761904, 0.011904761904761904, 0.023809523809523808, 0.023809523809523808, 0.03571428571428571, 0.03571428571428571, 0.05952380952380952, 0.05952380952380952, 0.10714285714285714, 0.10714285714285714, 0.11904761904761904, 0.11904761904761904, 1.0]","[0.0, 0.0030303030303030303, 0.9757575757575757, 0.9757575757575757, 0.9787878787878788, 0.9787878787878788, 0.9818181818181818, 0.9818181818181818, 0.990909090909091, 0.990909090909091, 0.9939393939393939, 0.9939393939393939, 0.996969696969697, 0.996969696969697, 1.0, 1.0]","[       inf 0.98319063 0.62871474 0.57946711 0.57770015 0.5448627
 0.53681566 0.53054813 0.50631129 0.44485196 0.44170888 0.39202878
 0.38465761 0.38243376 0.37938328 0.15483286]"
Voting,KLF6,MIR196A1,SERPINB5,"[0.0, 0.0, 0.0, 0.011904761904761904, 0.011904761904761904, 0.047619047619047616, 0.047619047619047616, 1.0]","[0.0, 0.0030303030303030303, 0.990909090909091, 0.990909090909091, 0.9939393939393939, 0.9939393939393939, 1.0, 1.0]","[       inf 0.9840995  0.60586365 0.60370945 0.58097276 0.48675605
 0.44221074 0.11601845]"
Voting,ZNF529,MIR196A1,SERPINB5,"[0.0, 0.0, 0.0, 0.05952380952380952, 0.05952380952380952, 0.08333333333333333, 0.08333333333333333, 0.09523809523809523, 0.09523809523809523, 1.0]","[0.0, 0.0030303030303030303, 0.990909090909091, 0.990909090909091, 0.9939393939393939, 0.9939393939393939, 0.996969696969697, 0.996969696969697, 1.0, 1.0]","[       inf 0.98181706 0.53840631 0.45530349 0.44383199 0.40769777
 0.39984029 0.3832052  0.38113013 0.11580683]"
