estimator_name,gene_0,gene_1,gene_2,accuracy,recall,specificity,precision,f1_score,AUC,MCC,fbeta2_score
DecisionTree,FNDC1,MIR1178,SALL1,0.9903381642512077,0.990909090909091,0.9880952380952381,0.9969512195121951,0.993920972644377,0.9996753246753247,0.9704989674935813,0.9921116504854369
DecisionTree,SERPINB5,MIR1178,SALL1,0.9758454106280193,0.9848484848484849,0.9404761904761905,0.9848484848484849,0.9848484848484849,0.9973845598845599,0.9253246753246753,0.9848484848484849
DecisionTree,FNDC1,KLF6,PIK3R5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DecisionTree,FNDC1,PRDM2,PIK3R5,0.966183574879227,0.9848484848484849,0.8928571428571429,0.9730538922155688,0.9789156626506024,0.9950757575757576,0.8939789010524064,0.9824667472793228
DecisionTree,DLX5,MIR1178,SERPINB5,0.9782608695652174,0.990909090909091,0.9285714285714286,0.9819819819819819,0.9864253393665159,0.997564935064935,0.932125779526813,0.9891107078039928
DecisionTree,SALL1,MIR1178,SERPINB5,0.9758454106280193,0.9848484848484849,0.9404761904761905,0.9848484848484849,0.9848484848484849,0.9973845598845599,0.9253246753246753,0.9848484848484849
DecisionTree,IMMP2L,KLF6,SERPINB5,0.9734299516908212,0.9818181818181818,0.9404761904761905,0.9848024316109423,0.9833080424886191,0.9968795093795093,0.918245396576879,0.9824135839902971
DecisionTree,IMMP2L,SALL1,SERPINB5,0.9758454106280193,0.9787878787878788,0.9642857142857143,0.99079754601227,0.9847560975609756,0.9973124098124098,0.9270263125151498,0.9811664641555286
DecisionTree,KLF6,MIR196A1,SERPINB5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DecisionTree,ZNF529,MIR196A1,SERPINB5,0.9830917874396136,0.9878787878787879,0.9642857142857143,0.9908814589665653,0.9893778452200304,0.9988636363636363,0.9479843932273389,0.9884778653729533
DecisionTree,CSPP1,MIR137,ZNF793,0.9879227053140096,0.9878787878787879,0.9880952380952381,0.9969418960244648,0.9923896499238964,0.9994949494949495,0.9633883053654304,0.9896782027929569
DecisionTree,NPY,MIR137,ZNF793,0.9758454106280193,0.9787878787878788,0.9642857142857143,0.99079754601227,0.9847560975609756,0.998015873015873,0.9270263125151498,0.9811664641555286
DecisionTree,RAB5A,MIR137,ZNF793,0.9903381642512077,0.9878787878787879,1.0,1.0,0.9939024390243902,0.9997113997113997,0.9710691049619333,0.9902794653705954
DecisionTree,PIK3R5,RAB5A,ZNF626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DecisionTree,PIK3R5,RAB5A,ZNF793,0.9879227053140096,0.9878787878787879,0.9880952380952381,0.9969418960244648,0.9923896499238964,0.9994949494949495,0.9633883053654304,0.9896782027929569
DecisionTree,COL23A1,HOXD8,IMMP2L,0.9710144927536232,0.9757575757575757,0.9523809523809523,0.9877300613496932,0.9817073170731707,0.997077922077922,0.9123453816995553,0.9781287970838396
DecisionTree,CSPP1,HOXD8,IMMP2L,0.9685990338164251,0.9696969696969697,0.9642857142857143,0.9907120743034056,0.9800918836140888,0.9966269841269841,0.9070129339946758,0.9738283627510651
DecisionTree,RAB5A,HOXD8,IMMP2L,0.9951690821256038,0.9939393939393939,1.0,1.0,0.9969604863221885,0.9999278499278499,0.985304280064233,0.9951456310679612
DecisionTree,IMMP2L,RAB5A,ZNF793,0.9589371980676329,0.9727272727272728,0.9047619047619048,0.9756838905775076,0.9742033383915023,0.993109668109668,0.8736369016011893,0.9733171619163129
DecisionTree,IMMP2L,NPY,ZNF793,0.9903381642512077,0.9939393939393939,0.9761904761904762,0.9939393939393939,0.9939393939393939,0.9994769119769119,0.9701298701298702,0.9939393939393939
DecisionTree,IMMP2L,RAB5A,ZNF793,0.9589371980676329,0.9727272727272728,0.9047619047619048,0.9756838905775076,0.9742033383915023,0.993109668109668,0.8736369016011893,0.9733171619163129
