estimator_name,gene_0,gene_1,gene_2,fpr,tpr,threshold
XGBoost,HOXA5,IMMP2L,SH3D19,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019230769230769232, 0.019230769230769232, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.057692307692307696, 0.07692307692307693, 0.07692307692307693, 0.1346153846153846, 0.25, 1.0]","[0.0, 0.5466101694915254, 0.6101694915254238, 0.7076271186440678, 0.7203389830508474, 0.7415254237288136, 0.7838983050847458, 0.788135593220339, 0.7966101694915254, 0.8305084745762712, 0.8347457627118644, 0.8813559322033898, 0.8898305084745762, 0.8940677966101694, 0.9067796610169492, 0.923728813559322, 0.9364406779661016, 0.940677966101695, 0.940677966101695, 0.9449152542372882, 0.9533898305084746, 0.961864406779661, 0.9788135593220338, 0.9872881355932204, 0.9957627118644068, 0.9957627118644068, 1.0, 1.0, 1.0, 1.0]","[       inf 0.9658283  0.9616656  0.95796275 0.95468056 0.9528887
 0.9491903  0.9470517  0.9431202  0.94223404 0.9414691  0.93886966
 0.9354149  0.93298477 0.93165535 0.91965103 0.91038513 0.8976669
 0.85784227 0.8472059  0.8091737  0.79007554 0.7770915  0.76278114
 0.75575167 0.733535   0.67511475 0.1569704  0.15492879 0.14023367]"
XGBoost,SALL1,IMMP2L,SH3D19,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.057692307692307696, 0.1346153846153846, 0.17307692307692307, 0.19230769230769232, 1.0]","[0.0, 0.5338983050847458, 0.7288135593220338, 0.7754237288135594, 0.8601694915254238, 0.8813559322033898, 0.8898305084745762, 0.9194915254237288, 0.923728813559322, 0.9279661016949152, 0.9364406779661016, 0.9449152542372882, 0.9491525423728814, 0.9745762711864406, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.96472234 0.96257    0.9565843  0.9461491  0.9391849
 0.9352156  0.928726   0.9084424  0.905128   0.8507785  0.83082044
 0.81027174 0.7795193  0.7381743  0.21316549 0.17436078 0.15921919
 0.14847498]"
XGBoost,HOXD10,IMMP2L,TUBB6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019230769230769232, 0.019230769230769232, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.057692307692307696, 0.057692307692307696, 0.07692307692307693, 0.07692307692307693, 0.09615384615384616, 0.09615384615384616, 0.11538461538461539, 1.0]","[0.0, 0.5, 0.5084745762711864, 0.5211864406779662, 0.5254237288135594, 0.5423728813559322, 0.5550847457627118, 0.711864406779661, 0.7245762711864406, 0.7288135593220338, 0.847457627118644, 0.8771186440677966, 0.885593220338983, 0.885593220338983, 0.8898305084745762, 0.8898305084745762, 0.9067796610169492, 0.9576271186440678, 0.961864406779661, 0.961864406779661, 0.9661016949152542, 0.9661016949152542, 0.9745762711864406, 0.9745762711864406, 0.9788135593220338, 0.9788135593220338, 1.0]","[       inf 0.9664041  0.95294887 0.9464826  0.92492163 0.9232361
 0.91688174 0.91448605 0.89768654 0.88593394 0.8703466  0.8653245
 0.8207862  0.8039585  0.7935382  0.74193066 0.7139269  0.7049001
 0.65391755 0.6386698  0.5999092  0.5798089  0.51662725 0.50217617
 0.47967482 0.47808415 0.35791913]"
XGBoost,ZNF542,IMMP2L,TUBB6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.019230769230769232, 1.0]","[0.0, 0.614406779661017, 0.7796610169491526, 0.9194915254237288, 0.961864406779661, 0.9830508474576272, 1.0]","[       inf 0.916197   0.9132065  0.906531   0.89320064 0.84311587
 0.338788  ]"
XGBoost,CD96,HOXD9,KCNK12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019230769230769232, 0.019230769230769232, 0.038461538461538464, 0.038461538461538464, 0.21153846153846154, 0.2692307692307692, 0.5, 0.5576923076923077, 0.5961538461538461, 0.7115384615384616, 0.75, 0.8461538461538461, 0.9230769230769231, 0.9423076923076923, 0.9807692307692307, 1.0]","[0.0, 0.3644067796610169, 0.4279661016949153, 0.4364406779661017, 0.5466101694915254, 0.5805084745762712, 0.6186440677966102, 0.6271186440677966, 0.6313559322033898, 0.6483050847457628, 0.652542372881356, 0.6694915254237288, 0.6822033898305084, 0.690677966101695, 0.6991525423728814, 0.7161016949152542, 0.7288135593220338, 0.7330508474576272, 0.7542372881355932, 0.7711864406779662, 0.7796610169491526, 0.7838983050847458, 0.7923728813559322, 0.8220338983050848, 0.8305084745762712, 0.8389830508474576, 0.8686440677966102, 0.8771186440677966, 0.885593220338983, 0.8983050847457628, 0.9661016949152542, 0.9661016949152542, 0.9915254237288136, 0.9915254237288136, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.99516255 0.994574   0.9941427  0.9937972  0.9936009
 0.9924074  0.99158925 0.9914547  0.9895773  0.98799473 0.98665684
 0.9858397  0.9855635  0.98533404 0.98287374 0.98204833 0.9818126
 0.9815247  0.980288   0.9781417  0.977377   0.9770672  0.97674006
 0.9764016  0.9749268  0.9712866  0.9702781  0.96688586 0.96599
 0.94289047 0.93117994 0.7292409  0.6483131  0.4971252  0.0528863
 0.04905037 0.02890133 0.02748582 0.02619681 0.02544273 0.0243513
 0.02396809 0.02233487 0.02191374 0.01709094 0.01626211]"
XGBoost,CD96,ZNF542,KCNK12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.038461538461538464, 0.038461538461538464, 0.057692307692307696, 0.057692307692307696, 0.23076923076923078, 0.5, 0.5576923076923077, 0.6153846153846154, 0.6538461538461539, 0.9038461538461539, 0.9230769230769231, 1.0]","[0.0, 0.3983050847457627, 0.5084745762711864, 0.5889830508474576, 0.6016949152542372, 0.6313559322033898, 0.6398305084745762, 0.6567796610169492, 0.7076271186440678, 0.7288135593220338, 0.7330508474576272, 0.75, 0.7542372881355932, 0.7711864406779662, 0.7796610169491526, 0.7838983050847458, 0.8008474576271186, 0.8050847457627118, 0.8177966101694916, 0.8686440677966102, 0.8771186440677966, 0.885593220338983, 0.8940677966101694, 0.9110169491525424, 0.940677966101695, 0.9491525423728814, 0.9491525423728814, 0.9576271186440678, 0.961864406779661, 0.9703389830508474, 0.9915254237288136, 0.9915254237288136, 0.9957627118644068, 0.9957627118644068, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.9935969  0.9929125  0.99245477 0.99136084 0.9913322
 0.9911628  0.99072355 0.988257   0.98811835 0.98700935 0.9863566
 0.98581195 0.98494565 0.9847987  0.9842173  0.983352   0.9824164
 0.9800091  0.9634942  0.96172523 0.95885336 0.95734715 0.9553343
 0.9529715  0.95293516 0.94748855 0.9390208  0.91958493 0.91485155
 0.7866167  0.74250853 0.43789384 0.36863536 0.34069937 0.04044986
 0.03721541 0.03453864 0.03226044 0.02963374 0.02917393 0.02753906
 0.02526155]"
XGBoost,ADD2,HOXD9,IMMP2L,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.038461538461538464, 0.038461538461538464, 0.21153846153846154, 0.25, 0.2692307692307692, 0.3076923076923077, 0.40384615384615385, 0.4807692307692308, 0.7115384615384616, 0.7307692307692307, 1.0]","[0.0, 0.461864406779661, 0.4703389830508475, 0.576271186440678, 0.5805084745762712, 0.597457627118644, 0.6186440677966102, 0.6228813559322034, 0.6398305084745762, 0.6483050847457628, 0.6822033898305084, 0.690677966101695, 0.6949152542372882, 0.711864406779661, 0.7161016949152542, 0.7669491525423728, 0.788135593220339, 0.7923728813559322, 0.8601694915254238, 0.8686440677966102, 0.8771186440677966, 0.8940677966101694, 0.9067796610169492, 0.9152542372881356, 0.9194915254237288, 0.923728813559322, 0.9322033898305084, 0.940677966101695, 0.9576271186440678, 0.9915254237288136, 0.9915254237288136, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.99798894 0.9972716  0.9943791  0.992384   0.98931026
 0.98710024 0.98612636 0.985564   0.98451275 0.9790893  0.97432953
 0.97280204 0.97249186 0.9702607  0.96785575 0.9658509  0.96225345
 0.96177053 0.96004874 0.9522693  0.90976864 0.89968336 0.8973878
 0.88132554 0.8588441  0.82430625 0.79411197 0.7827693  0.6041837
 0.39226437 0.3913115  0.18021002 0.17940778 0.1747397  0.16536835
 0.1635528  0.10273458 0.09005799 0.07785133 0.07690804]"
XGBoost,ADD2,ZNF542,IMMP2L,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.11538461538461539, 0.17307692307692307, 1.0]","[0.0, 0.5169491525423728, 0.5805084745762712, 0.5932203389830508, 0.597457627118644, 0.614406779661017, 0.6398305084745762, 0.6610169491525424, 0.6864406779661016, 0.809322033898305, 0.8220338983050848, 0.826271186440678, 0.8347457627118644, 0.8601694915254238, 0.8686440677966102, 0.8771186440677966, 0.8813559322033898, 0.8898305084745762, 0.902542372881356, 0.9110169491525424, 0.9152542372881356, 0.9745762711864406, 0.9745762711864406, 0.9788135593220338, 0.9872881355932204, 1.0, 1.0, 1.0, 1.0]","[       inf 0.96755    0.9645929  0.96456623 0.9629218  0.9624324
 0.95986086 0.95951164 0.95623493 0.9545341  0.95318764 0.95226204
 0.95207435 0.94848853 0.9176587  0.9021293  0.8945676  0.89297575
 0.8560749  0.8547824  0.838683   0.8283156  0.82013524 0.7665467
 0.7210069  0.6437305  0.22930565 0.21274982 0.17021047]"
XGBoost,DDX25,PIK3R5,SALL1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.057692307692307696, 0.057692307692307696, 0.09615384615384616, 0.09615384615384616, 0.15384615384615385, 0.15384615384615385, 0.19230769230769232, 0.34615384615384615, 0.4230769230769231, 0.5192307692307693, 0.5192307692307693, 0.6730769230769231, 1.0]","[0.0, 0.3983050847457627, 0.5, 0.5211864406779662, 0.5508474576271186, 0.559322033898305, 0.6271186440677966, 0.6610169491525424, 0.6779661016949152, 0.6864406779661016, 0.690677966101695, 0.711864406779661, 0.7203389830508474, 0.7711864406779662, 0.7754237288135594, 0.7966101694915254, 0.8008474576271186, 0.8177966101694916, 0.8305084745762712, 0.8559322033898306, 0.864406779661017, 0.8728813559322034, 0.885593220338983, 0.8940677966101694, 0.902542372881356, 0.9194915254237288, 0.9279661016949152, 0.9364406779661016, 0.9491525423728814, 0.9576271186440678, 0.9661016949152542, 0.9703389830508474, 0.9703389830508474, 0.9745762711864406, 0.9745762711864406, 0.9788135593220338, 0.9788135593220338, 0.9830508474576272, 0.9830508474576272, 0.9830508474576272, 0.9872881355932204, 0.9957627118644068, 1.0]","[       inf 0.9651972  0.96296436 0.9628994  0.9605253  0.95990765
 0.95755076 0.95735043 0.94502205 0.94147295 0.9370639  0.93674535
 0.93270004 0.9321356  0.92902696 0.925414   0.9233757  0.9185498
 0.9174785  0.8717162  0.86423874 0.82782215 0.8204042  0.81636745
 0.8073632  0.79776305 0.7691259  0.72139126 0.71842575 0.65307534
 0.5927243  0.57336485 0.49593654 0.48228595 0.39316612 0.3606364
 0.33372867 0.32352018 0.3036559  0.3016783  0.28564206 0.26535434
 0.2503654 ]"
XGBoost,ST8SIA1,PIK3R5,SALL1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.057692307692307696, 0.057692307692307696, 0.11538461538461539, 0.25, 0.4423076923076923, 0.46153846153846156, 1.0]","[0.0, 0.4322033898305085, 0.5169491525423728, 0.5211864406779662, 0.5635593220338984, 0.5677966101694916, 0.6610169491525424, 0.6652542372881356, 0.690677966101695, 0.6991525423728814, 0.711864406779661, 0.7288135593220338, 0.7457627118644068, 0.7584745762711864, 0.7754237288135594, 0.7754237288135594, 0.788135593220339, 0.7966101694915254, 0.809322033898305, 0.8220338983050848, 0.8305084745762712, 0.8347457627118644, 0.8516949152542372, 0.8898305084745762, 0.8983050847457628, 0.902542372881356, 0.9194915254237288, 0.923728813559322, 0.9533898305084746, 0.9703389830508474, 0.9703389830508474, 0.9788135593220338, 0.9830508474576272, 0.9830508474576272, 1.0]","[       inf 0.96607023 0.96516865 0.9637051  0.9627484  0.962743
 0.9601613  0.9592195  0.9574786  0.956912   0.95286393 0.94537836
 0.94457746 0.9439588  0.9401222  0.93927515 0.9310501  0.93093246
 0.92538524 0.8972096  0.8895388  0.8832055  0.88124156 0.7885063
 0.76129603 0.71133995 0.70122665 0.691254   0.68101615 0.6017348
 0.36480576 0.35442886 0.3180333  0.31682798 0.28776172]"
