estimator_name,gene_0,accuracy,recall,specificity,precision,f1_score,AUC,MCC,fbeta2_score
RandomForest,RAX,0.7666666666666667,0.7333333333333333,0.8,0.7857142857142857,0.7586206896551724,0.8844444444444444,0.5345224838248488,0.7432432432432432
