estimator_name,gene_0,fpr,tpr,threshold
Voting,RAX,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.06666666666666667, 1.0, 1.0]",[       inf 0.86523091 0.68942365 0.15324036]
