estimator_name,gene_0,accuracy,recall,specificity,precision,f1_score,AUC,MCC,fbeta2_score
DecisionTree,RAX,0.8666666666666667,0.7333333333333333,1.0,1.0,0.8461538461538461,0.9644444444444445,0.760885910252682,0.7746478873239436
