estimator_name,gene_0,fpr,tpr,threshold
RandomForest,RAX,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.2, 0.2, 0.3333333333333333, 0.3333333333333333, 0.4666666666666667, 0.4666666666666667, 1.0]","[0.0, 0.2, 0.4666666666666667, 0.6, 0.6, 0.6666666666666666, 0.6666666666666666, 0.8, 0.8, 0.9333333333333333, 0.9333333333333333, 1.0, 1.0]","[       inf 0.94568254 0.67111905 0.64333333 0.61583333 0.5743925
 0.56867821 0.47265873 0.45613492 0.36375758 0.32994805 0.31474603
 0.1922417 ]"
