estimator_name,gene_0,accuracy,recall,specificity,precision,f1_score,AUC,MCC,fbeta2_score
SVM,RAX,0.6666666666666666,0.4,0.9333333333333333,0.8571428571428571,0.5454545454545454,0.4555555555555556,0.39405520311955033,0.44776119402985076
