estimator_name,gene_0,fpr,tpr,threshold
DecisionTree,RAX,"[0.0, 0.0, 0.26666666666666666, 1.0]","[0.0, 0.7333333333333333, 1.0, 1.0]",[inf 1.  0.5 0. ]
