Gene name,GO domain,GO term accession
MYH11,cellular_component,GO:0032982
MYH11,biological_process,GO:0030241
MYH11,biological_process,GO:0055013
MYH11,,
MYH11,,
MYH11,,
MYH11,,
MYH11,,
MYH11,,
MYH11,molecular_function,GO:0005524
MYH11,molecular_function,GO:0005515
MYH11,molecular_function,GO:0051015
MYH11,molecular_function,GO:0003774
MYH11,cellular_component,GO:0016459
MYH11,molecular_function,GO:0000166
MYH11,molecular_function,GO:0003779
MYH11,molecular_function,GO:0005515
MYH11,cellular_component,GO:0042470
MYH11,cellular_component,GO:0005737
MYH11,molecular_function,GO:0005516
MYH11,cellular_component,GO:0032982
MYH11,cellular_component,GO:0005829
MYH11,cellular_component,GO:0070062
MYH11,biological_process,GO:0031032
MYH11,molecular_function,GO:0051015
MYH11,molecular_function,GO:0000146
MYH11,biological_process,GO:0006939
MYH11,molecular_function,GO:0008307
MYH11,biological_process,GO:0048251
MYH11,cellular_component,GO:0016460
MYH11,cellular_component,GO:0005859
MYH11,cellular_component,GO:0032982
MYH11,biological_process,GO:0030241
MYH11,biological_process,GO:0055013
MYH11,molecular_function,GO:0005524
MYH11,molecular_function,GO:0005515
MYH11,molecular_function,GO:0051015
MYH11,molecular_function,GO:0003774
MYH11,cellular_component,GO:0016459
MYH11,molecular_function,GO:0000166
MYH11,molecular_function,GO:0003779
MYH11,molecular_function,GO:0005515
MYH11,cellular_component,GO:0042470
MYH11,cellular_component,GO:0005737
MYH11,molecular_function,GO:0005516
MYH11,cellular_component,GO:0032982
MYH11,cellular_component,GO:0005829
MYH11,cellular_component,GO:0070062
MYH11,biological_process,GO:0031032
MYH11,molecular_function,GO:0051015
MYH11,molecular_function,GO:0000146
MYH11,biological_process,GO:0006939
MYH11,molecular_function,GO:0008307
MYH11,biological_process,GO:0048251
MYH11,cellular_component,GO:0016460
MYH11,cellular_component,GO:0005859
MYH11,cellular_component,GO:0032982
MYH11,biological_process,GO:0030241
MYH11,biological_process,GO:0055013
MYH11,molecular_function,GO:0005524
MYH11,molecular_function,GO:0005515
MYH11,molecular_function,GO:0051015
MYH11,molecular_function,GO:0003774
MYH11,cellular_component,GO:0016459
MYH11,molecular_function,GO:0000166
MYH11,molecular_function,GO:0003779
MYH11,molecular_function,GO:0005515
MYH11,cellular_component,GO:0042470
MYH11,cellular_component,GO:0005737
MYH11,molecular_function,GO:0005516
MYH11,cellular_component,GO:0032982
MYH11,cellular_component,GO:0005829
MYH11,cellular_component,GO:0070062
MYH11,biological_process,GO:0031032
MYH11,molecular_function,GO:0051015
MYH11,molecular_function,GO:0000146
MYH11,biological_process,GO:0006939
MYH11,molecular_function,GO:0008307
MYH11,biological_process,GO:0048251
MYH11,cellular_component,GO:0016460
MYH11,cellular_component,GO:0005859
MYH11,cellular_component,GO:0032982
MYH11,biological_process,GO:0030241
MYH11,biological_process,GO:0055013
MYH11,,
MYH11,molecular_function,GO:0000166
MYH11,molecular_function,GO:0005524
MYH11,molecular_function,GO:0003774
MYH11,molecular_function,GO:0003779
MYH11,cellular_component,GO:0016459
MYH11,molecular_function,GO:0051015
MYH11,molecular_function,GO:0005524
MYH11,molecular_function,GO:0005515
MYH11,molecular_function,GO:0051015
MYH11,molecular_function,GO:0003774
MYH11,cellular_component,GO:0016459
MYH11,molecular_function,GO:0000166
MYH11,molecular_function,GO:0003779
MYH11,molecular_function,GO:0005515
MYH11,cellular_component,GO:0042470
MYH11,cellular_component,GO:0005737
MYH11,molecular_function,GO:0005516
MYH11,cellular_component,GO:0032982
MYH11,cellular_component,GO:0005829
MYH11,cellular_component,GO:0070062
MYH11,biological_process,GO:0031032
MYH11,molecular_function,GO:0051015
MYH11,molecular_function,GO:0000146
MYH11,biological_process,GO:0006939
MYH11,molecular_function,GO:0008307
MYH11,biological_process,GO:0048251
MYH11,cellular_component,GO:0016460
MYH11,cellular_component,GO:0005859
MYH11,cellular_component,GO:0032982
MYH11,biological_process,GO:0030241
MYH11,biological_process,GO:0055013
MYH11,,
MYH11,,
MYH11,,
MYH11,,
MYH11,,
MYH11,,
MYH11,,
MYT1,molecular_function,GO:0008270
MYT1,biological_process,GO:0006355
MYT1,cellular_component,GO:0005634
MYT1,molecular_function,GO:0046872
MYT1,molecular_function,GO:0003677
MYT1,molecular_function,GO:0008270
MYT1,biological_process,GO:0006355
MYT1,cellular_component,GO:0005634
MYT1,cellular_component,GO:0005634
MYT1,molecular_function,GO:0046872
MYT1,cellular_component,GO:0005654
MYT1,cellular_component,GO:0005829
MYT1,molecular_function,GO:0008270
MYT1,molecular_function,GO:0003677
MYT1,molecular_function,GO:0003700
MYT1,biological_process,GO:0006355
MYT1,biological_process,GO:0030154
MYT1,biological_process,GO:0007399
MYT1,biological_process,GO:0006357
MYT1,molecular_function,GO:0000981
MYT1,cellular_component,GO:0000785
MYT1,,
MYT1,molecular_function,GO:0008270
MYT1,biological_process,GO:0006355
MYT1,cellular_component,GO:0005634
MYT1,molecular_function,GO:0046872
MYT1,molecular_function,GO:0003677
MYT1,molecular_function,GO:0008270
MYT1,biological_process,GO:0006355
MYT1,cellular_component,GO:0005634
MYT1,cellular_component,GO:0005634
MYT1,molecular_function,GO:0046872
MYT1,cellular_component,GO:0005654
MYT1,cellular_component,GO:0005829
MYT1,molecular_function,GO:0008270
MYT1,molecular_function,GO:0003677
MYT1,molecular_function,GO:0003700
MYT1,biological_process,GO:0006355
MYT1,biological_process,GO:0030154
MYT1,biological_process,GO:0007399
MYT1,biological_process,GO:0006357
MYT1,molecular_function,GO:0000981
MYT1,cellular_component,GO:0000785
MYT1,,
MYT1,molecular_function,GO:0008270
MYT1,biological_process,GO:0006355
MYT1,cellular_component,GO:0005634
MYT1,molecular_function,GO:0046872
MYT1,molecular_function,GO:0003677
MYT1,molecular_function,GO:0008270
MYT1,biological_process,GO:0006355
MYT1,cellular_component,GO:0005634
MYT1,molecular_function,GO:0046872
MYT1,molecular_function,GO:0003677
MYT1,molecular_function,GO:0008270
MYT1,biological_process,GO:0006355
MYT1,cellular_component,GO:0005634
MYT1,cellular_component,GO:0005634
MYT1,molecular_function,GO:0046872
MYT1,cellular_component,GO:0005654
MYT1,cellular_component,GO:0005829
MYT1,molecular_function,GO:0008270
MYT1,molecular_function,GO:0003677
MYT1,molecular_function,GO:0003700
MYT1,biological_process,GO:0006355
MYT1,biological_process,GO:0030154
MYT1,biological_process,GO:0007399
MYT1,biological_process,GO:0006357
MYT1,molecular_function,GO:0000981
MYT1,cellular_component,GO:0000785
MYT1,molecular_function,GO:0008270
MYT1,biological_process,GO:0006355
MYT1,cellular_component,GO:0005634
MYT1,molecular_function,GO:0046872
MYT1,molecular_function,GO:0003677
MYT1,molecular_function,GO:0008270
MYT1,biological_process,GO:0006355
MYT1,cellular_component,GO:0005634
MYT1,cellular_component,GO:0005634
MYT1,molecular_function,GO:0046872
MYT1,cellular_component,GO:0005654
MYT1,cellular_component,GO:0005829
MYT1,molecular_function,GO:0008270
MYT1,molecular_function,GO:0003677
MYT1,molecular_function,GO:0003700
MYT1,biological_process,GO:0006355
MYT1,biological_process,GO:0030154
MYT1,biological_process,GO:0007399
MYT1,biological_process,GO:0006357
MYT1,molecular_function,GO:0000981
MYT1,cellular_component,GO:0000785
MYT1,molecular_function,GO:0008270
MYT1,biological_process,GO:0006355
MYT1,cellular_component,GO:0005634
MYT1,cellular_component,GO:0005634
MYT1,molecular_function,GO:0046872
MYT1,cellular_component,GO:0005654
MYT1,cellular_component,GO:0005829
MYT1,molecular_function,GO:0008270
MYT1,molecular_function,GO:0003677
MYT1,molecular_function,GO:0003700
MYT1,biological_process,GO:0006355
MYT1,biological_process,GO:0030154
MYT1,biological_process,GO:0007399
MYT1,biological_process,GO:0006357
MYT1,molecular_function,GO:0000981
MYT1,cellular_component,GO:0000785
MYT1,,
MYT1L,,
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,biological_process,GO:0000122
MYT1L,cellular_component,GO:0005694
MYT1L,biological_process,GO:0030154
MYT1L,biological_process,GO:0006357
MYT1L,biological_process,GO:0007399
MYT1L,biological_process,GO:0007399
MYT1L,molecular_function,GO:0000981
MYT1L,cellular_component,GO:0000785
MYT1L,biological_process,GO:0048666
MYT1L,biological_process,GO:0048665
MYT1L,biological_process,GO:0030182
MYT1L,molecular_function,GO:0001227
MYT1L,biological_process,GO:0048663
MYT1L,molecular_function,GO:0001227
MYT1L,molecular_function,GO:0003700
MYT1L,biological_process,GO:0000122
MYT1L,biological_process,GO:0006357
MYT1L,biological_process,GO:0030182
MYT1L,biological_process,GO:0048663
MYT1L,biological_process,GO:0048665
MYT1L,biological_process,GO:0048666
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,biological_process,GO:0000122
MYT1L,cellular_component,GO:0005694
MYT1L,biological_process,GO:0030154
MYT1L,biological_process,GO:0006357
MYT1L,biological_process,GO:0007399
MYT1L,biological_process,GO:0007399
MYT1L,molecular_function,GO:0000981
MYT1L,cellular_component,GO:0000785
MYT1L,biological_process,GO:0048666
MYT1L,biological_process,GO:0048665
MYT1L,biological_process,GO:0030182
MYT1L,molecular_function,GO:0001227
MYT1L,biological_process,GO:0048663
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,biological_process,GO:0000122
MYT1L,cellular_component,GO:0005694
MYT1L,biological_process,GO:0030154
MYT1L,biological_process,GO:0006357
MYT1L,biological_process,GO:0007399
MYT1L,biological_process,GO:0007399
MYT1L,molecular_function,GO:0000981
MYT1L,cellular_component,GO:0000785
MYT1L,biological_process,GO:0048666
MYT1L,biological_process,GO:0048665
MYT1L,biological_process,GO:0030182
MYT1L,molecular_function,GO:0001227
MYT1L,biological_process,GO:0048663
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,,
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,biological_process,GO:0000122
MYT1L,cellular_component,GO:0005694
MYT1L,biological_process,GO:0030154
MYT1L,biological_process,GO:0006357
MYT1L,biological_process,GO:0007399
MYT1L,biological_process,GO:0007399
MYT1L,molecular_function,GO:0000981
MYT1L,cellular_component,GO:0000785
MYT1L,biological_process,GO:0048666
MYT1L,biological_process,GO:0048665
MYT1L,biological_process,GO:0030182
MYT1L,molecular_function,GO:0001227
MYT1L,biological_process,GO:0048663
MYT1L,,
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,,
MYT1L,,
MYT1L,,
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,,
MYT1L,,
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0008270
MYT1L,molecular_function,GO:0046872
MYT1L,biological_process,GO:0006355
MYT1L,molecular_function,GO:0003677
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,biological_process,GO:0000122
MYT1L,cellular_component,GO:0005694
MYT1L,biological_process,GO:0030154
MYT1L,biological_process,GO:0006357
MYT1L,biological_process,GO:0007399
MYT1L,biological_process,GO:0007399
MYT1L,molecular_function,GO:0000981
MYT1L,cellular_component,GO:0000785
MYT1L,biological_process,GO:0048666
MYT1L,biological_process,GO:0048665
MYT1L,biological_process,GO:0030182
MYT1L,molecular_function,GO:0001227
MYT1L,biological_process,GO:0048663
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,biological_process,GO:0000122
MYT1L,cellular_component,GO:0005694
MYT1L,biological_process,GO:0030154
MYT1L,biological_process,GO:0006357
MYT1L,biological_process,GO:0007399
MYT1L,biological_process,GO:0007399
MYT1L,molecular_function,GO:0000981
MYT1L,cellular_component,GO:0000785
MYT1L,biological_process,GO:0048666
MYT1L,biological_process,GO:0048665
MYT1L,biological_process,GO:0030182
MYT1L,molecular_function,GO:0001227
MYT1L,biological_process,GO:0048663
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,,
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,biological_process,GO:0000122
MYT1L,cellular_component,GO:0005694
MYT1L,biological_process,GO:0030154
MYT1L,biological_process,GO:0006357
MYT1L,biological_process,GO:0007399
MYT1L,biological_process,GO:0007399
MYT1L,molecular_function,GO:0000981
MYT1L,cellular_component,GO:0000785
MYT1L,biological_process,GO:0048666
MYT1L,biological_process,GO:0048665
MYT1L,biological_process,GO:0030182
MYT1L,molecular_function,GO:0001227
MYT1L,biological_process,GO:0048663
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,biological_process,GO:0000122
MYT1L,cellular_component,GO:0005694
MYT1L,biological_process,GO:0030154
MYT1L,biological_process,GO:0006357
MYT1L,biological_process,GO:0007399
MYT1L,biological_process,GO:0007399
MYT1L,molecular_function,GO:0000981
MYT1L,cellular_component,GO:0000785
MYT1L,biological_process,GO:0048666
MYT1L,biological_process,GO:0048665
MYT1L,biological_process,GO:0030182
MYT1L,molecular_function,GO:0001227
MYT1L,biological_process,GO:0048663
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,,
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,,
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0008270
MYT1L,molecular_function,GO:0046872
MYT1L,biological_process,GO:0006355
MYT1L,molecular_function,GO:0003677
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0008270
MYT1L,molecular_function,GO:0046872
MYT1L,biological_process,GO:0006355
MYT1L,,
MYT1L,,
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0003677
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,,
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,molecular_function,GO:0008270
MYT1L,biological_process,GO:0006355
MYT1L,cellular_component,GO:0005634
MYT1L,molecular_function,GO:0046872
MYT1L,,
MYT1L,,
MYT1L,,
MYT1L,,
MYT1L,,
MYT1L,,
MYT1L,,
MYT1L,,
MYT1L,,
MYT1L,,
MYT1L,,
MYT1L,,
MYT1L,,
MYT1L,,
NBEAL2,molecular_function,GO:0005515
NBEAL2,cellular_component,GO:0005783
NBEAL2,cellular_component,GO:0005783
NBEAL2,molecular_function,GO:0005515
NBEAL2,cellular_component,GO:0005886
NBEAL2,cellular_component,GO:0016020
NBEAL2,cellular_component,GO:0005829
NBEAL2,molecular_function,GO:0019901
NBEAL2,cellular_component,GO:0070821
NBEAL2,cellular_component,GO:0101003
NBEAL2,biological_process,GO:0008104
NBEAL2,biological_process,GO:0030220
NBEAL2,molecular_function,GO:0005515
NBEAL2,molecular_function,GO:0005515
NBEAL2,,
NBEAL2,,
NBEAL2,,
NBEAL2,molecular_function,GO:0005515
NBEAL2,,
NBEAL2,,
NBEAL2,,
NBEAL2,,
NBEAL2,,
NBEAL2,,
NBEAL2,,
NBEAL2,,
NBEAL2,,
NBEAL2,,
NCOR2,cellular_component,GO:0005634
NCOR2,cellular_component,GO:0005654
NCOR2,cellular_component,GO:0005634
NCOR2,cellular_component,GO:0005634
NCOR2,cellular_component,GO:0005634
NCOR2,cellular_component,GO:0016020
NCOR2,cellular_component,GO:0005654
NCOR2,molecular_function,GO:0003677
NCOR2,biological_process,GO:0000122
NCOR2,molecular_function,GO:0005515
NCOR2,cellular_component,GO:0016363
NCOR2,biological_process,GO:0000122
NCOR2,molecular_function,GO:0003714
NCOR2,cellular_component,GO:0005654
NCOR2,biological_process,GO:0045892
NCOR2,cellular_component,GO:0000785
NCOR2,molecular_function,GO:0005112
NCOR2,biological_process,GO:1902894
NCOR2,molecular_function,GO:0003714
NCOR2,molecular_function,GO:0003714
NCOR2,molecular_function,GO:0042826
NCOR2,cellular_component,GO:0017053
NCOR2,biological_process,GO:0060766
NCOR2,biological_process,GO:0010565
NCOR2,molecular_function,GO:0003682
NCOR2,molecular_function,GO:0016922
NCOR2,molecular_function,GO:0035259
NCOR2,molecular_function,GO:0042974
NCOR2,molecular_function,GO:0044877
NCOR2,molecular_function,GO:0046965
NCOR2,biological_process,GO:0007595
NCOR2,biological_process,GO:0010243
NCOR2,biological_process,GO:0021549
NCOR2,biological_process,GO:0032355
NCOR2,biological_process,GO:0044849
NCOR2,cellular_component,GO:0016604
NCOR2,cellular_component,GO:0000785
NCOR2,cellular_component,GO:0005634
NCOR2,cellular_component,GO:0005654
NCOR2,,
NCOR2,,
NCOR2,,
NCOR2,,
NCOR2,,
NCOR2,,
NCOR2,,
NCOR2,,
NCOR2,,
NCOR2,cellular_component,GO:0005634
NCOR2,cellular_component,GO:0005654
NCOR2,,
NCOR2,,
NCOR2,,
NCOR2,cellular_component,GO:0005634
NCOR2,,
NCOR2,,
NCOR2,,
NCOR2,,
NCOR2,,
NDRG2,cellular_component,GO:0005737
NDRG2,cellular_component,GO:0042995
NDRG2,cellular_component,GO:0005829
NDRG2,biological_process,GO:0030154
NDRG2,biological_process,GO:0016055
NDRG2,molecular_function,GO:0005515
NDRG2,cellular_component,GO:0048471
NDRG2,biological_process,GO:0007399
NDRG2,cellular_component,GO:0005737
NDRG2,cellular_component,GO:0030426
NDRG2,cellular_component,GO:0070062
NDRG2,molecular_function,GO:0003674
NDRG2,biological_process,GO:0007165
NDRG2,biological_process,GO:0021762
NDRG2,cellular_component,GO:0005794
NDRG2,cellular_component,GO:0005737
NDRG2,cellular_component,GO:0042995
NDRG2,cellular_component,GO:0005829
NDRG2,biological_process,GO:0030154
NDRG2,biological_process,GO:0016055
NDRG2,molecular_function,GO:0005515
NDRG2,cellular_component,GO:0048471
NDRG2,biological_process,GO:0007399
NDRG2,cellular_component,GO:0005737
NDRG2,cellular_component,GO:0030426
NDRG2,cellular_component,GO:0070062
NDRG2,molecular_function,GO:0003674
NDRG2,biological_process,GO:0007165
NDRG2,biological_process,GO:0021762
NDRG2,cellular_component,GO:0005794
NDRG2,cellular_component,GO:0005737
NDRG2,cellular_component,GO:0042995
NDRG2,cellular_component,GO:0005829
NDRG2,biological_process,GO:0030154
NDRG2,biological_process,GO:0016055
NDRG2,molecular_function,GO:0005515
NDRG2,cellular_component,GO:0048471
NDRG2,biological_process,GO:0007399
NDRG2,cellular_component,GO:0005737
NDRG2,cellular_component,GO:0030426
NDRG2,cellular_component,GO:0070062
NDRG2,molecular_function,GO:0003674
NDRG2,biological_process,GO:0007165
NDRG2,biological_process,GO:0021762
NDRG2,cellular_component,GO:0005794
NDRG2,,
NDRG2,cellular_component,GO:0005737
NDRG2,biological_process,GO:0030154
NDRG2,biological_process,GO:0016055
NDRG2,biological_process,GO:0007399
NDRG2,cellular_component,GO:0005737
NDRG2,biological_process,GO:0030154
NDRG2,biological_process,GO:0016055
NDRG2,biological_process,GO:0007399
NDRG2,cellular_component,GO:0005737
NDRG2,cellular_component,GO:0042995
NDRG2,cellular_component,GO:0005829
NDRG2,biological_process,GO:0030154
NDRG2,biological_process,GO:0016055
NDRG2,molecular_function,GO:0005515
NDRG2,cellular_component,GO:0048471
NDRG2,biological_process,GO:0007399
NDRG2,cellular_component,GO:0005737
NDRG2,cellular_component,GO:0030426
NDRG2,cellular_component,GO:0070062
NDRG2,molecular_function,GO:0003674
NDRG2,biological_process,GO:0007165
NDRG2,biological_process,GO:0021762
NDRG2,cellular_component,GO:0005794
NDRG2,cellular_component,GO:0005737
NDRG2,cellular_component,GO:0042995
NDRG2,cellular_component,GO:0005829
NDRG2,biological_process,GO:0030154
NDRG2,biological_process,GO:0016055
NDRG2,molecular_function,GO:0005515
NDRG2,cellular_component,GO:0048471
NDRG2,biological_process,GO:0007399
NDRG2,cellular_component,GO:0005737
NDRG2,cellular_component,GO:0030426
NDRG2,cellular_component,GO:0070062
NDRG2,molecular_function,GO:0003674
NDRG2,biological_process,GO:0007165
NDRG2,biological_process,GO:0021762
NDRG2,cellular_component,GO:0005794
NDRG2,cellular_component,GO:0005737
NDRG2,cellular_component,GO:0042995
NDRG2,cellular_component,GO:0005829
NDRG2,biological_process,GO:0030154
NDRG2,biological_process,GO:0016055
NDRG2,molecular_function,GO:0005515
NDRG2,cellular_component,GO:0048471
NDRG2,biological_process,GO:0007399
NDRG2,cellular_component,GO:0005737
NDRG2,cellular_component,GO:0030426
NDRG2,cellular_component,GO:0070062
NDRG2,molecular_function,GO:0003674
NDRG2,biological_process,GO:0007165
NDRG2,biological_process,GO:0021762
NDRG2,cellular_component,GO:0005794
NDRG2,cellular_component,GO:0005737
NDRG2,cellular_component,GO:0042995
NDRG2,cellular_component,GO:0005829
NDRG2,biological_process,GO:0030154
NDRG2,biological_process,GO:0016055
NDRG2,molecular_function,GO:0005515
NDRG2,cellular_component,GO:0048471
NDRG2,biological_process,GO:0007399
NDRG2,cellular_component,GO:0005737
NDRG2,cellular_component,GO:0030426
NDRG2,cellular_component,GO:0070062
NDRG2,molecular_function,GO:0003674
NDRG2,biological_process,GO:0007165
NDRG2,biological_process,GO:0021762
NDRG2,cellular_component,GO:0005794
NDRG2,cellular_component,GO:0005737
NDRG2,cellular_component,GO:0042995
NDRG2,cellular_component,GO:0005829
NDRG2,biological_process,GO:0030154
NDRG2,biological_process,GO:0016055
NDRG2,molecular_function,GO:0005515
NDRG2,cellular_component,GO:0048471
NDRG2,biological_process,GO:0007399
NDRG2,cellular_component,GO:0005737
NDRG2,cellular_component,GO:0030426
NDRG2,cellular_component,GO:0070062
NDRG2,molecular_function,GO:0003674
NDRG2,biological_process,GO:0007165
NDRG2,biological_process,GO:0021762
NDRG2,cellular_component,GO:0005794
NDRG2,biological_process,GO:0001818
NDRG2,biological_process,GO:0010574
NDRG2,biological_process,GO:0070373
NDRG2,biological_process,GO:0090361
NDRG2,biological_process,GO:1904706
NDRG2,biological_process,GO:1990874
NDRG2,cellular_component,GO:0005634
NDRG2,cellular_component,GO:0005737
NDRG2,biological_process,GO:0030154
