estimator_name,gene_0,fpr,tpr,threshold
RandomForest,RAX,"[0.0, 0.0, 1.0, 1.0]","[0.0, 0.25, 0.25, 1.0]",[       inf 0.94568254 0.36375758 0.1922417 ]
