estimator_name,gene_0,accuracy,recall,specificity,precision,f1_score,AUC,MCC,fbeta2_score
XGBoost,RAX,0.625,0.25,1.0,1.0,0.39999999999999997,0.625,0.37796447300922725,0.2941176470588235
