accuracy_diff,recall_diff,f1_score_diff,AUC_diff,MCC_diff,fbeta2_score_diff,train_model
0.06716614573757426,0.025698130910347915,0.03645783791023878,0.251038029925187,0.4577466626292101,0.030052311830677282,DecisionTree
0.06118771833057546,0.021624157428211666,0.03308541747529231,0.14146183118935335,0.43028959753625007,0.026258236257629314,RandomForest
0.02161855733284309,0.004780128885706425,0.011691276012254104,0.09664536060838005,0.15110605973907715,0.007545399966228311,SVM
0.047793712079426356,0.01464531739957034,0.02568146471774283,0.0952253185106541,0.3543167393884753,0.019118883205739002,XGBoost
