selection_model,train_model,features,accuracy,recall,specificity,precision,f1_score,AUC,MCC,fbeta2_score
SVM,XGBoost,1,0.79,0.9800000000000001,0.6,0.7098901098901099,0.8231884057971015,0.8800000000000001,0.6285514202385736,0.9105520614954579
SVM,RandomForest,1,0.6399999999999999,0.9800000000000001,0.3,0.5830882352941177,0.7310541310541309,0.8019999999999999,0.38606722016672246,0.8624686716791979
SVM,SVM,1,0.79,0.9800000000000001,0.6,0.7098901098901099,0.8231884057971015,0.668,0.6285514202385736,0.9105520614954579
SVM,DecisionTree,1,0.63,0.96,0.3,0.5772549019607844,0.7205925925925925,0.766,0.3591612309343074,0.8472089314194576
SVM,XGBoost,2,0.74,0.9800000000000001,0.5,0.6619047619047619,0.79,0.884,0.5491673714460975,0.8939393939393939
SVM,RandomForest,2,0.6900000000000001,0.9800000000000001,0.4,0.62,0.7593846153846153,0.835,0.46928203230275506,0.8779220779220779
SVM,SVM,2,0.79,0.9800000000000001,0.6,0.7098901098901099,0.8231884057971015,0.8079999999999998,0.6285514202385736,0.9105520614954579
SVM,DecisionTree,2,0.6900000000000001,0.9800000000000001,0.4,0.62,0.7593846153846153,0.682,0.46928203230275506,0.8779220779220779
SVM,XGBoost,3,0.74,0.9800000000000001,0.5,0.6619047619047619,0.79,0.9010000000000001,0.5491673714460975,0.8939393939393939
SVM,RandomForest,3,0.6900000000000001,0.9800000000000001,0.4,0.62,0.7593846153846153,0.907,0.46928203230275506,0.8779220779220779
SVM,SVM,3,0.79,0.9800000000000001,0.6,0.7098901098901099,0.8231884057971015,0.9120000000000001,0.6285514202385736,0.9105520614954579
SVM,DecisionTree,3,0.6900000000000001,0.9800000000000001,0.4,0.62,0.7593846153846153,0.7620000000000001,0.46928203230275506,0.8779220779220779
SVM,XGBoost,4,0.73,0.96,0.5,0.6564102564102564,0.7791304347826087,0.8939999999999999,0.5247773055550157,0.8782161234991424
