selection_model,train_model,features,fpr,tpr,threshold
SVM,XGBoost,1,"[0.0, 0.2, 0.4, 0.7, 0.8, 1.0]","[0.0, 0.9207920792079208, 0.9702970297029703, 0.9702970297029703, 0.9702970297029703, 1.0]",[       inf 0.9652577  0.8964883  0.37646753 0.34237018 0.27399027]
SVM,RandomForest,1,"[0.0, 0.3, 0.3, 0.3, 0.3, 0.4, 0.4, 0.4, 0.4, 0.4, 0.5, 0.7, 0.7, 0.8, 0.8, 1.0]","[0.0, 0.7821782178217822, 0.8217821782178217, 0.8415841584158416, 0.8811881188118812, 0.8811881188118812, 0.900990099009901, 0.9306930693069307, 0.9504950495049505, 0.9702970297029703, 0.9702970297029703, 0.9702970297029703, 0.9801980198019802, 0.9801980198019802, 1.0, 1.0]","[       inf 1.         0.996      0.99428571 0.975      0.97183333
 0.93478571 0.85604762 0.69350794 0.65626984 0.54449206 0.52513492
 0.21509524 0.14951587 0.06604762 0.02238095]"
SVM,SVM,1,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 1.0, 1.0]","[0.0, 0.009900990099009901, 0.0594059405940594, 0.0594059405940594, 0.32673267326732675, 0.32673267326732675, 0.693069306930693, 0.693069306930693, 0.9702970297029703, 0.9702970297029703, 1.0]","[       inf 0.99332406 0.99219686 0.98624856 0.97722402 0.97722388
 0.97632903 0.97632871 0.97395313 0.19458502 0.11252536]"
SVM,DecisionTree,1,"[0.0, 0.4, 0.7, 0.7, 0.7, 1.0]","[0.0, 0.900990099009901, 0.9306930693069307, 0.9702970297029703, 0.9900990099009901, 1.0]",[       inf 1.         0.66666667 0.5        0.33333333 0.        ]
SVM,XGBoost,2,"[0.0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.3, 0.3, 0.4, 0.4, 0.6, 0.6, 0.9, 0.9, 1.0]","[0.0, 0.4752475247524752, 0.5346534653465347, 0.7623762376237624, 0.7722772277227723, 0.801980198019802, 0.8217821782178217, 0.8514851485148515, 0.8712871287128713, 0.8712871287128713, 0.8910891089108911, 0.9405940594059405, 0.9405940594059405, 0.9702970297029703, 0.9702970297029703, 0.9900990099009901, 0.9900990099009901, 1.0, 1.0]","[       inf 0.99539137 0.99492884 0.99467987 0.9940904  0.99092346
 0.98952955 0.9804764  0.9749946  0.96209985 0.9453245  0.9022895
 0.90065867 0.78523314 0.3901581  0.1607988  0.13580437 0.10876211
 0.0928366 ]"
SVM,RandomForest,2,"[0.0, 0.3, 0.3, 0.3, 0.5, 0.6, 0.6, 0.7, 1.0]","[0.0, 0.9405940594059405, 0.9504950495049505, 0.9702970297029703, 0.9702970297029703, 0.9702970297029703, 0.9900990099009901, 0.9900990099009901, 1.0]","[       inf 1.         0.93333333 0.85       0.8        0.6
 0.3        0.2        0.        ]"
SVM,SVM,2,"[0.0, 0.0, 0.0, 0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 1.0, 1.0]","[0.0, 0.009900990099009901, 0.1188118811881188, 0.1188118811881188, 0.4752475247524752, 0.4752475247524752, 0.594059405940594, 0.594059405940594, 0.9702970297029703, 0.9702970297029703, 1.0]","[       inf 0.99998241 0.98878164 0.98856592 0.98303131 0.98303013
 0.98281859 0.98281138 0.96201512 0.14086953 0.10245511]"
SVM,DecisionTree,2,"[0.0, 0.6, 0.6, 0.6, 1.0]","[0.0, 0.9306930693069307, 0.9801980198019802, 0.9900990099009901, 1.0]",[       inf 1.         0.66666667 0.33333333 0.        ]
SVM,XGBoost,3,"[0.0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.4, 0.7, 1.0]","[0.0, 0.7029702970297029, 0.7326732673267327, 0.7722772277227723, 0.7821782178217822, 0.801980198019802, 0.8118811881188119, 0.8712871287128713, 0.900990099009901, 0.9207920792079208, 0.9207920792079208, 0.9306930693069307, 0.9306930693069307, 0.9405940594059405, 0.9405940594059405, 0.9603960396039604, 0.9702970297029703, 0.9702970297029703, 1.0]","[       inf 0.99465066 0.9939586  0.98953944 0.98819375 0.98603314
 0.9837915  0.9679832  0.96100533 0.95776635 0.9474434  0.9356945
 0.8855249  0.8080082  0.79477525 0.7866616  0.696051   0.19167861
 0.17912221]"
SVM,RandomForest,3,"[0.0, 0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.6, 0.6, 1.0, 1.0]","[0.0, 0.8415841584158416, 0.900990099009901, 0.900990099009901, 0.9405940594059405, 0.9405940594059405, 0.9603960396039604, 0.9603960396039604, 0.9900990099009901, 0.9900990099009901, 1.0]","[       inf 1.         0.97777778 0.9775     0.83654762 0.83563492
 0.76583333 0.69527778 0.31534091 0.12666667 0.1225    ]"
