selection_model,train_model,features,accuracy,recall,specificity,precision,f1_score,AUC,MCC,fbeta2_score
SVM,XGBoost,1,0.8541666666666666,0.75,0.9583333333333334,0.9473684210526315,0.8372093023255814,0.8637152777777779,0.7242243488319186,0.782608695652174
SVM,RandomForest,1,0.8125,0.7916666666666666,0.8333333333333334,0.826086956521739,0.8085106382978722,0.8515625,0.6255432421712243,0.7983193277310925
SVM,SVM,1,0.8333333333333334,0.75,0.9166666666666666,0.9,0.8181818181818181,0.876736111111111,0.6761234037828132,0.7758620689655172
SVM,DecisionTree,1,0.7708333333333334,0.75,0.7916666666666666,0.782608695652174,0.7659574468085106,0.7708333333333333,0.5421374765483944,0.7563025210084033
SVM,XGBoost,2,0.8541666666666666,0.7916666666666666,0.9166666666666666,0.9047619047619048,0.8444444444444444,0.9105902777777779,0.7139328934618737,0.811965811965812
SVM,RandomForest,2,0.8333333333333334,0.75,0.9166666666666666,0.9,0.8181818181818181,0.8940972222222221,0.6761234037828132,0.7758620689655172
SVM,SVM,2,0.8333333333333334,0.75,0.9166666666666666,0.9,0.8181818181818181,0.8958333333333334,0.6761234037828132,0.7758620689655172
SVM,DecisionTree,2,0.7708333333333334,0.75,0.7916666666666666,0.782608695652174,0.7659574468085106,0.8272569444444444,0.5421374765483944,0.7563025210084033
SVM,XGBoost,3,0.8541666666666666,0.75,0.9583333333333334,0.9473684210526315,0.8372093023255814,0.8958333333333334,0.7242243488319186,0.782608695652174
SVM,RandomForest,3,0.8125,0.7083333333333334,0.9166666666666666,0.8947368421052632,0.7906976744186046,0.8368055555555556,0.6390214842634575,0.7391304347826086
SVM,SVM,3,0.8541666666666666,0.75,0.9583333333333334,0.9473684210526315,0.8372093023255814,0.8871527777777779,0.7242243488319186,0.782608695652174
SVM,DecisionTree,3,0.8125,0.7083333333333334,0.9166666666666666,0.8947368421052632,0.7906976744186046,0.8541666666666666,0.6390214842634575,0.7391304347826086
SVM,XGBoost,4,0.8541666666666666,0.75,0.9583333333333334,0.9473684210526315,0.8372093023255814,0.8828125,0.7242243488319186,0.782608695652174
SVM,RandomForest,4,0.875,0.7916666666666666,0.9583333333333334,0.95,0.8636363636363636,0.9322916666666666,0.7606388292556648,0.8189655172413793
SVM,SVM,4,0.8333333333333334,0.7083333333333334,0.9583333333333334,0.9444444444444444,0.8095238095238095,0.8906250000000002,0.6885303726590964,0.7456140350877193
SVM,DecisionTree,4,0.75,0.7083333333333334,0.7916666666666666,0.7727272727272727,0.7391304347826086,0.75,0.5017452060042544,0.7203389830508474
SVM,XGBoost,5,0.8541666666666666,0.7916666666666666,0.9166666666666666,0.9047619047619048,0.8444444444444444,0.892361111111111,0.7139328934618737,0.811965811965812
SVM,RandomForest,5,0.8541666666666666,0.75,0.9583333333333334,0.9473684210526315,0.8372093023255814,0.9166666666666667,0.7242243488319186,0.782608695652174
SVM,SVM,5,0.8333333333333334,0.7083333333333334,0.9583333333333334,0.9444444444444444,0.8095238095238095,0.888888888888889,0.6885303726590964,0.7456140350877193
SVM,DecisionTree,5,0.8333333333333334,0.75,0.9166666666666666,0.9,0.8181818181818181,0.826388888888889,0.6761234037828132,0.7758620689655172
DecisionTree,XGBoost,1,0.8333333333333334,0.9166666666666666,0.75,0.7857142857142857,0.8461538461538461,0.8333333333333334,0.6761234037828132,0.8870967741935484
DecisionTree,RandomForest,1,0.8333333333333334,0.9166666666666666,0.75,0.7857142857142857,0.8461538461538461,0.875,0.6761234037828132,0.8870967741935484
DecisionTree,SVM,1,0.8541666666666666,0.875,0.8333333333333334,0.8400000000000001,0.8571428571428571,0.920138888888889,0.7089490077940542,0.8677685950413224
DecisionTree,DecisionTree,1,0.8333333333333334,0.9166666666666666,0.75,0.7857142857142857,0.8461538461538461,0.8489583333333333,0.6761234037828132,0.8870967741935484
DecisionTree,XGBoost,2,0.8125,0.8333333333333334,0.7916666666666666,0.8,0.8163265306122449,0.8506944444444444,0.6255432421712243,0.8264462809917357
DecisionTree,RandomForest,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8793402777777779,0.6666666666666666,0.8333333333333334
DecisionTree,SVM,2,0.8541666666666666,0.875,0.8333333333333334,0.8400000000000001,0.8571428571428571,0.9131944444444444,0.7089490077940542,0.8677685950413224
DecisionTree,DecisionTree,2,0.8125,0.875,0.75,0.7777777777777778,0.8235294117647058,0.8524305555555556,0.629940788348712,0.853658536585366
DecisionTree,XGBoost,3,0.8125,0.8333333333333334,0.7916666666666666,0.8,0.8163265306122449,0.842013888888889,0.6255432421712243,0.8264462809917357
DecisionTree,RandomForest,3,0.7916666666666666,0.8333333333333334,0.75,0.7692307692307693,0.8,0.8871527777777779,0.5853694070049635,0.8196721311475411
DecisionTree,SVM,3,0.875,0.875,0.875,0.875,0.875,0.9305555555555556,0.75,0.875
DecisionTree,DecisionTree,3,0.8125,0.8333333333333334,0.7916666666666666,0.8,0.8163265306122449,0.8177083333333334,0.6255432421712243,0.8264462809917357
DecisionTree,XGBoost,4,0.8125,0.875,0.75,0.7777777777777778,0.8235294117647058,0.8411458333333334,0.629940788348712,0.853658536585366
DecisionTree,RandomForest,4,0.7916666666666666,0.8333333333333334,0.75,0.7692307692307693,0.8,0.857638888888889,0.5853694070049635,0.8196721311475411
DecisionTree,SVM,4,0.875,0.875,0.875,0.875,0.875,0.8784722222222221,0.75,0.875
DecisionTree,DecisionTree,4,0.8125,0.875,0.75,0.7777777777777778,0.8235294117647058,0.8177083333333336,0.629940788348712,0.853658536585366
DecisionTree,XGBoost,5,0.8333333333333334,0.875,0.7916666666666666,0.8076923076923077,0.8400000000000001,0.8428819444444444,0.6689936080056726,0.860655737704918
DecisionTree,RandomForest,5,0.8125,0.8333333333333334,0.7916666666666666,0.8,0.8163265306122449,0.8758680555555556,0.6255432421712243,0.8264462809917357
DecisionTree,SVM,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8715277777777779,0.6666666666666666,0.8333333333333334
DecisionTree,DecisionTree,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8541666666666664,0.6666666666666666,0.8333333333333334
RandomForest,XGBoost,1,0.9375,0.9583333333333334,0.9166666666666666,0.9200000000000002,0.9387755102040817,0.935763888888889,0.8757605390397141,0.9504132231404959
RandomForest,RandomForest,1,0.8958333333333334,0.9166666666666666,0.875,0.8800000000000001,0.8979591836734693,0.912326388888889,0.7923547734168841,0.909090909090909
RandomForest,SVM,1,0.9375,0.9583333333333334,0.9166666666666666,0.9200000000000002,0.9387755102040817,0.953125,0.8757605390397141,0.9504132231404959
RandomForest,DecisionTree,1,0.7708333333333334,0.625,0.9166666666666666,0.8823529411764707,0.7317073170731707,0.873263888888889,0.5662888944297417,0.6637168141592921
RandomForest,XGBoost,2,0.9166666666666666,0.9583333333333334,0.875,0.8846153846153847,0.9200000000000002,0.9453125,0.8362420100070909,0.9426229508196722
RandomForest,RandomForest,2,0.875,0.8333333333333334,0.9166666666666666,0.909090909090909,0.8695652173913043,0.9340277777777779,0.7526178090063816,0.8474576271186439
RandomForest,SVM,2,0.875,0.8333333333333334,0.9166666666666666,0.909090909090909,0.8695652173913043,0.935763888888889,0.7526178090063816,0.8474576271186439
RandomForest,DecisionTree,2,0.7708333333333334,0.6666666666666666,0.875,0.8421052631578947,0.7441860465116279,0.8758680555555556,0.5538186196949965,0.6956521739130435
RandomForest,XGBoost,3,0.9375,0.9583333333333334,0.9166666666666666,0.9200000000000002,0.9387755102040817,0.9583333333333334,0.8757605390397141,0.9504132231404959
RandomForest,RandomForest,3,0.8958333333333334,0.875,0.9166666666666666,0.9130434782608695,0.8936170212765957,0.953125,0.7923547734168841,0.8823529411764707
RandomForest,SVM,3,0.8958333333333334,0.875,0.9166666666666666,0.9130434782608695,0.8936170212765957,0.8802083333333333,0.7923547734168841,0.8823529411764707
RandomForest,DecisionTree,3,0.8333333333333334,0.7916666666666666,0.875,0.8636363636363636,0.826086956521739,0.9184027777777779,0.6689936080056726,0.8050847457627117
RandomForest,XGBoost,4,0.8958333333333334,0.9166666666666666,0.875,0.8800000000000001,0.8979591836734693,0.959201388888889,0.7923547734168841,0.909090909090909
RandomForest,RandomForest,4,0.8333333333333334,0.7916666666666666,0.875,0.8636363636363636,0.826086956521739,0.954861111111111,0.6689936080056726,0.8050847457627117
RandomForest,SVM,4,0.875,0.7916666666666666,0.9583333333333334,0.95,0.8636363636363636,0.954861111111111,0.7606388292556648,0.8189655172413793
RandomForest,DecisionTree,4,0.8125,0.75,0.875,0.8571428571428571,0.8,0.8402777777777779,0.629940788348712,0.7692307692307693
RandomForest,XGBoost,5,0.8958333333333334,0.8333333333333334,0.9583333333333334,0.9523809523809523,0.888888888888889,0.9557291666666666,0.7979249985750353,0.8547008547008547
RandomForest,RandomForest,5,0.8541666666666666,0.8333333333333334,0.875,0.8695652173913043,0.851063829787234,0.9487847222222221,0.7089490077940542,0.8403361344537815
RandomForest,SVM,5,0.875,0.7916666666666666,0.9583333333333334,0.95,0.8636363636363636,0.951388888888889,0.7606388292556648,0.8189655172413793
RandomForest,DecisionTree,5,0.8333333333333334,0.7916666666666666,0.875,0.8636363636363636,0.826086956521739,0.8862847222222221,0.6689936080056726,0.8050847457627117
XGBoost,XGBoost,1,0.8333333333333334,0.9166666666666666,0.75,0.7857142857142857,0.8461538461538461,0.8333333333333334,0.6761234037828132,0.8870967741935484
XGBoost,RandomForest,1,0.8333333333333334,0.9166666666666666,0.75,0.7857142857142857,0.8461538461538461,0.875,0.6761234037828132,0.8870967741935484
XGBoost,SVM,1,0.8541666666666666,0.875,0.8333333333333334,0.8400000000000001,0.8571428571428571,0.920138888888889,0.7089490077940542,0.8677685950413224
XGBoost,DecisionTree,1,0.8333333333333334,0.9166666666666666,0.75,0.7857142857142857,0.8461538461538461,0.8489583333333333,0.6761234037828132,0.8870967741935484
XGBoost,XGBoost,2,0.8333333333333334,0.9166666666666666,0.75,0.7857142857142857,0.8461538461538461,0.923611111111111,0.6761234037828132,0.8870967741935484
XGBoost,RandomForest,2,0.7708333333333334,0.75,0.7916666666666666,0.782608695652174,0.7659574468085106,0.8984375,0.5421374765483944,0.7563025210084033
