selection_model,train_model,features,accuracy,recall,specificity,precision,f1_score,AUC,MCC,fbeta2_score
SVM,XGBoost,1,0.9801324503311258,0.9850746268656716,0.9411764705882353,0.9924812030075187,0.9887640449438202,0.9692712906057945,0.9035319667184434,0.9865470852017937
SVM,RandomForest,1,0.9801324503311258,0.9925373134328358,0.8823529411764706,0.9851851851851852,0.9888475836431226,0.9692712906057945,0.8984699642118827,0.9910581222056631
SVM,SVM,1,0.9801324503311258,0.9850746268656716,0.9411764705882353,0.9924812030075187,0.9887640449438202,0.9508340649692713,0.9035319667184434,0.9865470852017937
SVM,DecisionTree,1,0.9867549668874173,0.9925373134328358,0.9411764705882353,0.9925373134328358,0.9925373134328358,0.969929762949956,0.9337137840210711,0.9925373134328358
SVM,XGBoost,2,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,0.9989025460930641,0.9665427010889496,0.9985096870342772
SVM,RandomForest,2,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,0.9995610184372257,0.9665427010889496,0.9985096870342772
SVM,SVM,2,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,1.0,0.9665427010889496,0.9985096870342772
SVM,DecisionTree,2,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,0.9701492537313432,0.9665427010889496,0.9985096870342772
SVM,XGBoost,3,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,0.9995610184372257,0.9665427010889496,0.9985096870342772
SVM,RandomForest,3,0.9867549668874173,0.9925373134328358,0.9411764705882353,0.9925373134328358,0.9925373134328358,0.9995610184372256,0.9337137840210711,0.9925373134328358
SVM,SVM,3,0.9867549668874173,0.9850746268656716,1.0,1.0,0.9924812030075187,1.0,0.9388197701794586,0.9880239520958084
SVM,DecisionTree,3,0.9867549668874173,1.0,0.8823529411764706,0.9852941176470589,0.9925925925925926,0.9411764705882353,0.9324039696557269,0.9970238095238095
SVM,XGBoost,4,0.9867549668874173,0.9925373134328358,0.9411764705882353,0.9925373134328358,0.9925373134328358,0.9982440737489026,0.9337137840210711,0.9925373134328358
SVM,RandomForest,4,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,0.9995610184372257,0.9665427010889496,0.9985096870342772
SVM,SVM,4,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,1.0,0.9665427010889496,0.9985096870342772
SVM,DecisionTree,4,0.9867549668874173,0.9925373134328358,0.9411764705882353,0.9925373134328358,0.9925373134328358,0.9668568920105355,0.9337137840210711,0.9925373134328358
SVM,XGBoost,5,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,0.9982440737489026,0.9665427010889496,0.9985096870342772
SVM,RandomForest,5,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,0.9688323090430202,0.9665427010889496,0.9985096870342772
SVM,SVM,5,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,0.9995610184372257,0.9665427010889496,0.9985096870342772
SVM,DecisionTree,5,0.9801324503311258,0.9925373134328358,0.8823529411764706,0.9851851851851852,0.9888475836431226,0.937225636523266,0.8984699642118827,0.9910581222056631
DecisionTree,XGBoost,1,0.9801324503311258,1.0,0.8235294117647058,0.9781021897810219,0.988929889298893,0.9986830553116769,0.8974942456618514,0.9955423476968797
DecisionTree,RandomForest,1,0.9801324503311258,1.0,0.8235294117647058,0.9781021897810219,0.988929889298893,0.9978050921861281,0.8974942456618514,0.9955423476968797
DecisionTree,SVM,1,0.9867549668874173,0.9850746268656716,1.0,1.0,0.9924812030075187,0.9982440737489024,0.9388197701794586,0.9880239520958084
DecisionTree,DecisionTree,1,0.9801324503311258,1.0,0.8235294117647058,0.9781021897810219,0.988929889298893,0.9692712906057945,0.8974942456618514,0.9955423476968797
DecisionTree,XGBoost,2,0.9602649006622517,1.0,0.6470588235294118,0.9571428571428572,0.9781021897810219,0.9993415276558384,0.7869737804351787,0.9911242603550295
DecisionTree,RandomForest,2,0.9867549668874173,1.0,0.8823529411764706,0.9852941176470589,0.9925925925925926,1.0,0.9324039696557269,0.9970238095238095
DecisionTree,SVM,2,0.9933774834437086,0.9925373134328358,1.0,1.0,0.9962546816479401,0.9982440737489024,0.9681923112561139,0.9940209267563528
DecisionTree,DecisionTree,2,0.9801324503311258,1.0,0.8235294117647058,0.9781021897810219,0.988929889298893,0.969929762949956,0.8974942456618514,0.9955423476968797
DecisionTree,XGBoost,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DecisionTree,RandomForest,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DecisionTree,SVM,3,0.9933774834437086,0.9925373134328358,1.0,1.0,0.9962546816479401,1.0,0.9681923112561139,0.9940209267563528
DecisionTree,DecisionTree,3,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,0.9705882352941176,0.9665427010889496,0.9985096870342772
DecisionTree,XGBoost,4,0.9801324503311258,1.0,0.8235294117647058,0.9781021897810219,0.988929889298893,1.0,0.8974942456618514,0.9955423476968797
DecisionTree,RandomForest,4,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,1.0,0.9665427010889496,0.9985096870342772
DecisionTree,SVM,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DecisionTree,DecisionTree,4,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,0.9705882352941176,0.9665427010889496,0.9985096870342772
DecisionTree,XGBoost,5,0.9735099337748344,1.0,0.7647058823529411,0.9710144927536232,0.9852941176470589,1.0,0.861707893928478,0.9940652818991098
DecisionTree,RandomForest,5,0.9867549668874173,1.0,0.8823529411764706,0.9852941176470589,0.9925925925925926,1.0,0.9324039696557269,0.9970238095238095
DecisionTree,SVM,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DecisionTree,DecisionTree,5,0.9801324503311258,0.9925373134328358,0.8823529411764706,0.9851851851851852,0.9888475836431226,0.966198419666374,0.8984699642118827,0.9910581222056631
RandomForest,XGBoost,1,0.9403973509933775,0.9477611940298507,0.8823529411764706,0.9844961240310077,0.9657794676806084,0.9877085162423178,0.7437183094260893,0.9548872180451128
RandomForest,RandomForest,1,0.9205298013245033,0.9552238805970149,0.6470588235294118,0.9552238805970149,0.9552238805970149,0.9477611940298507,0.6022827041264267,0.9552238805970149
RandomForest,SVM,1,0.9337748344370861,0.9402985074626866,0.8823529411764706,0.984375,0.9618320610687023,0.9859525899912203,0.7236420976179442,0.9487951807228916
RandomForest,DecisionTree,1,0.9271523178807947,0.9477611940298507,0.7647058823529411,0.9694656488549618,0.9584905660377359,0.9356892010535558,0.6643409363867802,0.952023988005997
RandomForest,XGBoost,2,0.9867549668874173,0.9850746268656716,1.0,1.0,0.9924812030075187,0.995171202809482,0.9388197701794586,0.9880239520958084
RandomForest,RandomForest,2,0.9735099337748344,0.9850746268656716,0.8823529411764706,0.9850746268656716,0.9850746268656716,0.9942932396839332,0.8674275680421423,0.9850746268656716
RandomForest,SVM,2,0.9867549668874173,0.9850746268656716,1.0,1.0,0.9924812030075187,0.9942932396839332,0.9388197701794586,0.9880239520958084
RandomForest,DecisionTree,2,0.9801324503311258,0.9850746268656716,0.9411764705882353,0.9924812030075187,0.9887640449438202,0.9631255487269534,0.9035319667184434,0.9865470852017937
RandomForest,XGBoost,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RandomForest,RandomForest,3,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,1.0,0.9665427010889496,0.9985096870342772
RandomForest,SVM,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RandomForest,DecisionTree,3,0.9867549668874173,1.0,0.8823529411764706,0.9852941176470589,0.9925925925925926,0.9411764705882353,0.9324039696557269,0.9970238095238095
RandomForest,XGBoost,4,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,1.0,0.9665427010889496,0.9985096870342772
RandomForest,RandomForest,4,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,0.9995610184372256,0.9665427010889496,0.9985096870342772
RandomForest,SVM,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RandomForest,DecisionTree,4,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,0.9705882352941176,0.9665427010889496,0.9985096870342772
RandomForest,XGBoost,5,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,1.0,0.9665427010889496,0.9985096870342772
RandomForest,RandomForest,5,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,1.0,0.9665427010889496,0.9985096870342772
RandomForest,SVM,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RandomForest,DecisionTree,5,0.9933774834437086,1.0,0.9411764705882353,0.9925925925925926,0.9962825278810409,0.9705882352941176,0.9665427010889496,0.9985096870342772
XGBoost,XGBoost,1,0.9801324503311258,1.0,0.8235294117647058,0.9781021897810219,0.988929889298893,0.9986830553116769,0.8974942456618514,0.9955423476968797
XGBoost,RandomForest,1,0.9801324503311258,1.0,0.8235294117647058,0.9781021897810219,0.988929889298893,0.9978050921861281,0.8974942456618514,0.9955423476968797
XGBoost,SVM,1,0.9867549668874173,0.9850746268656716,1.0,1.0,0.9924812030075187,0.9982440737489024,0.9388197701794586,0.9880239520958084
XGBoost,DecisionTree,1,0.9801324503311258,1.0,0.8235294117647058,0.9781021897810219,0.988929889298893,0.9692712906057945,0.8974942456618514,0.9955423476968797
