estimator_name,gene_0,gene_1,gene_2,accuracy,recall,specificity,precision,f1_score,AUC,MCC,fbeta2_score
DecisionTree,CFTR,LAMA4,TMEM196,0.784090909090909,0.9318181818181819,0.6363636363636365,0.7190001824484584,0.811482131314064,0.8948347107438016,0.5960406991367192,0.8795694721087957
DecisionTree,SYN2,LAMA4,TMEM196,0.784090909090909,0.9318181818181819,0.6363636363636365,0.7190001824484584,0.811482131314064,0.8948347107438016,0.5960406991367192,0.8795694721087957
DecisionTree,HCK,SBK2,WISP1,0.8499999999999999,0.9727272727272729,0.7272727272727274,0.7807008547008547,0.8658986828774063,0.9367768595041323,0.7235273801136081,0.9268875459801539
DecisionTree,PTPRN,SBK2,WISP1,0.8454545454545455,0.9181818181818182,0.7727272727272726,0.8013532763532762,0.8555452245653118,0.8677685950413224,0.6991947879786964,0.891983433477885
DecisionTree,HCK,LAMA4,SIM1,0.8340909090909092,0.9863636363636366,0.6818181818181818,0.7560344827586207,0.8559215686274511,0.9664256198347108,0.7018678148894975,0.9296713822575893
DecisionTree,HCK,LAMA4,MIR921,0.8181818181818181,0.9545454545454547,0.6818181818181818,0.7498722860791827,0.8398143257302921,0.8512396694214874,0.6620592943877311,0.9050506797883109
DecisionTree,CFTR,LEP,MIR921,0.8090909090909092,0.9818181818181818,0.6363636363636365,0.7296551724137932,0.83710407239819,0.91900826446281,0.6591989474107836,0.9182963928726642
DecisionTree,PTPRN,LEP,MIR921,0.9318181818181819,1.0,0.8636363636363635,0.8800000000000001,0.9361702127659577,0.9318181818181819,0.8717797887081347,0.9734513274336283
DecisionTree,C7orf16,SYN2,WISP1,0.784090909090909,0.9772727272727273,0.5909090909090909,0.7048387096774195,0.8189404934687954,0.7835743801652892,0.6165580847859267,0.907100128186868
DecisionTree,ZNF177,SYN2,WISP1,0.793181818181818,0.9954545454545455,0.5909090909090909,0.708709677419355,0.8279390420899855,0.8577479338842974,0.6413725175993721,0.9209158239567014
DecisionTree,C7orf16,SFRP2,SLC4A11,0.7522727272727272,0.9590909090909092,0.5454545454545453,0.6782930107526882,0.7945170133849381,0.7522727272727272,0.5552762527662864,0.885667996011964
DecisionTree,MIR921,SFRP2,SLC4A11,0.8363636363636363,0.9454545454545457,0.7272727272727274,0.7758095238095237,0.8519878419452886,0.8363636363636363,0.690565996024786,0.9056228522906687
DecisionTree,C7orf16,SYN2,WISP1,0.784090909090909,0.9772727272727273,0.5909090909090909,0.7048387096774195,0.8189404934687954,0.7835743801652892,0.6165580847859267,0.907100128186868
DecisionTree,ZNF177,SYN2,WISP1,0.793181818181818,0.9954545454545455,0.5909090909090909,0.708709677419355,0.8279390420899855,0.8577479338842974,0.6413725175993721,0.9209158239567014
