estimator_name,gene_0,gene_1,gene_2,accuracy,recall,specificity,precision,f1_score,AUC,MCC,fbeta2_score
LogisticRegressionElastic,E2F8,FLOT1,HDAC9,0.901743264659271,0.9396378269617707,0.7611940298507462,0.935871743486974,0.9377510040160643,0.949037508633893,0.7047047355232923,0.9388821873743466
LogisticRegressionElastic,MIR9-1,FLOT1,HDAC9,0.8969889064976229,0.9356136820925554,0.753731343283582,0.9337349397590361,0.9346733668341709,0.9471906063245142,0.6912366353342533,0.9352373290426388
LogisticRegressionElastic,FBXO30,KLHDC8A,PYCARD,0.901743264659271,0.9476861167002012,0.7313432835820896,0.9289940828402367,0.9382470119521913,0.9575512778161506,0.6988827960534929,0.9438877755511023
LogisticRegressionElastic,LPAR1,KLHDC8A,PYCARD,0.9064976228209192,0.9396378269617707,0.7835820895522388,0.9415322580645161,0.9405840886203424,0.9558244992342112,0.7212623268059637,0.9400161030595813
LogisticRegressionElastic,E2F8,FLOT1,PAQR9,0.8985736925515055,0.9356136820925554,0.7611940298507462,0.9356136820925554,0.9356136820925554,0.9421454097720653,0.6968077119433016,0.9356136820925554
LogisticRegressionElastic,DUOX1,FBXO30,MIR9-1,0.9033280507131537,0.937625754527163,0.7761194029850746,0.9395161290322581,0.9385699899295066,0.9551788341992252,0.7118132137941385,0.9380032206119162
LogisticRegressionElastic,DUOX1,SFXN5,MIR9-1,0.9175911251980983,0.9416498993963782,0.8283582089552238,0.9531568228105907,0.9473684210526315,0.952295864740683,0.7579160919967912,0.9439290036304961
LogisticRegressionElastic,FBXO30,FLOT1,NAT8L,0.9064976228209192,0.937625754527163,0.7910447761194029,0.9433198380566802,0.9404641775983855,0.9559746538935102,0.7228331163181222,0.9387590652699436
LogisticRegressionElastic,HDAC9,FLOT1,NAT8L,0.9001584786053882,0.9356136820925554,0.7686567164179104,0.9375,0.9365558912386707,0.9563800714736178,0.7023641007823133,0.9359903381642513
LogisticRegressionElastic,SFXN5,FLOT1,NAT8L,0.9128367670364501,0.9476861167002012,0.7835820895522388,0.942,0.9448345035105316,0.9560197002913,0.7373719882453199,0.9465434083601286
LogisticRegressionElastic,CAV1,FJX1,JDP2,0.9175911251980983,0.9496981891348089,0.7985074626865671,0.9458917835671342,0.9477911646586346,0.9621309949247725,0.7523403236574995,0.9489344591877764
LogisticRegressionElastic,CAV1,SFXN5,JDP2,0.9255150554675119,0.959758551307847,0.7985074626865671,0.9464285714285714,0.9530469530469531,0.963827742574852,0.7734550081806885,0.9570626003210273
LogisticRegressionElastic,HDAC9,HES5,KLHDC8A,0.901743264659271,0.9416498993963782,0.753731343283582,0.9341317365269461,0.9378757515030061,0.9515751223760474,0.7031743594517965,0.9401366010445962
LogisticRegressionElastic,HDAC9,JDP2,KLHDC8A,0.9128367670364501,0.9456740442655935,0.7910447761194029,0.9437751004016064,0.9447236180904522,0.9591128862728611,0.738740427280921,0.9452936444086887
LogisticRegressionElastic,ANKH,CBX5,FLOT1,0.9112519809825673,0.937625754527163,0.8134328358208955,0.9490835030549898,0.9433198380566802,0.9623412114477913,0.7392641525240831,0.9398951189995967
LogisticRegressionElastic,SFXN5,CBX5,FLOT1,0.9160063391442155,0.9496981891348089,0.7910447761194029,0.944,0.9468405215646941,0.962191056788492,0.7469258315869924,0.9485530546623794
LogisticRegressionElastic,ANKH,C1orf114,HIF3A,0.9239302694136292,0.9537223340040242,0.8134328358208955,0.9498997995991983,0.9518072289156626,0.9610648968437491,0.7713945589111824,0.9529553679131484
LogisticRegressionElastic,HDAC9,C1orf114,HIF3A,0.9286846275752774,0.9577464788732394,0.8208955223880597,0.952,0.954864593781344,0.9646235622691373,0.7851412049536829,0.9565916398713826
LogisticRegressionElastic,ANKH,C1orf114,HIF3A,0.9239302694136292,0.9537223340040242,0.8134328358208955,0.9498997995991983,0.9518072289156626,0.9610648968437491,0.7713945589111824,0.9529553679131484
LogisticRegressionElastic,HDAC9,C1orf114,HIF3A,0.9286846275752774,0.9577464788732394,0.8208955223880597,0.952,0.954864593781344,0.9646235622691373,0.7851412049536829,0.9565916398713826
