estimator_name,gene_0,gene_1,gene_2,fpr,tpr,threshold
SVM,E2F8,FLOT1,HDAC9,"[0.0, 0.0, 0.0, 0.007462686567164179, 0.007462686567164179, 0.014925373134328358, 0.014925373134328358, 0.022388059701492536, 0.022388059701492536, 0.029850746268656716, 0.029850746268656716, 0.03731343283582089, 0.03731343283582089, 0.04477611940298507, 0.04477611940298507, 0.05223880597014925, 0.05223880597014925, 0.06716417910447761, 0.06716417910447761, 0.07462686567164178, 0.07462686567164178, 0.08208955223880597, 0.08208955223880597, 0.08955223880597014, 0.08955223880597014, 0.09701492537313433, 0.09701492537313433, 0.1044776119402985, 0.1044776119402985, 0.11194029850746269, 0.11194029850746269, 0.11940298507462686, 0.11940298507462686, 0.13432835820895522, 0.13432835820895522, 0.1417910447761194, 0.1417910447761194, 0.14925373134328357, 0.14925373134328357, 0.15671641791044777, 0.15671641791044777, 0.16417910447761194, 0.16417910447761194, 0.19402985074626866, 0.19402985074626866, 0.22388059701492538, 0.22388059701492538, 0.23134328358208955, 0.23134328358208955, 0.23880597014925373, 0.2462686567164179, 0.2537313432835821, 0.2537313432835821, 0.29850746268656714, 0.29850746268656714, 0.30597014925373134, 0.30597014925373134, 0.31343283582089554, 0.31343283582089554, 0.3208955223880597, 0.3208955223880597, 0.3283582089552239, 0.3283582089552239, 0.373134328358209, 0.373134328358209, 0.39552238805970147, 0.39552238805970147, 0.4253731343283582, 0.4253731343283582, 0.44776119402985076, 0.44776119402985076, 0.4701492537313433, 0.4701492537313433, 0.5, 0.5, 0.5149253731343284, 0.5149253731343284, 0.5671641791044776, 0.5671641791044776, 0.5746268656716418, 0.5746268656716418, 0.6044776119402985, 0.6044776119402985, 0.6492537313432836, 0.6492537313432836, 0.746268656716418, 0.746268656716418, 0.7611940298507462, 0.7611940298507462, 0.7835820895522388, 0.7835820895522388, 0.8208955223880597, 0.8208955223880597, 0.9253731343283582, 0.9253731343283582, 1.0]","[0.0, 0.002012072434607646, 0.3782696177062374, 0.3782696177062374, 0.4969818913480885, 0.4969818913480885, 0.7082494969818913, 0.7082494969818913, 0.7183098591549296, 0.7183098591549296, 0.7525150905432596, 0.7525150905432596, 0.7545271629778671, 0.7545271629778671, 0.7847082494969819, 0.7847082494969819, 0.7867203219315896, 0.7867203219315896, 0.8209255533199196, 0.8209255533199196, 0.8350100603621731, 0.8350100603621731, 0.8370221327967807, 0.8370221327967807, 0.8470824949698189, 0.8470824949698189, 0.8712273641851107, 0.8712273641851107, 0.8772635814889336, 0.8772635814889336, 0.8853118712273642, 0.8853118712273642, 0.8893360160965795, 0.8893360160965795, 0.8933601609657947, 0.8933601609657947, 0.9134808853118712, 0.9134808853118712, 0.9175050301810865, 0.9175050301810865, 0.9215291750503019, 0.9215291750503019, 0.9295774647887324, 0.9295774647887324, 0.9336016096579477, 0.9336016096579477, 0.937625754527163, 0.937625754527163, 0.9396378269617707, 0.9396378269617707, 0.9416498993963782, 0.9416498993963782, 0.9436619718309859, 0.9436619718309859, 0.9517102615694165, 0.9517102615694165, 0.9537223340040242, 0.9537223340040242, 0.9617706237424547, 0.9617706237424547, 0.9637826961770624, 0.9637826961770624, 0.96579476861167, 0.96579476861167, 0.9678068410462777, 0.9678068410462777, 0.9698189134808853, 0.9698189134808853, 0.971830985915493, 0.971830985915493, 0.9738430583501007, 0.9738430583501007, 0.9778672032193159, 0.9778672032193159, 0.9798792756539235, 0.9798792756539235, 0.9818913480885312, 0.9818913480885312, 0.9839034205231388, 0.9839034205231388, 0.9859154929577465, 0.9859154929577465, 0.9879275653923542, 0.9879275653923542, 0.9899396378269618, 0.9899396378269618, 0.9919517102615694, 0.9919517102615694, 0.993963782696177, 0.993963782696177, 0.9959758551307847, 0.9959758551307847, 0.9979879275653923, 0.9979879275653923, 1.0, 1.0]","[       inf 1.         0.99521227 0.99511482 0.98727634 0.98720108
 0.94955935 0.94953225 0.94510526 0.94485969 0.93333649 0.93144433
 0.92974952 0.92816658 0.90962244 0.90735029 0.90491458 0.90460634
 0.86233516 0.85591146 0.82743234 0.82582295 0.82543512 0.81856962
 0.81623311 0.81520719 0.7790487  0.77068315 0.74797133 0.74307714
 0.71473858 0.70476446 0.69974776 0.69436975 0.67752724 0.66829758
 0.62152804 0.59716916 0.58930515 0.58514714 0.57695235 0.57587323
 0.56840379 0.55000427 0.54600639 0.53127021 0.52697549 0.51958352
 0.51530873 0.5125178  0.5        0.48571811 0.48407445 0.44597482
 0.42732549 0.42535799 0.4242511  0.42242925 0.39970431 0.39960979
 0.39490596 0.38884237 0.38744858 0.36989484 0.36690725 0.3483744
 0.34267316 0.317067   0.31476444 0.30406654 0.30218553 0.28520494
 0.28321283 0.26132956 0.26122203 0.2501131  0.2435847  0.22596491
 0.22298875 0.22156018 0.21778548 0.20303954 0.20211666 0.18417578
 0.18143695 0.15888327 0.15551696 0.147917   0.14626422 0.14006098
 0.13914753 0.13051811 0.122329   0.10231942 0.10186547 0.08311255]"
SVM,MIR9-1,FLOT1,HDAC9,"[0.0, 0.0, 0.0, 0.007462686567164179, 0.007462686567164179, 0.014925373134328358, 0.014925373134328358, 0.022388059701492536, 0.022388059701492536, 0.029850746268656716, 0.029850746268656716, 0.03731343283582089, 0.03731343283582089, 0.04477611940298507, 0.04477611940298507, 0.05223880597014925, 0.05223880597014925, 0.05970149253731343, 0.05970149253731343, 0.06716417910447761, 0.06716417910447761, 0.07462686567164178, 0.07462686567164178, 0.08208955223880597, 0.08208955223880597, 0.08955223880597014, 0.08955223880597014, 0.1044776119402985, 0.1044776119402985, 0.11194029850746269, 0.11194029850746269, 0.11940298507462686, 0.11940298507462686, 0.12686567164179105, 0.12686567164179105, 0.13432835820895522, 0.13432835820895522, 0.1417910447761194, 0.1417910447761194, 0.16417910447761194, 0.16417910447761194, 0.17164179104477612, 0.17164179104477612, 0.1865671641791045, 0.1865671641791045, 0.19402985074626866, 0.19402985074626866, 0.20149253731343283, 0.20149253731343283, 0.208955223880597, 0.208955223880597, 0.21641791044776118, 0.23880597014925373, 0.2462686567164179, 0.2462686567164179, 0.2835820895522388, 0.2835820895522388, 0.291044776119403, 0.291044776119403, 0.31343283582089554, 0.31343283582089554, 0.3208955223880597, 0.3208955223880597, 0.3358208955223881, 0.3358208955223881, 0.35074626865671643, 0.35074626865671643, 0.3582089552238806, 0.3582089552238806, 0.373134328358209, 0.373134328358209, 0.39552238805970147, 0.39552238805970147, 0.4253731343283582, 0.4253731343283582, 0.4552238805970149, 0.4552238805970149, 0.5298507462686567, 0.5298507462686567, 0.5373134328358209, 0.5373134328358209, 0.5447761194029851, 0.5447761194029851, 0.5671641791044776, 0.5671641791044776, 0.582089552238806, 0.582089552238806, 0.6268656716417911, 0.6268656716417911, 0.6417910447761194, 0.6417910447761194, 0.6865671641791045, 0.6865671641791045, 0.746268656716418, 0.746268656716418, 0.7611940298507462, 0.7611940298507462, 0.8134328358208955, 0.8134328358208955, 0.8805970149253731, 0.8805970149253731, 0.917910447761194, 0.917910447761194, 0.9925373134328358, 0.9925373134328358, 1.0]","[0.0, 0.002012072434607646, 0.5191146881287726, 0.5191146881287726, 0.5714285714285714, 0.5714285714285714, 0.7424547283702213, 0.7424547283702213, 0.772635814889336, 0.772635814889336, 0.7867203219315896, 0.7867203219315896, 0.7927565392354124, 0.7927565392354124, 0.8128772635814889, 0.8128772635814889, 0.8209255533199196, 0.8209255533199196, 0.8309859154929577, 0.8309859154929577, 0.8571428571428571, 0.8571428571428571, 0.8611670020120724, 0.8611670020120724, 0.869215291750503, 0.869215291750503, 0.8792756539235412, 0.8792756539235412, 0.8873239436619719, 0.8873239436619719, 0.8893360160965795, 0.8893360160965795, 0.89738430583501, 0.89738430583501, 0.9074446680080482, 0.9074446680080482, 0.9134808853118712, 0.9134808853118712, 0.9154929577464789, 0.9154929577464789, 0.9175050301810865, 0.9175050301810865, 0.9215291750503019, 0.9215291750503019, 0.9235412474849095, 0.9235412474849095, 0.9275653923541247, 0.9275653923541247, 0.9295774647887324, 0.9295774647887324, 0.93158953722334, 0.93158953722334, 0.9356136820925554, 0.9356136820925554, 0.937625754527163, 0.937625754527163, 0.9416498993963782, 0.9416498993963782, 0.9436619718309859, 0.9436619718309859, 0.9456740442655935, 0.9456740442655935, 0.9476861167002012, 0.9476861167002012, 0.9517102615694165, 0.9517102615694165, 0.9537223340040242, 0.9537223340040242, 0.9557344064386318, 0.9557344064386318, 0.9577464788732394, 0.9577464788732394, 0.959758551307847, 0.959758551307847, 0.9637826961770624, 0.9637826961770624, 0.96579476861167, 0.96579476861167, 0.9678068410462777, 0.9678068410462777, 0.971830985915493, 0.971830985915493, 0.9738430583501007, 0.9738430583501007, 0.9758551307847082, 0.9758551307847082, 0.9778672032193159, 0.9778672032193159, 0.9798792756539235, 0.9798792756539235, 0.9818913480885312, 0.9818913480885312, 0.9839034205231388, 0.9839034205231388, 0.9859154929577465, 0.9859154929577465, 0.9899396378269618, 0.9899396378269618, 0.9919517102615694, 0.9919517102615694, 0.993963782696177, 0.993963782696177, 0.9979879275653923, 0.9979879275653923, 1.0, 1.0]","[       inf 1.         0.99005473 0.98977017 0.98350448 0.98334622
 0.93076907 0.93043714 0.90650116 0.90632638 0.88977042 0.88597781
 0.88151474 0.87979398 0.87069918 0.86671064 0.85475545 0.85066608
 0.8330194  0.83193949 0.79423929 0.79230225 0.78998529 0.78137893
 0.76861922 0.76830687 0.75022576 0.74379402 0.71763238 0.71522309
 0.69023828 0.68836552 0.66895629 0.66386786 0.63812226 0.63138792
 0.62079843 0.6168228  0.61491048 0.57383862 0.56257531 0.56191017
 0.55805251 0.55713699 0.55290655 0.55270323 0.54697776 0.53273014
 0.52948357 0.52870214 0.5266683  0.51242844 0.5        0.49253753
 0.48646666 0.46092308 0.45525678 0.4371496  0.4340905  0.42196531
 0.41488797 0.41423232 0.41114426 0.40563739 0.3977236  0.39230076
 0.38762781 0.3855264  0.37492084 0.36838283 0.36752688 0.36451978
 0.36192703 0.3502061  0.3478723  0.319592   0.31791212 0.27839284
 0.27750395 0.27413496 0.27196456 0.27185229 0.27127486 0.25597947
 0.25433564 0.24132789 0.24113426 0.2321476  0.22824862 0.21533882
 0.20501023 0.19364591 0.18660432 0.1610032  0.16020139 0.15191594
 0.14480037 0.13039758 0.12988243 0.10357044 0.10284914 0.09249237
 0.09169412 0.07011073 0.06595903 0.06323598]"
SVM,FBXO30,KLHDC8A,PYCARD,"[0.0, 0.0, 0.0, 0.007462686567164179, 0.007462686567164179, 0.014925373134328358, 0.014925373134328358, 0.022388059701492536, 0.022388059701492536, 0.029850746268656716, 0.029850746268656716, 0.03731343283582089, 0.03731343283582089, 0.04477611940298507, 0.04477611940298507, 0.05223880597014925, 0.05223880597014925, 0.05970149253731343, 0.05970149253731343, 0.06716417910447761, 0.06716417910447761, 0.08208955223880597, 0.08208955223880597, 0.08955223880597014, 0.08955223880597014, 0.1044776119402985, 0.1044776119402985, 0.11194029850746269, 0.11194029850746269, 0.11940298507462686, 0.11940298507462686, 0.12686567164179105, 0.12686567164179105, 0.13432835820895522, 0.13432835820895522, 0.14925373134328357, 0.14925373134328357, 0.1791044776119403, 0.1791044776119403, 0.19402985074626866, 0.19402985074626866, 0.22388059701492538, 0.22388059701492538, 0.22388059701492538, 0.22388059701492538, 0.23134328358208955, 0.23134328358208955, 0.23880597014925373, 0.23880597014925373, 0.291044776119403, 0.291044776119403, 0.29850746268656714, 0.29850746268656714, 0.3208955223880597, 0.3208955223880597, 0.3283582089552239, 0.3283582089552239, 0.3358208955223881, 0.3358208955223881, 0.34328358208955223, 0.34328358208955223, 0.35074626865671643, 0.35074626865671643, 0.3582089552238806, 0.3582089552238806, 0.44029850746268656, 0.44029850746268656, 0.4552238805970149, 0.4552238805970149, 0.5223880597014925, 0.5223880597014925, 0.5597014925373134, 0.5597014925373134, 0.6194029850746269, 0.6194029850746269, 0.8283582089552238, 0.8283582089552238, 0.8507462686567164, 0.8507462686567164, 0.8880597014925373, 0.8880597014925373, 0.9477611940298507, 0.9477611940298507, 1.0]","[0.0, 0.002012072434607646, 0.6177062374245473, 0.6177062374245473, 0.6800804828973843, 0.6800804828973843, 0.7645875251509054, 0.7645875251509054, 0.7686116700201208, 0.7686116700201208, 0.7967806841046278, 0.7967806841046278, 0.8108651911468813, 0.8108651911468813, 0.8571428571428571, 0.8571428571428571, 0.8712273641851107, 0.8712273641851107, 0.8772635814889336, 0.8772635814889336, 0.8853118712273642, 0.8853118712273642, 0.8953722334004024, 0.8953722334004024, 0.9074446680080482, 0.9074446680080482, 0.9094567404426559, 0.9094567404426559, 0.9134808853118712, 0.9134808853118712, 0.9175050301810865, 0.9175050301810865, 0.9235412474849095, 0.9235412474849095, 0.9295774647887324, 0.9295774647887324, 0.9336016096579477, 0.9336016096579477, 0.9356136820925554, 0.9356136820925554, 0.937625754527163, 0.937625754527163, 0.9396378269617707, 0.9436619718309859, 0.9456740442655935, 0.9456740442655935, 0.9496981891348089, 0.9496981891348089, 0.9517102615694165, 0.9517102615694165, 0.9577464788732394, 0.9577464788732394, 0.959758551307847, 0.959758551307847, 0.9617706237424547, 0.9617706237424547, 0.9637826961770624, 0.9637826961770624, 0.96579476861167, 0.96579476861167, 0.9698189134808853, 0.9698189134808853, 0.971830985915493, 0.971830985915493, 0.9738430583501007, 0.9738430583501007, 0.9758551307847082, 0.9758551307847082, 0.9839034205231388, 0.9839034205231388, 0.9859154929577465, 0.9859154929577465, 0.9879275653923542, 0.9879275653923542, 0.9899396378269618, 0.9899396378269618, 0.9919517102615694, 0.9919517102615694, 0.993963782696177, 0.993963782696177, 0.9959758551307847, 0.9959758551307847, 1.0, 1.0]","[       inf 1.         0.98060745 0.98053547 0.96889361 0.96853177
 0.94096877 0.94009396 0.93878435 0.93783242 0.91067165 0.91013766
 0.90462352 0.89910363 0.83381308 0.83063773 0.81370963 0.81202488
 0.8061017  0.80480036 0.78738509 0.7850851  0.771385   0.76768148
 0.71473712 0.68569839 0.67297878 0.66285135 0.65832933 0.65341439
 0.64696972 0.64632158 0.61102468 0.61088129 0.60901192 0.5791513
 0.57477339 0.55722846 0.55665707 0.53902661 0.53529678 0.50740372
 0.50690658 0.5        0.4686752  0.46474487 0.45043551 0.44853797
 0.44341011 0.41051418 0.39148828 0.39049464 0.38737489 0.37442794
 0.37079294 0.3701505  0.36154275 0.35997896 0.35161663 0.34722456
 0.33035336 0.31550443 0.30338759 0.30125005 0.30080667 0.25441953
 0.25256434 0.247944   0.23181972 0.20654878 0.20337258 0.18864486
 0.18658063 0.16832299 0.16782531 0.11081047 0.11036567 0.10681789
 0.10568823 0.09109009 0.08552028 0.07483139 0.07082111 0.05886328]"
SVM,LPAR1,KLHDC8A,PYCARD,"[0.0, 0.0, 0.0, 0.007462686567164179, 0.007462686567164179, 0.014925373134328358, 0.014925373134328358, 0.022388059701492536, 0.022388059701492536, 0.029850746268656716, 0.029850746268656716, 0.03731343283582089, 0.03731343283582089, 0.04477611940298507, 0.04477611940298507, 0.05223880597014925, 0.05223880597014925, 0.05970149253731343, 0.05970149253731343, 0.06716417910447761, 0.06716417910447761, 0.07462686567164178, 0.07462686567164178, 0.08208955223880597, 0.08208955223880597, 0.08955223880597014, 0.08955223880597014, 0.09701492537313433, 0.09701492537313433, 0.1044776119402985, 0.1044776119402985, 0.11940298507462686, 0.11940298507462686, 0.12686567164179105, 0.12686567164179105, 0.13432835820895522, 0.13432835820895522, 0.1417910447761194, 0.1417910447761194, 0.14925373134328357, 0.14925373134328357, 0.15671641791044777, 0.15671641791044777, 0.1791044776119403, 0.1791044776119403, 0.1865671641791045, 0.1865671641791045, 0.19402985074626866, 0.19402985074626866, 0.20149253731343283, 0.20149253731343283, 0.21641791044776118, 0.21641791044776118, 0.2537313432835821, 0.2537313432835821, 0.26119402985074625, 0.26119402985074625, 0.26865671641791045, 0.26865671641791045, 0.2835820895522388, 0.2835820895522388, 0.35074626865671643, 0.35074626865671643, 0.3805970149253731, 0.3805970149253731, 0.3880597014925373, 0.3880597014925373, 0.41044776119402987, 0.41044776119402987, 0.43283582089552236, 0.43283582089552236, 0.44029850746268656, 0.44029850746268656, 0.5970149253731343, 0.5970149253731343, 0.6044776119402985, 0.6044776119402985, 0.6417910447761194, 0.6417910447761194, 0.7238805970149254, 0.7238805970149254, 0.8208955223880597, 0.8208955223880597, 0.835820895522388, 0.835820895522388, 0.8955223880597015, 0.8955223880597015, 1.0]","[0.0, 0.002012072434607646, 0.15694164989939638, 0.15694164989939638, 0.26961770623742454, 0.26961770623742454, 0.5694164989939637, 0.5694164989939637, 0.5955734406438632, 0.5955734406438632, 0.6519114688128773, 0.6519114688128773, 0.6559356136820925, 0.6559356136820925, 0.7142857142857143, 0.7142857142857143, 0.7565392354124748, 0.7565392354124748, 0.8873239436619719, 0.8873239436619719, 0.8953722334004024, 0.8953722334004024, 0.9014084507042254, 0.9014084507042254, 0.9094567404426559, 0.9094567404426559, 0.9154929577464789, 0.9154929577464789, 0.9175050301810865, 0.9175050301810865, 0.9195171026156942, 0.9195171026156942, 0.9215291750503019, 0.9215291750503019, 0.9255533199195171, 0.9255533199195171, 0.9275653923541247, 0.9275653923541247, 0.9295774647887324, 0.9295774647887324, 0.9336016096579477, 0.9336016096579477, 0.937625754527163, 0.937625754527163, 0.9396378269617707, 0.9396378269617707, 0.9416498993963782, 0.9416498993963782, 0.9476861167002012, 0.9476861167002012, 0.9496981891348089, 0.9496981891348089, 0.9557344064386318, 0.9557344064386318, 0.959758551307847, 0.959758551307847, 0.9617706237424547, 0.9617706237424547, 0.9637826961770624, 0.9637826961770624, 0.9678068410462777, 0.9678068410462777, 0.9698189134808853, 0.9698189134808853, 0.971830985915493, 0.971830985915493, 0.9778672032193159, 0.9778672032193159, 0.9798792756539235, 0.9798792756539235, 0.9818913480885312, 0.9818913480885312, 0.9839034205231388, 0.9839034205231388, 0.9859154929577465, 0.9859154929577465, 0.9899396378269618, 0.9899396378269618, 0.9919517102615694, 0.9919517102615694, 0.993963782696177, 0.993963782696177, 0.9959758551307847, 0.9959758551307847, 0.9979879275653923, 0.9979879275653923, 1.0, 1.0]","[       inf 0.99464505 0.98141661 0.98135763 0.97591075 0.9758776
 0.96095248 0.96071443 0.95839095 0.95833048 0.95405739 0.95403358
 0.95394228 0.9539248  0.94932607 0.94923018 0.94611663 0.94603897
 0.93412389 0.93301862 0.92837137 0.92478507 0.92147255 0.92141402
 0.88462699 0.8818325  0.86266505 0.85952001 0.84162083 0.83909157
 0.83756191 0.80741843 0.79963167 0.7972873  0.76776128 0.75324556
 0.72865349 0.71939119 0.71923645 0.71133215 0.69288023 0.69144778
 0.66035142 0.61964245 0.60480762 0.60165449 0.59220802 0.5793366
 0.47880787 0.47173655 0.46780169 0.43022185 0.40913785 0.3573546
 0.34646147 0.34119014 0.33135853 0.32964552 0.32232201 0.31227917
 0.29520972 0.2543529  0.24820912 0.23117842 0.22352748 0.220395
 0.21287189 0.20344189 0.20265025 0.19362713 0.19081786 0.19003332
 0.18957101 0.17472379 0.1745177  0.17393076 0.17324507 0.17042807
 0.16980658 0.16173304 0.15952481 0.14555872 0.13938863 0.13834759
 0.13761356 0.12208958 0.12184804 0.04325556]"
SVM,E2F8,FLOT1,PAQR9,"[0.0, 0.0, 0.0, 0.007462686567164179, 0.007462686567164179, 0.014925373134328358, 0.014925373134328358, 0.022388059701492536, 0.022388059701492536, 0.029850746268656716, 0.029850746268656716, 0.03731343283582089, 0.03731343283582089, 0.04477611940298507, 0.04477611940298507, 0.05223880597014925, 0.05223880597014925, 0.05970149253731343, 0.05970149253731343, 0.06716417910447761, 0.06716417910447761, 0.07462686567164178, 0.07462686567164178, 0.08208955223880597, 0.08208955223880597, 0.08955223880597014, 0.08955223880597014, 0.09701492537313433, 0.09701492537313433, 0.1044776119402985, 0.1044776119402985, 0.11194029850746269, 0.11194029850746269, 0.11940298507462686, 0.11940298507462686, 0.12686567164179105, 0.12686567164179105, 0.13432835820895522, 0.13432835820895522, 0.1417910447761194, 0.1417910447761194, 0.15671641791044777, 0.15671641791044777, 0.16417910447761194, 0.16417910447761194, 0.1865671641791045, 0.1865671641791045, 0.19402985074626866, 0.19402985074626866, 0.22388059701492538, 0.23134328358208955, 0.23134328358208955, 0.2462686567164179, 0.2462686567164179, 0.2537313432835821, 0.2537313432835821, 0.26865671641791045, 0.26865671641791045, 0.3208955223880597, 0.3208955223880597, 0.34328358208955223, 0.34328358208955223, 0.35074626865671643, 0.35074626865671643, 0.3656716417910448, 0.3656716417910448, 0.3805970149253731, 0.3805970149253731, 0.39552238805970147, 0.39552238805970147, 0.41044776119402987, 0.41044776119402987, 0.43283582089552236, 0.43283582089552236, 0.5223880597014925, 0.5223880597014925, 0.582089552238806, 0.582089552238806, 0.6268656716417911, 0.6268656716417911, 0.6567164179104478, 0.6567164179104478, 0.6940298507462687, 0.6940298507462687, 0.7089552238805971, 0.7089552238805971, 0.7388059701492538, 0.7388059701492538, 0.7611940298507462, 0.7611940298507462, 0.7761194029850746, 0.7761194029850746, 0.7910447761194029, 0.7910447761194029, 0.8805970149253731, 0.8805970149253731, 1.0]","[0.0, 0.002012072434607646, 0.4084507042253521, 0.4084507042253521, 0.4909456740442656, 0.4909456740442656, 0.5412474849094567, 0.5412474849094567, 0.6217303822937625, 0.6217303822937625, 0.6257545271629779, 0.6257545271629779, 0.6961770623742455, 0.6961770623742455, 0.7082494969818913, 0.7082494969818913, 0.7142857142857143, 0.7142857142857143, 0.778672032193159, 0.778672032193159, 0.7826961770623743, 0.7826961770623743, 0.7887323943661971, 0.7887323943661971, 0.7967806841046278, 0.7967806841046278, 0.8269617706237424, 0.8269617706237424, 0.8329979879275654, 0.8329979879275654, 0.8511066398390342, 0.8511066398390342, 0.8712273641851107, 0.8712273641851107, 0.8812877263581489, 0.8812877263581489, 0.903420523138833, 0.903420523138833, 0.9054325955734407, 0.9054325955734407, 0.9094567404426559, 0.9094567404426559, 0.9134808853118712, 0.9134808853118712, 0.9195171026156942, 0.9195171026156942, 0.9295774647887324, 0.9295774647887324, 0.9336016096579477, 0.9336016096579477, 0.9356136820925554, 0.937625754527163, 0.937625754527163, 0.9396378269617707, 0.9396378269617707, 0.9476861167002012, 0.9476861167002012, 0.9537223340040242, 0.9537223340040242, 0.959758551307847, 0.959758551307847, 0.9637826961770624, 0.9637826961770624, 0.96579476861167, 0.96579476861167, 0.9678068410462777, 0.9678068410462777, 0.9698189134808853, 0.9698189134808853, 0.971830985915493, 0.971830985915493, 0.9758551307847082, 0.9758551307847082, 0.9778672032193159, 0.9778672032193159, 0.9798792756539235, 0.9798792756539235, 0.9818913480885312, 0.9818913480885312, 0.9839034205231388, 0.9839034205231388, 0.9859154929577465, 0.9859154929577465, 0.9879275653923542, 0.9879275653923542, 0.9899396378269618, 0.9899396378269618, 0.9919517102615694, 0.9919517102615694, 0.993963782696177, 0.993963782696177, 0.9959758551307847, 0.9959758551307847, 0.9979879275653923, 0.9979879275653923, 1.0, 1.0]","[       inf 1.         0.99390371 0.99379685 0.98632813 0.98619331
 0.98036761 0.98035929 0.96212588 0.96209936 0.96198258 0.96185045
 0.94085875 0.94054906 0.93263852 0.93257382 0.93049621 0.92913171
 0.88389497 0.88280752 0.87668619 0.87648716 0.86461311 0.86314506
 0.85998621 0.85984742 0.82295052 0.82146511 0.81459951 0.80798745
 0.76368402 0.75636898 0.72364216 0.71918951 0.69246903 0.68216101
 0.64272021 0.62390911 0.62110107 0.62038206 0.61016797 0.59953833
 0.59541708 0.59258396 0.57508999 0.55356227 0.54515819 0.54203308
 0.53047094 0.5107108  0.5        0.48995427 0.4785983  0.4770863
 0.45995648 0.4444048  0.44302209 0.42652657 0.40372894 0.3925047
 0.39059399 0.38839241 0.38275706 0.37980675 0.37488282 0.37118157
 0.36214821 0.35220141 0.34336133 0.34293727 0.33649267 0.33383905
 0.32104091 0.31561525 0.28112198 0.27236341 0.25085144 0.2504678
 0.23530302 0.23479049 0.21851509 0.2163933  0.20733535 0.20402433
 0.20069705 0.19859665 0.18881092 0.18748632 0.17647949 0.17304266
 0.17140249 0.17101128 0.16878311 0.16789348 0.14231483 0.1415527
 0.1174717 ]"
