accuracy_validate,recall_validate,f1_score_validate,AUC_validate,MCC_validate,train_model
0.9798913043478261,0.984319526627219,0.9889965706570523,0.9641617357001973,0.8743837192235674,DecisionTree
0.9869565217391305,0.9905325443786982,0.9928816878972684,0.9974063116370809,0.9159532948532995,RandomForest
0.9850543478260869,0.984319526627219,0.9917810964136795,0.9979684418145955,0.9133581963417111,SVM
0.9891304347826088,0.9899408284023667,0.9940412417196596,0.9973570019723865,0.9341062564924085,XGBoost
