selection_model,train_model,features,accuracy_validate,recall_validate,f1_score_validate,AUC_validate,MCC_validate,fbeta2_score_validate
SVM,SVM,5,0.989010989010989,0.9880239520958084,0.9939759036144578,0.9964071856287424,0.9336947253168654,0.9903961584633852
DecisionTree,SVM,5,0.989010989010989,0.9880239520958084,0.9939759036144578,0.9964071856287424,0.9336947253168654,0.9903961584633852
RandomForest,SVM,5,0.967032967032967,0.9700598802395208,0.981818181818182,0.994810379241517,0.8124751489834322,0.9747292418772564
XGBoost,SVM,5,0.9945054945054944,0.994011976047904,0.996996996996997,0.9968063872255488,0.9653425441494384,0.9952038369304556
