accuracy_validate,recall_validate,f1_score_validate,AUC_validate,MCC_validate,train_model
0.9735955056179776,0.9874213836477989,0.9852306640516785,0.9390599139357828,0.8616691973043874,DecisionTree
0.9803370786516854,0.9927672955974842,0.9890310904249665,0.9954816285998014,0.8951949653415378,RandomForest
0.9879213483146068,0.990880503144654,0.9931871466255613,0.9941079112876532,0.9413616941630039,SVM
0.9823033707865167,0.9905660377358491,0.9900700676376207,0.9956388613042039,0.9102587601493983,XGBoost
