estimator_name,gene_0,gene_1,gene_2,gene_3,accuracy,recall,specificity,precision,f1_score,AUC,MCC,fbeta2_score
XGBoost,AARS2,ABCA4,ASB18,C8orf85,0.33624454148471616,1.0,0.0,0.33624454148471616,0.5032679738562091,0.8001110731373889,0.0,0.7169459962756052
XGBoost,ACTL9,ABCA4,ASB18,C8orf85,0.37554585152838427,0.961038961038961,0.07894736842105263,0.34579439252336447,0.5085910652920962,0.5437457279562543,0.07635301312235036,0.7088122605363985
XGBoost,ISG20,ABCA4,ASB18,C8orf85,0.4192139737991266,0.935064935064935,0.15789473684210525,0.36,0.51985559566787,0.6597744360902256,0.13205283884638616,0.7086614173228346
XGBoost,AARS2,ABCA4,ADAMTS16,ASB18,0.6026200873362445,0.1038961038961039,0.8552631578947368,0.26666666666666666,0.14953271028037385,0.6277768284347232,-0.057183874078298516,0.11834319526627218
XGBoost,HK2,ABCA4,ADAMTS16,ASB18,0.37117903930131,0.974025974025974,0.06578947368421052,0.3456221198156682,0.5102040816326531,0.15798017771701983,0.08441084934596058,0.7142857142857143
XGBoost,ISG20,ABCA4,ADAMTS16,ASB18,0.1222707423580786,0.36363636363636365,0.0,0.15555555555555556,0.2178988326848249,0.2209501025290499,-0.7330577994767788,0.28688524590163933
XGBoost,AARS2,ABCA4,ADAMTS16,C20orf118,0.6812227074235808,0.07792207792207792,0.9868421052631579,0.75,0.1411764705882353,0.46992481203007513,0.16663296372839898,0.0949367088607595
XGBoost,AARS2,ABCA4,ADAMTS8,C20orf118,0.3406113537117904,0.935064935064935,0.039473684210526314,0.3302752293577982,0.488135593220339,0.49440362269309635,-0.05625025792142706,0.6844106463878328
XGBoost,C1orf106,ABCA4,ADAMTS16,C20orf118,0.35807860262008734,0.974025974025974,0.046052631578947366,0.3409090909090909,0.505050505050505,0.33082706766917297,0.04881666546218342,0.7102272727272726
XGBoost,C1orf106,ABCA4,ADAMTS8,C20orf118,0.33624454148471616,1.0,0.0,0.33624454148471616,0.5032679738562091,0.5300324675324675,0.0,0.7169459962756052
XGBoost,ISG20,ABCA4,ADAMTS16,C20orf118,0.7336244541484717,0.7662337662337663,0.7171052631578947,0.5784313725490197,0.659217877094972,0.7326982228298019,0.459427593701447,0.7195121951219512
XGBoost,ISG20,ABCA4,ADAMTS8,C20orf118,0.3318777292576419,0.987012987012987,0.0,0.3333333333333333,0.4983606557377048,0.4967532467532467,-0.09304842103984709,0.708955223880597
XGBoost,AARS2,ABCA4,ADAMTS16,ASB18,0.6026200873362445,0.1038961038961039,0.8552631578947368,0.26666666666666666,0.14953271028037385,0.6277768284347232,-0.057183874078298516,0.11834319526627218
XGBoost,CLIP4,ABCA4,ADAMTS16,ASB18,0.4148471615720524,0.935064935064935,0.1513157894736842,0.3582089552238806,0.5179856115107913,0.8800837320574162,0.12456813278910597,0.7072691552062867
XGBoost,ISG20,ABCA4,ADAMTS16,ASB18,0.1222707423580786,0.36363636363636365,0.0,0.15555555555555556,0.2178988326848249,0.2209501025290499,-0.7330577994767788,0.28688524590163933
