estimator_name,gene_0,fpr,tpr,threshold
SVM,RAX,"[0.0, 0.25, 0.5, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.75, 1.0]",[       inf 0.51025607 0.50847408 0.5        0.49413442]
