accuracy_validate,recall_validate,f1_score_validate,AUC_validate,MCC_validate,train_model
0.9848901098901099,0.99375,0.9914334640772523,0.957339015151515,0.9288976212500417,DecisionTree
0.9917582417582418,0.9953124999999999,0.9953124389624595,0.9992187499999999,0.9615206160412729,RandomForest
0.9958791208791209,0.9963541666666668,0.9976480201049519,0.9994791666666667,0.9814620030936342,SVM
0.9913003663003663,0.99375,0.9950436906524334,0.9994791666666667,0.9602746226685168,XGBoost
