estimator_name,gene_0,gene_1,gene_2,gene_3,accuracy,recall,specificity,precision,f1_score,AUC,MCC,fbeta2_score
LogisticRegression,CLDN17,FOXI2,KY,TRDN,0.9542961608775137,0.9514066496163683,0.9615384615384616,0.9841269841269841,0.9674902470741222,0.9903764181257787,0.8920847041819132,0.9577754891864056
LogisticRegression,NPR3,FOXI2,KY,TRDN,0.9689213893967094,0.9616368286445013,0.9871794871794872,0.9947089947089947,0.9778933680104032,0.9900977113253329,0.9271362671016781,0.9680741503604531
LogisticRegression,SLC4A11,FOXI2,KY,TRDN,0.9634369287020109,0.9616368286445013,0.967948717948718,0.9868766404199475,0.9740932642487047,0.9883762869696373,0.9129006338236325,0.9665809768637532
LogisticRegression,SLC18A3,VSTM2B,WDR8,ZNF132,0.9488117001828154,0.9539641943734015,0.9358974358974359,0.9738903394255874,0.9638242894056847,0.9850318053642861,0.876903589477485,0.9578839239856188
LogisticRegression,SLC18A3,VSTM2B,WDR8,ZNF334,0.9506398537477148,0.9565217391304348,0.9358974358974359,0.9739583333333334,0.9651612903225808,0.9837366384680963,0.8809680470126506,0.9599589322381931
LogisticRegression,UNC5C,VSTM2B,WDR8,ZNF132,0.9542961608775137,0.9539641943734015,0.9551282051282052,0.9815789473684211,0.96757457846952,0.9907043084792445,0.8912687324435371,0.9593621399176955
LogisticRegression,UNC5C,VSTM2B,WDR8,ZNF334,0.9561243144424132,0.9539641943734015,0.9615384615384616,0.9841688654353562,0.9688311688311689,0.9888189389468162,0.896057832896718,0.9598558929490476
LogisticRegression,KRTAP24-1,NPR3,SHISA2,ZNF793,0.9744058500914077,0.969309462915601,0.9871794871794872,0.994750656167979,0.9818652849740933,0.9942127352613286,0.9393211544512154,0.974293059125964
LogisticRegression,KRTAP24-1,UNC5C,SHISA2,ZNF793,0.9762340036563071,0.969309462915601,0.9935897435897436,0.9973684210526316,0.9831387808041504,0.9943274968850416,0.9440206031019507,0.9747942386831275
LogisticRegression,PIGB,NPR3,SHISA2,ZNF793,0.979890310786106,0.9769820971867008,0.9871794871794872,0.9947916666666666,0.9858064516129033,0.9926060725293462,0.9517898894957928,0.9804928131416838
LogisticRegression,PIGB,UNC5C,SHISA2,ZNF793,0.9817184643510055,0.979539641943734,0.9871794871794872,0.9948051948051948,0.9871134020618557,0.9931634861302381,0.9560115037573218,0.982555156490508
LogisticRegression,CD40,FAM5C,KIFC3,ZNF132,0.9707495429616088,0.9667519181585678,0.9807692307692307,0.9921259842519685,0.9792746113989638,0.9955079021575186,0.9305143142420211,0.9717223650385604
LogisticRegression,NPR3,FAM5C,KIFC3,ZNF132,0.9725776965265083,0.969309462915601,0.9807692307692307,0.9921465968586387,0.9805950840879688,0.9961800773821233,0.934623298671352,0.9737923946557041
LogisticRegression,OR10S1,FAM5C,KIFC3,ZNF132,0.9780621572212066,0.9769820971867008,0.9807692307692307,0.9922077922077922,0.9845360824742269,0.9973932716899468,0.9471430322219412,0.9799897383273474
LogisticRegression,SLC18A3,FAM5C,KIFC3,ZNF132,0.9707495429616088,0.9667519181585678,0.9807692307692307,0.9921259842519685,0.9792746113989638,0.9955079021575186,0.9305143142420211,0.9717223650385604
LogisticRegression,C6orf186,CD40,INA,SUB1,0.9414990859232175,0.9386189258312021,0.9487179487179487,0.9786666666666667,0.95822454308094,0.9773919601285329,0.8628977770361482,0.9463641052088707
LogisticRegression,C6orf186,NPR3,INA,SUB1,0.9579524680073126,0.9539641943734015,0.967948717948718,0.9867724867724867,0.9700910273081924,0.9836874549150765,0.9008475949118544,0.9603501544799176
LogisticRegression,C6orf186,SLC18A3,INA,SUB1,0.9414990859232175,0.9386189258312021,0.9487179487179487,0.9786666666666667,0.95822454308094,0.9773919601285329,0.8628977770361482,0.9463641052088707
LogisticRegression,CCL7,FOXI2,NALCN,VSTM2B,0.9707495429616088,0.9667519181585678,0.9807692307692307,0.9921259842519685,0.9792746113989638,0.9909502262443438,0.9305143142420211,0.9717223650385604
LogisticRegression,CCL7,FOXI2,OR10J5,VSTM2B,0.9853747714808044,0.9820971867007673,0.9935897435897436,0.9974025974025974,0.9896907216494846,0.9917863466456818,0.9648799752927024,0.9851205746536684
LogisticRegression,CCL7,FOXI2,RIMS4,VSTM2B,0.9689213893967094,0.969309462915601,0.967948717948718,0.9869791666666666,0.9780645161290322,0.9899337661485998,0.9252316985646145,0.9727926078028747
LogisticRegression,OR10S1,VSTM2B,WDR8,ZNF135,0.9652650822669104,0.9718670076726342,0.9487179487179487,0.979381443298969,0.975609756097561,0.9893435635123615,0.9153772751417197,0.9733606557377049
LogisticRegression,OR10S1,VSTM2B,WDR8,ZNF793,0.9670932358318098,0.9667519181585678,0.967948717948718,0.9869451697127938,0.9767441860465116,0.9852777231293856,0.9210896559725829,0.9707241910631741
LogisticRegression,RIMS4,VSTM2B,WDR8,ZNF135,0.9652650822669104,0.9718670076726342,0.9487179487179487,0.979381443298969,0.975609756097561,0.9893435635123615,0.9153772751417197,0.9733606557377049
LogisticRegression,RIMS4,VSTM2B,WDR8,ZNF793,0.9670932358318098,0.9667519181585678,0.967948717948718,0.9869451697127938,0.9767441860465116,0.9852777231293856,0.9210896559725829,0.9707241910631741
LogisticRegression,CCL7,GATA2,NALCN,VSTM2B,0.9780621572212066,0.9718670076726342,0.9935897435897436,0.9973753280839895,0.9844559585492227,0.9931798806479114,0.9481279946604098,0.9768637532133676
