ID,"Normal,26~44","Normal,45~69","Normal,70~90","I,26~44","I,45~69","I,70~90","II,26~44","II,45~69","II,70~90","III,26~44","III,45~69","III,70~90","IV,26~44","IV,45~69","IV,70~90"
cg14502484,0.12013139413672427,0.0992160507765686,0.0992160507765686,0.39247576902808845,0.5333448664027786,0.5333448664027786,0.40551495130694276,0.47039055489979453,0.47039055489979453,0.4490932979509223,0.5183145162370457,0.5183145162370457,,0.4001205226142222,0.4001205226142222
cg07792478,0.1691155843905686,0.16792396857493808,0.16792396857493808,0.483441113581655,0.5956317131288186,0.5956317131288186,0.5456643813319177,0.5955956335430654,0.5955956335430654,0.6055989770027592,0.5542068898610916,0.5542068898610916,,0.5133180505209524,0.5133180505209524
cg24848035,0.20282906274273485,0.19959939610781108,0.19959939610781108,0.5877755219351649,0.6310476967451943,0.6310476967451943,0.618680843760584,0.6105937103517158,0.6105937103517158,0.6412324637250536,0.6272174523565327,0.6272174523565327,,0.48868509398959087,0.48868509398959087
cg14231297,0.19872894250802797,0.1918888928551851,0.1918888928551851,0.5305108548503296,0.6107700010544534,0.6107700010544534,0.5790212154252218,0.6077967108837157,0.6077967108837157,0.606520482798058,0.5889290554127491,0.5889290554127491,,0.5467234957820427,0.5467234957820427
cg17152757,0.0971912717418749,0.08817559619592832,0.08817559619592832,0.39290294460029307,0.47351133891671376,0.47351133891671376,0.365862897326999,0.46143283670568613,0.46143283670568613,0.4822758697341178,0.43291129796503997,0.43291129796503997,,0.47933936729047383,0.47933936729047383
cg04574090,0.1673888413664854,0.1386933382479024,0.1386933382479024,0.5541408399619492,0.5927603073599944,0.5927603073599944,0.5747036675307278,0.558280623483054,0.558280623483054,0.6012882209719118,0.6060745252077757,0.6060745252077757,,0.520451771356719,0.520451771356719
