selection_model,train_model,features,fpr,tpr,threshold
SVM,SVM,3,"[0.0, 0.0, 0.0, 0.0, 0.01282051282051282, 0.01282051282051282, 0.02564102564102564, 0.02564102564102564, 0.038461538461538464, 0.038461538461538464, 0.05128205128205128, 0.05128205128205128, 0.0641025641025641, 0.0641025641025641, 0.10256410256410256, 0.10256410256410256, 0.1282051282051282, 0.1282051282051282, 0.14102564102564102, 0.14102564102564102, 1.0]","[0.0, 0.11514195583596215, 0.11829652996845426, 0.9779179810725552, 0.9779179810725552, 0.9794952681388013, 0.9794952681388013, 0.9826498422712934, 0.9826498422712934, 0.9889589905362776, 0.9889589905362776, 0.9921135646687698, 0.9921135646687698, 0.9952681388012619, 0.9952681388012619, 0.9968454258675079, 0.9968454258675079, 0.998422712933754, 0.998422712933754, 1.0, 1.0]","[           inf 1.00000000e+00 1.00000000e+00 8.44075025e-01
 8.43095305e-01 8.34844257e-01 8.34661750e-01 8.17495978e-01
 7.89032228e-01 5.93139655e-01 5.80493071e-01 5.64318575e-01
 4.87571916e-01 4.27812237e-01 3.09151701e-01 3.03401516e-01
 2.84112811e-01 2.80668266e-01 2.78688191e-01 2.14313971e-01
 6.69082819e-04]"
SVM,DecisionTree,3,"[0.0, 0.0, 0.01282051282051282, 1.0]","[0.0, 0.998422712933754, 1.0, 1.0]",[inf 1.  0.5 0. ]
SVM,XGBoost,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02564102564102564, 0.02564102564102564, 0.038461538461538464, 0.05128205128205128, 0.05128205128205128, 0.0641025641025641, 0.0641025641025641, 0.07692307692307693, 0.07692307692307693, 0.10256410256410256, 0.10256410256410256, 0.1282051282051282, 0.15384615384615385, 0.21794871794871795, 0.2692307692307692, 0.2948717948717949, 0.3076923076923077, 0.4358974358974359, 1.0]","[0.0, 0.7618296529968455, 0.805993690851735, 0.8091482649842271, 0.8138801261829653, 0.8296529968454258, 0.8422712933753943, 0.8438485804416404, 0.8470031545741324, 0.8501577287066246, 0.8722397476340694, 0.8753943217665615, 0.8848580441640379, 0.886435331230284, 0.9006309148264984, 0.9085173501577287, 0.9116719242902208, 0.9148264984227129, 0.917981072555205, 0.9211356466876972, 0.9242902208201893, 0.9353312302839116, 0.9400630914826499, 0.943217665615142, 0.9479495268138801, 0.9511041009463722, 0.9637223974763407, 0.9668769716088328, 0.9779179810725552, 0.9810725552050473, 0.9826498422712934, 0.9826498422712934, 0.9905362776025236, 0.9905362776025236, 0.9921135646687698, 0.9936908517350158, 0.9936908517350158, 0.9952681388012619, 0.9952681388012619, 0.998422712933754, 0.998422712933754, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.97468185 0.9723174  0.9720438  0.96999377 0.96990067
 0.969758   0.9694407  0.9677468  0.96694916 0.9661695  0.9647566
 0.96352893 0.9631304  0.95965135 0.95964456 0.9562823  0.95441735
 0.95276195 0.9491481  0.9440696  0.94269603 0.939595   0.9377874
 0.93626773 0.93347204 0.91293937 0.9030327  0.8671239  0.8528607
 0.85176337 0.771569   0.6850043  0.64899427 0.63487554 0.62650293
 0.6169372  0.61001325 0.5847481  0.41525927 0.41077432 0.3767694
 0.2966486  0.2660183  0.19051048 0.17435291 0.17286745 0.1704072
 0.15337104 0.13795492]"
SVM,RandomForest,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19230769230769232, 0.24358974358974358, 0.28205128205128205, 0.3333333333333333, 0.34615384615384615, 1.0]","[0.0, 0.9305993690851735, 0.9369085173501577, 0.9400630914826499, 0.944794952681388, 0.9668769716088328, 0.9700315457413249, 0.9889589905362776, 0.9921135646687698, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 1.         0.98333333 0.975      0.96666667 0.95
 0.925      0.80833333 0.8        0.605      0.08333333 0.075
 0.05       0.025      0.01666667 0.        ]"
SVM,SVM,4,"[0.0, 0.0, 0.0, 0.01282051282051282, 0.01282051282051282, 0.02564102564102564, 0.02564102564102564, 0.038461538461538464, 0.038461538461538464, 0.07692307692307693, 0.07692307692307693, 1.0]","[0.0, 0.0015772870662460567, 0.24605678233438485, 0.24605678233438485, 0.7839116719242902, 0.7839116719242902, 0.9526813880126183, 0.9526813880126183, 0.9968454258675079, 0.9968454258675079, 1.0, 1.0]","[           inf 9.99999937e-01 9.93703267e-01 9.93685626e-01
 9.86120267e-01 9.86107559e-01 9.81577259e-01 9.81556711e-01
 5.99313845e-01 4.73839576e-01 4.14448724e-01 2.22966691e-04]"
SVM,DecisionTree,4,"[0.0, 0.0, 0.02564102564102564, 0.05128205128205128, 0.08974358974358974, 1.0]","[0.0, 0.9842271293375394, 0.9936908517350158, 0.9968454258675079, 1.0, 1.0]",[ inf 1.   0.75 0.5  0.4  0.  ]
SVM,XGBoost,5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01282051282051282, 0.01282051282051282, 0.038461538461538464, 0.038461538461538464, 0.05128205128205128, 0.05128205128205128, 0.10256410256410256, 0.10256410256410256, 0.6153846153846154, 0.6666666666666666, 0.6923076923076923, 0.7564102564102564, 0.782051282051282, 0.8205128205128205, 0.8846153846153846, 1.0]","[0.0, 0.4605678233438486, 0.4747634069400631, 0.4794952681388013, 0.5094637223974764, 0.5709779179810726, 0.5851735015772871, 0.6025236593059937, 0.6214511041009464, 0.6246056782334385, 0.6309148264984227, 0.6451104100946372, 0.6608832807570978, 0.6703470031545742, 0.6798107255520505, 0.6813880126182965, 0.6845425867507886, 0.6861198738170347, 0.7018927444794952, 0.7050473186119873, 0.7066246056782335, 0.7097791798107256, 0.7145110410094637, 0.7192429022082019, 0.7287066246056783, 0.7318611987381703, 0.7381703470031545, 0.7413249211356467, 0.7523659305993691, 0.7712933753943217, 0.7791798107255521, 0.7823343848580442, 0.7854889589905363, 0.7886435331230284, 0.7917981072555205, 0.7933753943217665, 0.7965299684542587, 0.807570977917981, 0.8201892744479495, 0.8233438485804416, 0.8264984227129337, 0.831230283911672, 0.8375394321766562, 0.8422712933753943, 0.8470031545741324, 0.8501577287066246, 0.8548895899053628, 0.8580441640378549, 0.862776025236593, 0.8722397476340694, 0.8738170347003155, 0.8769716088328076, 0.8817034700315457, 0.886435331230284, 0.8911671924290221, 0.8943217665615142, 0.9053627760252366, 0.9085173501577287, 0.9889589905362776, 0.9889589905362776, 0.9921135646687698, 0.9921135646687698, 0.9968454258675079, 0.9968454258675079, 0.998422712933754, 0.998422712933754, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.99765104 0.99736637 0.99734193 0.99717253 0.99715036
 0.9971317  0.9970016  0.9967937  0.9967373  0.9967258  0.99672335
 0.9966677  0.99654776 0.99652076 0.99651474 0.9965055  0.9964636
 0.99643123 0.996363   0.9962366  0.996111   0.9960127  0.9959318
 0.9955978  0.99552876 0.99550664 0.9954359  0.99541014 0.99473804
 0.99468946 0.9945662  0.99454546 0.9944495  0.99444324 0.99443096
 0.9943982  0.99390346 0.99387556 0.9938257  0.9935616  0.9933902
 0.99308336 0.99290586 0.99272037 0.99265915 0.99250185 0.9924239
 0.9917236  0.99164563 0.9915999  0.9912738  0.99097323 0.9908965
 0.9904218  0.9903616  0.98912466 0.9887656  0.76843077 0.7569863
 0.7029422  0.6397681  0.5255512  0.4943159  0.470773   0.19084558
 0.18023291 0.02953728 0.02865645 0.02791859 0.02708797 0.0263894
 0.02590436 0.02560936 0.02448874]"
SVM,RandomForest,5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05128205128205128, 0.07692307692307693, 0.14102564102564102, 0.19230769230769232, 0.20512820512820512, 0.23076923076923078, 0.3076923076923077, 0.32051282051282054, 0.358974358974359, 0.3717948717948718, 1.0]","[0.0, 0.9211356466876972, 0.9242902208201893, 0.9290220820189274, 0.9305993690851735, 0.9400630914826499, 0.943217665615142, 0.944794952681388, 0.9479495268138801, 0.9511041009463722, 0.9668769716088328, 0.9684542586750788, 0.9716088328075709, 0.9763406940063092, 0.9826498422712934, 0.9858044164037855, 0.9873817034700315, 0.9905362776025236, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 1.         0.9875     0.98333333 0.98333333 0.98
 0.975      0.97083333 0.96666667 0.9625     0.95       0.94166667
 0.93333333 0.90666667 0.9        0.88       0.875      0.85416667
 0.57916667 0.305      0.25833333 0.125      0.0875     0.08333333
 0.075      0.05       0.04166667 0.03333333 0.025      0.        ]"
SVM,SVM,5,"[0.0, 0.0, 0.0, 0.01282051282051282, 0.01282051282051282, 0.02564102564102564, 0.02564102564102564, 0.05128205128205128, 0.05128205128205128, 1.0]","[0.0, 0.0015772870662460567, 0.6293375394321766, 0.6293375394321766, 0.9905362776025236, 0.9905362776025236, 0.998422712933754, 0.998422712933754, 1.0, 1.0]","[           inf 9.99999995e-01 9.92111752e-01 9.92043797e-01
 9.73987978e-01 9.72488565e-01 5.65863635e-01 3.67530248e-01
 2.58261636e-01 4.94492237e-05]"
SVM,DecisionTree,5,"[0.0, 0.0, 0.02564102564102564, 0.10256410256410256, 1.0]","[0.0, 0.9921135646687698, 0.9952681388012619, 1.0, 1.0]",[       inf 1.         0.5        0.33333333 0.        ]
DecisionTree,XGBoost,1,"[0.0, 0.05128205128205128, 0.07692307692307693, 0.08974358974358974, 0.10256410256410256, 0.11538461538461539, 0.16666666666666666, 1.0]","[0.0, 0.9274447949526814, 0.9589905362776026, 0.9716088328075709, 0.9747634069400631, 0.9763406940063092, 0.9842271293375394, 1.0]","[       inf 0.9286599  0.8981881  0.8518304  0.72200984 0.6670993
 0.56916755 0.40727702]"
DecisionTree,RandomForest,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01282051282051282, 0.01282051282051282, 0.01282051282051282, 0.02564102564102564, 0.02564102564102564, 0.038461538461538464, 0.038461538461538464, 0.05128205128205128, 0.0641025641025641, 0.0641025641025641, 0.07692307692307693, 0.08974358974358974, 0.08974358974358974, 0.08974358974358974, 0.10256410256410256, 0.10256410256410256, 0.10256410256410256, 0.11538461538461539, 0.1282051282051282, 0.1282051282051282, 0.15384615384615385, 0.16666666666666666, 0.19230769230769232, 0.19230769230769232, 0.20512820512820512, 0.20512820512820512, 0.24358974358974358, 0.2564102564102564, 0.2692307692307692, 0.2948717948717949, 0.3076923076923077, 0.3076923076923077, 0.3333333333333333, 0.34615384615384615, 0.3974358974358974, 0.3974358974358974, 0.4230769230769231, 0.44871794871794873, 0.47435897435897434, 0.48717948717948717, 0.5128205128205128, 0.5256410256410257, 0.5641025641025641, 0.5897435897435898, 0.6025641025641025, 0.6410256410256411, 0.6538461538461539, 0.6794871794871795, 1.0]","[0.0, 0.8848580441640379, 0.88801261829653, 0.8943217665615142, 0.8990536277602523, 0.9069400630914827, 0.9085173501577287, 0.9116719242902208, 0.9258675078864353, 0.9274447949526814, 0.9337539432176656, 0.9337539432176656, 0.9384858044164038, 0.943217665615142, 0.9463722397476341, 0.9479495268138801, 0.9526813880126183, 0.9605678233438486, 0.9652996845425867, 0.9684542586750788, 0.9700315457413249, 0.9700315457413249, 0.973186119873817, 0.9763406940063092, 0.9779179810725552, 0.9779179810725552, 0.9794952681388013, 0.9826498422712934, 0.9842271293375394, 0.9842271293375394, 0.9873817034700315, 0.9873817034700315, 0.9889589905362776, 0.9889589905362776, 0.9905362776025236, 0.9905362776025236, 0.9936908517350158, 0.9936908517350158, 0.9952681388012619, 0.9952681388012619, 0.9968454258675079, 0.9968454258675079, 0.998422712933754, 0.998422712933754, 0.998422712933754, 0.998422712933754, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 1.         0.98333333 0.975      0.95238095 0.95
 0.94666667 0.925      0.92047619 0.915      0.90238095 0.88833333
 0.8775     0.87166667 0.86392857 0.86333333 0.85666667 0.80583333
 0.79666667 0.78916667 0.77619048 0.71333333 0.70166667 0.68238095
 0.6268254  0.5565873  0.53587302 0.52301587 0.50904762 0.50551587
 0.485      0.465      0.44690476 0.42742063 0.39333333 0.37333333
 0.35333333 0.29428571 0.27428571 0.265      0.2625     0.24940476
 0.24285714 0.215      0.19940476 0.19333333 0.17666667 0.16
 0.13690476 0.12190476 0.1        0.08285714 0.07       0.06666667
 0.06       0.05       0.04       0.03333333 0.02       0.        ]"
DecisionTree,SVM,1,"[0.0, 0.0, 0.0, 0.01282051282051282, 0.01282051282051282, 0.02564102564102564, 0.02564102564102564, 0.038461538461538464, 0.038461538461538464, 0.05128205128205128, 0.05128205128205128, 0.0641025641025641, 0.0641025641025641, 0.07692307692307693, 0.07692307692307693, 0.08974358974358974, 0.08974358974358974, 0.10256410256410256, 0.10256410256410256, 0.11538461538461539, 0.11538461538461539, 0.15384615384615385, 0.15384615384615385, 0.16666666666666666, 0.16666666666666666, 0.21794871794871795, 0.21794871794871795, 0.2564102564102564, 0.2564102564102564, 0.2692307692307692, 0.2692307692307692, 0.358974358974359, 0.358974358974359, 0.4230769230769231, 0.4230769230769231, 0.46153846153846156, 0.46153846153846156, 0.5, 0.5, 0.5641025641025641, 0.5641025641025641, 0.6538461538461539, 0.6538461538461539, 0.7692307692307693, 0.7692307692307693, 1.0]","[0.0, 0.0015772870662460567, 0.0031545741324921135, 0.0031545741324921135, 0.028391167192429023, 0.028391167192429023, 0.22397476340694006, 0.22397476340694006, 0.4195583596214511, 0.4195583596214511, 0.5694006309148265, 0.5694006309148265, 0.695583596214511, 0.695583596214511, 0.9605678233438486, 0.9605678233438486, 0.973186119873817, 0.973186119873817, 0.9747634069400631, 0.9747634069400631, 0.9779179810725552, 0.9779179810725552, 0.9826498422712934, 0.9826498422712934, 0.9842271293375394, 0.9842271293375394, 0.9858044164037855, 0.9858044164037855, 0.9873817034700315, 0.9873817034700315, 0.9889589905362776, 0.9889589905362776, 0.9905362776025236, 0.9905362776025236, 0.9921135646687698, 0.9921135646687698, 0.9936908517350158, 0.9936908517350158, 0.9952681388012619, 0.9952681388012619, 0.9968454258675079, 0.9968454258675079, 0.998422712933754, 0.998422712933754, 1.0, 1.0]","[       inf 0.99132467 0.99126822 0.99126725 0.9909583  0.9908594
 0.98715859 0.98712745 0.98294921 0.98293419 0.97813718 0.97811447
 0.97444014 0.97436427 0.96859061 0.96821583 0.90215695 0.89580247
 0.87657533 0.86604067 0.86341858 0.78928245 0.76791802 0.74924492
 0.73170245 0.56429264 0.3380276  0.2874545  0.27176676 0.26868752
 0.25636297 0.14091896 0.14073076 0.13273621 0.12967154 0.12888403
 0.12862241 0.12576911 0.12493938 0.11401684 0.11239294 0.10091063
 0.09826508 0.08361995 0.08123598 0.04913127]"
