estimator_name,gene_0,gene_1,gene_2,gene_3,accuracy,recall,specificity,precision,f1_score,AUC,MCC,fbeta2_score
SVM,ADAM5P,ADCY4,ISL1,SNORD32B,0.8333333333333334,0.8974358974358975,0.6666666666666666,0.875,0.8860759493670886,0.9162393162393162,0.5765566601970551,0.8928571428571429
SVM,ADAM5P,ADCY4,TLX3,SNORD32B,0.8333333333333334,0.8974358974358975,0.6666666666666666,0.875,0.8860759493670886,0.9076923076923076,0.5765566601970551,0.8928571428571429
SVM,ADAM5P,ADCY4,ZFP42,SNORD32B,0.7962962962962963,0.9487179487179487,0.4,0.8043478260869565,0.8705882352941177,0.9111111111111112,0.439671510095091,0.9158415841584159
SVM,COL23A1,PTPRN,SNORD32B,ZNF132,0.7407407407407407,1.0,0.06666666666666667,0.7358490566037735,0.8478260869565217,0.9042735042735043,0.2214872542011953,0.9330143540669856
SVM,COL23A1,PTPRN,SNX32,ZNF132,0.8333333333333334,0.7948717948717948,0.9333333333333333,0.96875,0.8732394366197183,0.8957264957264958,0.6638123629060046,0.824468085106383
SVM,CCDC108,HES3,SCT,SNORD32B,0.7962962962962963,0.9743589743589743,0.3333333333333333,0.7916666666666666,0.8735632183908046,0.9264957264957265,0.4385290096535146,0.9313725490196079
SVM,CCDC108,HES3,SCT,WBSCR17,0.8333333333333334,0.9743589743589743,0.4666666666666667,0.8260869565217391,0.8941176470588236,0.9521367521367522,0.5560551451202621,0.9405940594059405
SVM,CCDC108,ZFP42,SCT,SNORD32B,0.7777777777777778,1.0,0.2,0.7647058823529411,0.8666666666666667,0.894017094017094,0.3910769444375215,0.9420289855072463
SVM,CCDC108,ZFP42,SCT,WBSCR17,0.8518518518518519,0.9743589743589743,0.5333333333333333,0.8444444444444444,0.9047619047619048,0.9452991452991453,0.610170215847752,0.945273631840796
SVM,DDR2,HES3,SCT,SNORD32B,0.8518518518518519,0.9230769230769231,0.6666666666666666,0.8780487804878049,0.9,0.9487179487179487,0.6178421847192423,0.9137055837563451
SVM,DDR2,HES3,SCT,WBSCR17,0.8518518518518519,0.9230769230769231,0.6666666666666666,0.8780487804878049,0.9,0.9333333333333333,0.6178421847192423,0.9137055837563451
SVM,DDR2,ZFP42,SCT,SNORD32B,0.7962962962962963,0.8974358974358975,0.5333333333333333,0.8333333333333334,0.8641975308641975,0.9213675213675214,0.46409548089225716,0.8838383838383839
SVM,DDR2,ZFP42,SCT,WBSCR17,0.7222222222222222,0.8974358974358975,0.26666666666666666,0.7608695652173914,0.8235294117647058,0.8085470085470086,0.2069042400447487,0.8663366336633663
SVM,ANGPTL2,ARHGAP10,BARHL2,HRNR,0.7407407407407407,1.0,0.06666666666666667,0.7358490566037735,0.8478260869565217,0.7948717948717949,0.2214872542011953,0.9330143540669856
SVM,ANGPTL2,ARHGAP10,ZSCAN18,HRNR,0.7222222222222222,0.9743589743589743,0.06666666666666667,0.7307692307692307,0.8351648351648352,0.8735042735042735,0.09730085108210397,0.9134615384615384
SVM,ANGPTL2,KIR3DX1,BARHL2,HRNR,0.7222222222222222,1.0,0.0,0.7222222222222222,0.8387096774193549,0.5777777777777777,0.0,0.9285714285714286
SVM,ANGPTL2,KIR3DX1,ZSCAN18,HRNR,0.7222222222222222,1.0,0.0,0.7222222222222222,0.8387096774193549,0.641025641025641,0.0,0.9285714285714286
