selection_model,train_model,features,accuracy_validate,recall_validate,f1_score_validate,AUC_validate,MCC_validate,fbeta2_score_validate
SVM,RandomForest,3,0.9896907216494846,1.0,0.9932885906040269,0.9976498237367802,0.97147728534538,0.9973045822102424
DecisionTree,RandomForest,3,0.9896907216494846,1.0,0.9932885906040269,0.9970622796709754,0.97147728534538,0.9973045822102424
RandomForest,RandomForest,3,0.9896907216494846,1.0,0.9932885906040269,0.9952996474735604,0.97147728534538,0.9973045822102424
XGBoost,RandomForest,3,0.9896907216494846,1.0,0.9932885906040269,0.9756169212690952,0.97147728534538,0.9973045822102424
