Gene,Cluster
ADORA2B,3
ADORA3,3
ATP4A,3
CACNA1A,3
CACNA1B,3
CACNA1C,3
CACNA1E,3
CACNA1I,3
CFTR,3
CHRNA4,3
CMKLR1,3
CNGA3,3
CRHBP,3
CYP1B1,3
CYP26A1,3
FCRL3,3
GALR1,3
GALR3,3
GHSR,3
GRIA1,3
GRIA4,3
GRIN1,3
GRM1,3
GRM6,3
KCNE3,3
KCNIP4,3
KCNK9,3
LILRA2,3
LPAR5,3
RYR2,3
SEZ6L2,3
SLC12A5,3
SLC13A5,3
SLC27A3,3
SLC2A2,3
SLC39A11,3
SSTR1,3
SSTR4,3
UNC5D,3
TMEM196,3
VOPP1,3
