J,J cut-point,J sensitivity,J specificity,CZ,CZ cut-point,CZ sensitivity,CZ specificity,ER,ER cut-point,ER sensitivity,ER specificity,F1,F1 cut-point,F1 sensitivity,F1 specificity,AUC
0.8057910734282514,0.16,0.9924812030075187,0.10638297872340426,0.8094704847224443,0.16,0.9924812030075187,0.10638297872340426,0.1610580090590292,0.13,0.9924812030075187,0.10638297872340426,0.8965272856130403,0.16,0.9924812030075187,0.10638297872340426,0.8215218898309602
0.8910041060097051,0.13,0.9899749373433584,0.14893617021276595,0.8928704740574841,0.13,0.9899749373433584,0.14893617021276595,0.07993679422691395,0.1,0.9899749373433584,0.14893617021276595,0.9447219165326336,0.1,0.9899749373433584,0.14893617021276595,0.8197088465845463
0.6365914786967419,0.14,0.9373433583959899,0.19148936170212766,0.6365914786967418,0.14,0.9373433583959899,0.19148936170212766,0.31130637229765695,0.03,0.9373433583959899,0.19148936170212766,0.7819615306191803,0.03,0.9373433583959899,0.19148936170212766,0.650989175065323
0.8032848077640911,0.11,0.9849624060150376,0.1276595744680851,0.8070175438596491,0.11,0.9849624060150376,0.1276595744680851,0.17079933044826656,0.1,0.9849624060150376,0.1276595744680851,0.8950527841026702,0.11,0.9849624060150376,0.1276595744680851,0.7965125579907213
0.8196021969818164,0.18,0.9949874686716792,0.10638297872340426,0.8254679251319789,0.15,0.9949874686716792,0.10638297872340426,0.12960345871893833,0.15,0.9949874686716792,0.10638297872340426,0.9085306805176513,0.15,0.9949874686716792,0.10638297872340426,0.8482109529142002
0.7757158854583266,0.11,0.9624060150375939,0.19148936170212766,0.7822748360262358,0.08,0.9624060150375939,0.19148936170212766,0.18379846149103718,0.05,0.9624060150375939,0.19148936170212766,0.8816900561949695,0.08,0.9624060150375939,0.19148936170212766,0.7239108409321175
0.7845144776835706,0.08,0.9649122807017544,0.1702127659574468,0.7918733002719565,0.08,0.9649122807017544,0.1702127659574468,0.17809089014099705,0.08,0.9649122807017544,0.1702127659574468,0.8874943971313312,0.08,0.9649122807017544,0.1702127659574468,0.7476670399402763
0.7381219004959205,0.08,0.9273182957393483,0.1702127659574468,0.7432410814269717,0.08,0.9273182957393483,0.1702127659574468,0.2320106771990668,0.05,0.9273182957393483,0.1702127659574468,0.8552231937413713,0.08,0.9273182957393483,0.1702127659574468,0.7094598197621714
0.6867167919799497,0.21,0.9548872180451128,0.10638297872340426,0.7032474804031354,0.09,0.9548872180451128,0.10638297872340426,0.2381180776901736,0.09,0.9548872180451128,0.10638297872340426,0.8369082370859245,0.09,0.9548872180451128,0.10638297872340426,0.7699834693115768
0.8609289180397801,0.16,0.9949874686716792,0.1702127659574468,0.8634351837039407,0.16,0.9949874686716792,0.1702127659574468,0.11820110718411513,0.15,0.9949874686716792,0.1702127659574468,0.9279614877643418,0.16,0.9949874686716792,0.1702127659574468,0.7990454860555644
0.824614728310137,0.15,0.9799498746867168,0.14893617021276595,0.8305871060630299,0.1,0.9799498746867168,0.14893617021276595,0.1295917091735642,0.1,0.9799498746867168,0.14893617021276595,0.9110370240393052,0.1,0.9799498746867168,0.14893617021276595,0.7865141577347626
0.70308750599904,0.03,0.8822055137844611,0.6595744680851063,0.7179651255799072,0.03,0.8822055137844611,0.6595744680851063,0.2269759693665836,0.02,0.8822055137844611,0.6595744680851063,0.8439419230890366,0.02,0.8822055137844611,0.6595744680851063,0.276302458273343
0.683090705487122,0.08,0.974937343358396,0.0851063829787234,0.7054871220604703,0.08,0.974937343358396,0.0851063829787234,0.23587850220389622,0.08,0.974937343358396,0.0851063829787234,0.8383233532934131,0.08,0.974937343358396,0.0851063829787234,0.7921665866794646
0.7983256012371354,0.1,0.9824561403508771,0.14893617021276595,0.8071241934623793,0.1,0.9824561403508771,0.14893617021276595,0.15190582169842937,0.1,0.9824561403508771,0.14893617021276595,0.8976396631479064,0.1,0.9824561403508771,0.14893617021276595,0.7893936970084786
0.8270676691729322,0.17,0.9974937343358395,0.2127659574468085,0.8270676691729323,0.17,0.9974937343358395,0.2127659574468085,0.14287084661410418,0.12,0.9974937343358395,0.2127659574468085,0.9067352966981547,0.15,0.9974937343358395,0.2127659574468085,0.7357756092358557
0.7431877566256064,0.07,0.974937343358396,0.1276595744680851,0.7555057857409481,0.07,0.974937343358396,0.1276595744680851,0.20326453236190914,0.07,0.974937343358396,0.1276595744680851,0.8668094218415417,0.07,0.974937343358396,0.1276595744680851,0.7588652482269505
0.8220551378446115,0.19,0.9849624060150376,0.0425531914893617,0.8220551378446115,0.19,0.9849624060150376,0.0425531914893617,0.13840449882991884,0.1,0.9849624060150376,0.0425531914893617,0.9057225195553725,0.1,0.9849624060150376,0.0425531914893617,0.8933770596704527
0.8333599957340159,0.13,0.9899749373433584,0.14893617021276595,0.8364528342131925,0.13,0.9899749373433584,0.14893617021276595,0.146912266551891,0.13,0.9899749373433584,0.14893617021276595,0.9124807306361071,0.13,0.9899749373433584,0.14893617021276595,0.7985389004425959
0.7130592438543166,0.22,0.9899749373433584,0.0851063829787234,0.7198848184290514,0.15,0.9899749373433584,0.0851063829787234,0.24406824497978108,0.08,0.9899749373433584,0.0851063829787234,0.8423022929340197,0.15,0.9899749373433584,0.0851063829787234,0.805524449421426
0.8383725270623366,0.17,0.9849624060150376,0.14893617021276595,0.8413587159387831,0.17,0.9849624060150376,0.14893617021276595,0.12043403732105397,0.06,0.9849624060150376,0.14893617021276595,0.9155645981688708,0.13,0.9849624060150376,0.14893617021276595,0.8066975950514583
0.9624060150375939,0.2,0.9949874686716792,0.1276595744680851,0.9624060150375939,0.2,0.9949874686716792,0.1276595744680851,0.03287598339848574,0.16,0.9949874686716792,0.1276595744680851,0.9808429118773946,0.2,0.9949874686716792,0.1276595744680851,0.8616488028582091
0.7681970884658456,0.16,0.9824561403508771,0.0851063829787234,0.7726763717805151,0.16,0.9824561403508771,0.0851063829787234,0.18379846149103718,0.07,0.9824561403508771,0.0851063829787234,0.8742657129812813,0.07,0.9824561403508771,0.0851063829787234,0.8188556497627046
0.8032848077640911,0.17,0.9799498746867168,0.1702127659574468,0.8070175438596491,0.17,0.9799498746867168,0.1702127659574468,0.16594955773049028,0.12,0.9799498746867168,0.1702127659574468,0.8950527841026702,0.17,0.9799498746867168,0.1702127659574468,0.7679304644590198
0.837092731829574,0.17,0.9799498746867168,0.23404255319148937,0.8370927318295739,0.17,0.9799498746867168,0.23404255319148937,0.12222017717391895,0.08,0.9799498746867168,0.23404255319148937,0.9135852911133808,0.08,0.9799498746867168,0.23404255319148937,0.7186316855969711
0.8509038553831387,0.16,0.9849624060150376,0.0851063829787234,0.8536234202527595,0.16,0.9849624060150376,0.0851063829787234,0.11884624464114185,0.12,0.9849624060150376,0.0851063829787234,0.9223854796888504,0.16,0.9849624060150376,0.0851063829787234,0.8667679837892603
0.8897243107769424,0.26,0.9974937343358395,0.02127659574468085,0.8897243107769424,0.26,0.9974937343358395,0.02127659574468085,0.09079038774663341,0.21,0.9974937343358395,0.02127659574468085,0.9416445623342176,0.26,0.9974937343358395,0.02127659574468085,0.9553938036580814
0.8358662613981762,0.12,0.9774436090225563,0.0851063829787234,0.8389057750759877,0.12,0.9774436090225563,0.0851063829787234,0.14443287988470183,0.12,0.9774436090225563,0.0851063829787234,0.9139072847682118,0.12,0.9774436090225563,0.0851063829787234,0.8425585239694982
0.7719298245614035,0.11,0.9649122807017544,0.23404255319148937,0.7719298245614035,0.11,0.9649122807017544,0.23404255319148937,0.21900077835677384,0.06,0.9649122807017544,0.23404255319148937,0.8712871287128713,0.11,0.9649122807017544,0.23404255319148937,0.6712259371833839
0.8020583373326935,0.18,0.9974937343358395,0.10638297872340426,0.8086706127019677,0.18,0.9974937343358395,0.10638297872340426,0.15190582169842937,0.17,0.9974937343358395,0.10638297872340426,0.8976396631479064,0.17,0.9974937343358395,0.10638297872340426,0.8382925398602888
0.8270676691729322,0.26,0.9799498746867168,0.1276595744680851,0.8270676691729323,0.26,0.9799498746867168,0.1276595744680851,0.1635283523685357,0.2,0.9799498746867168,0.1276595744680851,0.9053497942386831,0.26,0.9799498746867168,0.1276595744680851,0.7978190156241669
0.8421585879592599,0.15,0.9949874686716792,0.2765957446808511,0.8470644696848505,0.15,0.9949874686716792,0.2765957446808511,0.12289079666042352,0.15,0.9949874686716792,0.2765957446808511,0.9196433740519887,0.15,0.9949874686716792,0.2765957446808511,0.6890897456406975
0.8120833999893351,0.14,0.9874686716791979,0.02127659574468085,0.8182690769476885,0.14,0.9874686716791979,0.02127659574468085,0.14511739962149214,0.13,0.9874686716791979,0.02127659574468085,0.9031251839208994,0.14,0.9874686716791979,0.02127659574468085,0.9095078120834
0.8483975897189784,0.23,0.9849624060150376,0.10638297872340426,0.8511704793899643,0.23,0.9849624060150376,0.10638297872340426,0.11523667240716343,0.15,0.9849624060150376,0.10638297872340426,0.9209820269451576,0.23,0.9849624060150376,0.10638297872340426,0.8492507865408201
0.7845144776835706,0.07,0.9674185463659147,0.19148936170212766,0.7918733002719565,0.07,0.9674185463659147,0.19148936170212766,0.17809089014099705,0.07,0.9674185463659147,0.19148936170212766,0.8874943971313312,0.07,0.9674185463659147,0.19148936170212766,0.7301765050925186
0.8058443982296166,0.11,0.9874686716791979,0.14893617021276595,0.8141630672425746,0.11,0.9874686716791979,0.14893617021276595,0.14511739962149214,0.11,0.9874686716791979,0.14893617021276595,0.9016979182046361,0.11,0.9874686716791979,0.14893617021276595,0.7858742601183811
0.8308537300698555,0.06,0.9674185463659147,0.2553191489361702,0.8339998933503971,0.06,0.9674185463659147,0.2553191489361702,0.14939255024999662,0.06,0.9674185463659147,0.2553191489361702,0.9110502708685266,0.06,0.9674185463659147,0.2553191489361702,0.6787180717751827
0.8421585879592599,0.12,0.9899749373433584,0.06382978723404255,0.8470644696848505,0.12,0.9899749373433584,0.06382978723404255,0.12289079666042352,0.12,0.9899749373433584,0.06382978723404255,0.9196433740519887,0.12,0.9899749373433584,0.06382978723404255,0.8843651682397485
0.8321335253026183,0.07,0.9724310776942355,0.3191489361702128,0.8374660054391297,0.07,0.9724310776942355,0.3191489361702128,0.13150393359394288,0.05,0.9724310776942355,0.3191489361702128,0.9141975667966703,0.07,0.9724310776942355,0.3191489361702128,0.6348584226523756
0.8709539806964219,0.15,1.0,0.0425531914893617,0.8732469471551217,0.15,1.0,0.0425531914893617,0.10890804484926392,0.14,1.0,0.0425531914893617,0.9334777404092799,0.15,1.0,0.0425531914893617,0.9208126699728044
0.9210792939796297,0.17,1.0,0.0851063829787234,0.9223057644110275,0.17,1.0,0.0851063829787234,0.06144539833021183,0.17,1.0,0.0851063829787234,0.9601954144229168,0.17,1.0,0.0851063829787234,0.8945768677011676
0.8847117794486214,0.16,0.9874686716791979,0.14893617021276595,0.8847117794486216,0.16,0.9874686716791979,0.14893617021276595,0.09975683680213136,0.12,0.9874686716791979,0.14893617021276595,0.9388297872340426,0.16,0.9874686716791979,0.14893617021276595,0.8129899216125419
0.8195488721804511,0.19,0.9924812030075187,0.1276595744680851,0.8195488721804511,0.19,0.9924812030075187,0.1276595744680851,0.1432985353087198,0.11,0.9924812030075187,0.1276595744680851,0.9008264462809917,0.19,0.9924812030075187,0.1276595744680851,0.8153095504719245
0.7769423558897244,0.13,0.9348370927318296,0.19148936170212766,0.7769423558897243,0.13,0.9348370927318296,0.19148936170212766,0.21724100641161082,0.1,0.9348370927318296,0.19148936170212766,0.8744710860366713,0.13,0.9348370927318296,0.19148936170212766,0.6921292593185092
0.8333599957340159,0.2,0.9899749373433584,0.06382978723404255,0.8364528342131925,0.2,0.9899749373433584,0.06382978723404255,0.146912266551891,0.2,0.9899749373433584,0.06382978723404255,0.9124807306361071,0.2,0.9899749373433584,0.06382978723404255,0.8820722017810484
0.7068202420945982,0.06,0.9473684210526315,0.0851063829787234,0.7174852023676213,0.06,0.9473684210526315,0.0851063829787234,0.24650270615547262,0.05,0.9473684210526315,0.0851063829787234,0.8407273181704575,0.06,0.9473684210526315,0.0851063829787234,0.7755825734549139
0.8759665120247426,0.18,0.9924812030075187,0.1276595744680851,0.8781528288807123,0.18,0.9924812030075187,0.1276595744680851,0.10493651617701479,0.18,0.9924812030075187,0.1276595744680851,0.9362137578169414,0.18,0.9924812030075187,0.1276595744680851,0.8310403668746336
0.6654935210366342,0.13,0.974937343358396,0.0851063829787234,0.6827707566789314,0.13,0.974937343358396,0.0851063829787234,0.26996485291101796,0.1,0.974937343358396,0.0851063829787234,0.8199020267025262,0.13,0.974937343358396,0.0851063829787234,0.7627046339252386
0.6943422385751612,0.09,0.9699248120300752,0.1276595744680851,0.7131125686556817,0.09,0.9699248120300752,0.1276595744680851,0.23640221436823028,0.09,0.9699248120300752,0.1276595744680851,0.8417574117202745,0.09,0.9699248120300752,0.1276595744680851,0.7362022076467764
0.8935636964752307,0.16,1.0,0.02127659574468085,0.8962832613448515,0.16,1.0,0.02127659574468085,0.07674344902840316,0.16,1.0,0.02127659574468085,0.9466629118558152,0.16,1.0,0.02127659574468085,0.9541140084253187
0.8897243107769424,0.2,0.9949874686716792,0.1276595744680851,0.8897243107769424,0.2,0.9949874686716792,0.1276595744680851,0.09301173796807455,0.16,0.9949874686716792,0.1276595744680851,0.9416445623342176,0.2,0.9949874686716792,0.1276595744680851,0.8471177944862157
0.8333599957340159,0.11,0.9924812030075187,0.14893617021276595,0.8364528342131925,0.11,0.9924812030075187,0.14893617021276595,0.14665995648018557,0.1,0.9924812030075187,0.14893617021276595,0.9124807306361071,0.11,0.9924812030075187,0.14893617021276595,0.79118007785421
0.9122807017543859,0.1,0.9974937343358395,0.10638297872340426,0.9122807017543859,0.1,0.9974937343358395,0.10638297872340426,0.08771929824561409,0.1,0.9974937343358395,0.10638297872340426,0.9541284403669724,0.1,0.9974937343358395,0.10638297872340426,0.8614355036527488
0.661707460139711,0.09,0.9323308270676691,0.10638297872340426,0.6742921132618781,0.09,0.9323308270676691,0.10638297872340426,0.27689110938709316,0.06,0.9323308270676691,0.10638297872340426,0.8121886903017872,0.06,0.9323308270676691,0.10638297872340426,0.7381219004959206
0.7957660107716098,0.1,0.9649122807017544,0.3191489361702128,0.7996587212712631,0.1,0.9649122807017544,0.3191489361702128,0.16413855474129405,0.04,0.9649122807017544,0.3191489361702128,0.8906045848675613,0.1,0.9649122807017544,0.3191489361702128,0.612541993281075
0.8709539806964219,0.13,0.9849624060150376,0.10638297872340426,0.8732469471551217,0.13,0.9849624060150376,0.10638297872340426,0.10984963441313576,0.13,0.9849624060150376,0.10638297872340426,0.9334777404092799,0.13,0.9849624060150376,0.10638297872340426,0.8473577560923584
0.7231376313123232,0.16,0.9824561403508771,0.0851063829787234,0.7367354556604276,0.16,0.9824561403508771,0.0851063829787234,0.209475410713075,0.11,0.9824561403508771,0.0851063829787234,0.8551092405768398,0.16,0.9824561403508771,0.0851063829787234,0.8171225937183383
0.8220551378446115,0.11,0.9473684210526315,0.3617021276595745,0.8220551378446115,0.11,0.9473684210526315,0.3617021276595745,0.1667762893882954,0.06,0.9473684210526315,0.3617021276595745,0.9023383768913342,0.11,0.9473684210526315,0.3617021276595745,0.567962459339839
0.8697275102650242,0.11,0.9874686716791979,0.1702127659574468,0.8734602463605823,0.11,0.9874686716791979,0.1702127659574468,0.0974958942244917,0.11,0.9874686716791979,0.1702127659574468,0.9343182271910562,0.11,0.9874686716791979,0.1702127659574468,0.7892337226043832
0.9122807017543859,0.14,0.9949874686716792,0.1276595744680851,0.9122807017543859,0.14,0.9949874686716792,0.1276595744680851,0.07814041430589558,0.13,0.9949874686716792,0.1276595744680851,0.9541284403669724,0.14,0.9949874686716792,0.1276595744680851,0.8450914520343412
0.7281501626406441,0.27,0.9899749373433584,0.06382978723404255,0.7414280381805578,0.27,0.9899749373433584,0.06382978723404255,0.19790604016099836,0.24,0.9899749373433584,0.06382978723404255,0.8602683690229012,0.24,0.9899749373433584,0.06382978723404255,0.865221564549672
0.8709539806964219,0.21,0.9899749373433584,0.10638297872340426,0.8732469471551217,0.21,0.9899749373433584,0.10638297872340426,0.10890804484926392,0.19,0.9899749373433584,0.10638297872340426,0.9334777404092799,0.21,0.9899749373433584,0.10638297872340426,0.859435823601557
0.9098277608915906,0.09,0.9974937343358395,0.14893617021276595,0.9118541033434651,0.09,0.9974937343358395,0.14893617021276595,0.06386194330018004,0.09,0.9974937343358395,0.14893617021276595,0.9549071618037136,0.09,0.9974937343358395,0.14893617021276595,0.8329333973230949
0.7393483709273183,0.26,0.9899749373433584,0.02127659574468085,0.7393483709273183,0.26,0.9899749373433584,0.02127659574468085,0.2489243365957354,0.21,0.9899749373433584,0.02127659574468085,0.8501440922190202,0.26,0.9899749373433584,0.02127659574468085,0.8566629339305711
0.8471177944862154,0.15,0.974937343358396,0.2553191489361702,0.8471177944862155,0.15,0.974937343358396,0.2553191489361702,0.12289079666042352,0.08,0.974937343358396,0.2553191489361702,0.9196433740519887,0.08,0.974937343358396,0.2553191489361702,0.6908494640857463
0.6955153842051938,0.14,0.9799498746867168,0.14893617021276595,0.7015410867594518,0.14,0.9799498746867168,0.14893617021276595,0.2634873621900945,0.09,0.9799498746867168,0.14893617021276595,0.8293193717277488,0.09,0.9799498746867168,0.14893617021276595,0.7223910840932117
0.9010291686663465,0.2,0.9974937343358395,0.06382978723404255,0.9026822375086652,0.2,0.9974937343358395,0.06382978723404255,0.08055487427981829,0.2,0.9974937343358395,0.06382978723404255,0.9496774193548387,0.2,0.9974937343358395,0.06382978723404255,0.9171332586786114
0.8647149789367035,0.11,0.9849624060150376,0.10638297872340426,0.8686610142377219,0.11,0.9849624060150376,0.10638297872340426,0.10202924248498363,0.11,0.9849624060150376,0.10638297872340426,0.931682347221825,0.11,0.9849624060150376,0.10638297872340426,0.8493574361435502
