estimator_name,gene_0,gene_1,gene_2,gene_3,accuracy,recall,specificity,precision,f1_score,AUC,MCC,fbeta2_score
XGBoost,AIM2,BHLHE23,MIR377,SCARF1,0.6923076923076924,0.6153846153846153,0.7692307692307693,0.7272727272727274,0.6666666666666667,0.6952662721893492,0.3892494720807615,0.6349206349206348
XGBoost,AIM2,BHLHE23,PATE2,SCARF1,0.653846153846154,0.6153846153846153,0.6923076923076924,0.6666666666666667,0.6399999999999999,0.7485207100591715,0.30860669992418377,0.625
XGBoost,AIM2,BHLHE23,PCK1,SCARF1,0.6923076923076924,0.7692307692307693,0.6153846153846153,0.6666666666666667,0.7142857142857143,0.834319526627219,0.3892494720807615,0.746268656716418
XGBoost,AIM2,BHLHE23,RALYL,SCARF1,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.849112426035503,0.5384615384615384,0.7692307692307693
XGBoost,AIM2,BHLHE23,SNORD115-10,SCARF1,0.653846153846154,0.6923076923076924,0.6153846153846153,0.642857142857143,0.6666666666666667,0.7337278106508877,0.30860669992418377,0.6818181818181818
XGBoost,AIM2,BHLHE23,TMEM196,SCARF1,0.8076923076923077,0.846153846153846,0.7692307692307693,0.7857142857142857,0.8148148148148147,0.846153846153846,0.6172133998483675,0.8333333333333333
XGBoost,ATG16L1,BHLHE23,MIR377,SCARF1,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7958579881656805,0.5384615384615384,0.7692307692307693
XGBoost,ATG16L1,BHLHE23,PATE2,SCARF1,0.7692307692307693,0.6923076923076924,0.846153846153846,0.8181818181818181,0.75,0.8698224852071006,0.5449492609130661,0.7142857142857143
XGBoost,ATG16L1,BHLHE23,PCK1,SCARF1,0.7307692307692307,0.6923076923076924,0.7692307692307693,0.75,0.7199999999999999,0.8727810650887575,0.46291004988627577,0.703125
XGBoost,ATG16L1,BHLHE23,RALYL,SCARF1,0.846153846153846,0.7692307692307693,0.9230769230769231,0.909090909090909,0.8333333333333333,0.905325443786982,0.7006490497453707,0.7936507936507936
XGBoost,ATG16L1,BHLHE23,SNORD115-10,SCARF1,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.8520710059171599,0.5384615384615384,0.7692307692307693
XGBoost,ATG16L1,BHLHE23,TMEM196,SCARF1,0.8076923076923077,0.846153846153846,0.7692307692307693,0.7857142857142857,0.8148148148148147,0.8964497041420116,0.6172133998483675,0.8333333333333333
XGBoost,ATP5G2,BHLHE23,MIR377,SCARF1,0.7307692307692307,0.6923076923076924,0.7692307692307693,0.75,0.7199999999999999,0.7810650887573963,0.46291004988627577,0.703125
XGBoost,ATP5G2,BHLHE23,PATE2,SCARF1,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.78698224852071,0.5384615384615384,0.7692307692307693
XGBoost,ATP5G2,BHLHE23,PCK1,SCARF1,0.8076923076923077,0.846153846153846,0.7692307692307693,0.7857142857142857,0.8148148148148147,0.8905325443786982,0.6172133998483675,0.8333333333333333
XGBoost,ATP5G2,BHLHE23,RALYL,SCARF1,0.7692307692307693,0.6923076923076924,0.846153846153846,0.8181818181818181,0.75,0.8639053254437867,0.5449492609130661,0.7142857142857143
XGBoost,ATP5G2,BHLHE23,SNORD115-10,SCARF1,0.7307692307692307,0.7692307692307693,0.6923076923076924,0.7142857142857143,0.7407407407407406,0.7899408284023669,0.46291004988627577,0.7575757575757577
XGBoost,ATP5G2,BHLHE23,TMEM196,SCARF1,0.8076923076923077,0.7692307692307693,0.846153846153846,0.8333333333333333,0.7999999999999999,0.8905325443786982,0.6172133998483675,0.78125
XGBoost,C1orf114,BHLHE23,MIR377,SCARF1,0.8076923076923077,0.846153846153846,0.7692307692307693,0.7857142857142857,0.8148148148148147,0.8727810650887575,0.6172133998483675,0.8333333333333333
XGBoost,C1orf114,BHLHE23,PATE2,SCARF1,0.8076923076923077,0.7692307692307693,0.846153846153846,0.8333333333333333,0.7999999999999999,0.905325443786982,0.6172133998483675,0.78125
XGBoost,C1orf114,BHLHE23,PCK1,SCARF1,0.846153846153846,0.846153846153846,0.846153846153846,0.846153846153846,0.846153846153846,0.9497041420118342,0.6923076923076924,0.846153846153846
XGBoost,C1orf114,BHLHE23,RALYL,SCARF1,0.846153846153846,0.7692307692307693,0.9230769230769231,0.909090909090909,0.8333333333333333,0.9082840236686389,0.7006490497453707,0.7936507936507936
XGBoost,C1orf114,BHLHE23,SNORD115-10,SCARF1,0.846153846153846,0.7692307692307693,0.9230769230769231,0.909090909090909,0.8333333333333333,0.9112426035502958,0.7006490497453707,0.7936507936507936
XGBoost,C1orf114,BHLHE23,TMEM196,SCARF1,0.846153846153846,0.846153846153846,0.846153846153846,0.846153846153846,0.846153846153846,0.9230769230769231,0.6923076923076924,0.846153846153846
XGBoost,C1orf150,BHLHE23,MIR377,SCARF1,0.6923076923076924,0.6923076923076924,0.6923076923076924,0.6923076923076924,0.6923076923076924,0.7810650887573963,0.38461538461538464,0.6923076923076924
XGBoost,C1orf150,BHLHE23,PATE2,SCARF1,0.8076923076923077,0.6923076923076924,0.9230769230769231,0.9000000000000001,0.782608695652174,0.8076923076923077,0.6324555320336759,0.7258064516129031
XGBoost,C1orf150,BHLHE23,PCK1,SCARF1,0.6923076923076924,0.7692307692307693,0.6153846153846153,0.6666666666666667,0.7142857142857143,0.78698224852071,0.3892494720807615,0.746268656716418
