accuracy_test,recall_test,f1_score_test,AUC_test,MCC_test,train_model
0.9068130630630631,0.911509900990099,0.9464643558777304,0.8854424504950494,0.5761358410688713,Decision Tree
0.9155405405405407,0.9876237623762376,0.9552740835085848,0.5875618811881188,0.1404092029717381,Random Forest
0.9699258081611023,0.98296447291788,0.9834593487858162,0.9105998835177636,0.8194264576293123,SVM
0.916525900900901,0.9887066831683168,0.9558504745003583,0.5881033415841584,0.1434200381712716,XGBoost
