train_model,test_model,features,AUC,accuracy (5-fold-Cross-Validation),accuracy,precision,recall,f1_score,MCC,J-index,incorrect predictions count
RF,LR,90,0.845049505,0.931971399,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
RF,DT,90,0.825247525,0.907022472,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
RF,RF,90,0.895049505,0.959167518,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
RF,XGB,90,0.945049505,0.956920327,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
RF,SVM,91,0.99009901,0.945531154,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
RF,LR,91,0.84009901,0.929698672,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
RF,DT,91,0.835148515,0.927425945,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
RF,RF,91,0.895049505,0.959167518,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
RF,XGB,91,0.945049505,0.956920327,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
RF,SVM,92,0.99009901,0.943258427,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
RF,LR,92,0.84009901,0.929698672,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
RF,DT,92,0.82029703,0.911516854,0.918918919,0.969387755,0.940594059,0.954773869,0.570372896,0.800107038,9
RF,RF,92,0.945049505,0.959193054,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
RF,XGB,92,0.84009901,0.959193054,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
RF,SVM,93,0.99009901,0.938712972,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
RF,LR,93,0.84009901,0.927451481,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
RF,DT,93,0.825247525,0.918283963,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
RF,RF,93,0.895049505,0.959167518,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
RF,XGB,93,0.84009901,0.959167518,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
RF,SVM,94,0.94009901,0.945531154,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
RF,LR,94,0.84009901,0.931971399,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
RF,DT,94,0.775247525,0.913789581,0.918918919,0.96,0.95049505,0.955223881,0.527494289,0.819909018,9
RF,RF,94,0.89009901,0.956894791,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
RF,XGB,94,0.84009901,0.961440245,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
RF,SVM,95,0.99009901,0.943258427,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
RF,LR,95,0.84009901,0.927451481,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
RF,DT,95,0.82029703,0.90921859,0.918918919,0.969387755,0.940594059,0.954773869,0.570372896,0.800107038,9
RF,RF,95,0.89009901,0.954622063,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
RF,XGB,95,0.84009901,0.952374872,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
RF,SVM,96,0.99009901,0.938764045,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
RF,LR,96,0.845049505,0.931971399,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
RF,DT,96,0.885148515,0.909320735,0.954954955,0.98,0.97029703,0.975124378,0.738112512,0.895549014,5
RF,RF,96,0.945049505,0.956920327,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
RF,XGB,96,0.845049505,0.961440245,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
RF,SVM,97,0.99009901,0.945531154,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
RF,LR,97,0.84009901,0.931971399,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
RF,DT,97,0.845049505,0.904749745,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
RF,RF,97,0.94009901,0.954622063,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
RF,XGB,97,0.89009901,0.963712972,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
RF,SVM,98,0.99009901,0.9523238,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
RF,LR,98,0.84009901,0.927451481,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
RF,DT,98,0.875247525,0.92288049,0.936936937,0.979591837,0.95049505,0.964824121,0.66822667,0.837927036,7
RF,RF,98,0.94009901,0.961440245,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
RF,XGB,98,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
RF,SVM,99,0.99009901,0.945531154,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
RF,LR,99,0.84009901,0.929724208,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
RF,DT,99,0.825247525,0.904775281,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
RF,RF,99,0.94009901,0.9546476,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
RF,XGB,99,0.89009901,0.956920327,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
XGB,SVM,20,0.69009901,0.920607763,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
XGB,LR,20,0.595049505,0.909269663,0.918918919,0.925925926,0.99009901,0.956937799,0.335635614,0.899116939,9
XGB,DT,20,0.835148515,0.922854954,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
XGB,RF,20,0.845049505,0.961465781,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
XGB,XGB,20,0.895049505,0.970556691,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,21,0.69009901,0.920633299,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
XGB,LR,21,0.595049505,0.91154239,0.918918919,0.925925926,0.99009901,0.956937799,0.335635614,0.899116939,9
XGB,DT,21,0.885148515,0.927374872,0.954954955,0.98,0.97029703,0.975124378,0.738112512,0.895549014,5
XGB,RF,21,0.895049505,0.952349336,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,XGB,21,0.895049505,0.961491318,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,22,0.69009901,0.920633299,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
XGB,LR,22,0.595049505,0.909269663,0.918918919,0.925925926,0.99009901,0.956937799,0.335635614,0.899116939,9
XGB,DT,22,0.83019802,0.925178754,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
XGB,RF,22,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,XGB,22,0.895049505,0.963738509,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,23,0.69009901,0.920633299,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
XGB,LR,23,0.595049505,0.91154239,0.918918919,0.925925926,0.99009901,0.956937799,0.335635614,0.899116939,9
XGB,DT,23,0.835148515,0.927451481,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
XGB,RF,23,0.895049505,0.961440245,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,XGB,23,0.895049505,0.963738509,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,24,0.69009901,0.920633299,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
XGB,LR,24,0.595049505,0.91154239,0.918918919,0.925925926,0.99009901,0.956937799,0.335635614,0.899116939,9
XGB,DT,24,0.875247525,0.920607763,0.936936937,0.979591837,0.95049505,0.964824121,0.66822667,0.837927036,7
XGB,RF,24,0.845049505,0.961465781,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
XGB,XGB,24,0.895049505,0.966011236,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,25,0.69009901,0.920633299,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
XGB,LR,25,0.695049505,0.909269663,0.936936937,0.943396226,0.99009901,0.966183575,0.538514746,0.917134957,7
XGB,DT,25,0.885148515,0.922906027,0.954954955,0.98,0.97029703,0.975124378,0.738112512,0.895549014,5
XGB,RF,25,0.895049505,0.959193054,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,XGB,25,0.845049505,0.961491318,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
XGB,SVM,26,0.69009901,0.920633299,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
XGB,LR,26,0.695049505,0.909269663,0.936936937,0.943396226,0.99009901,0.966183575,0.538514746,0.917134957,7
XGB,DT,26,0.785148515,0.91154239,0.936936937,0.960784314,0.97029703,0.965517241,0.598191801,0.877530996,7
XGB,RF,26,0.845049505,0.961440245,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
XGB,XGB,26,0.895049505,0.961465781,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,27,0.69009901,0.920633299,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
XGB,LR,27,0.695049505,0.91154239,0.936936937,0.943396226,0.99009901,0.966183575,0.538514746,0.917134957,7
XGB,DT,27,0.785148515,0.918335036,0.936936937,0.960784314,0.97029703,0.965517241,0.598191801,0.877530996,7
XGB,RF,27,0.795049505,0.961440245,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
XGB,XGB,27,0.895049505,0.963738509,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,28,0.69009901,0.920633299,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
XGB,LR,28,0.695049505,0.91154239,0.936936937,0.943396226,0.99009901,0.966183575,0.538514746,0.917134957,7
XGB,DT,28,0.835148515,0.913815117,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
XGB,RF,28,0.94009901,0.95921859,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
XGB,XGB,28,0.895049505,0.961465781,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,29,0.74009901,0.927425945,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
XGB,LR,29,0.645049505,0.913815117,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,29,0.835148515,0.916011236,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
XGB,RF,29,0.895049505,0.963712972,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,XGB,29,0.895049505,0.961465781,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,30,0.74009901,0.925153218,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
XGB,LR,30,0.645049505,0.913815117,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,30,0.83019802,0.904673136,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
XGB,RF,30,0.945049505,0.963712972,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
XGB,XGB,30,0.895049505,0.9659857,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,31,0.74009901,0.925153218,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
XGB,LR,31,0.645049505,0.913815117,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,31,0.785148515,0.909244127,0.936936937,0.960784314,0.97029703,0.965517241,0.598191801,0.877530996,7
XGB,RF,31,0.84009901,0.966011236,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,XGB,31,0.845049505,0.9659857,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
XGB,SVM,32,0.74009901,0.925153218,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
XGB,LR,32,0.645049505,0.913815117,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,32,0.79009901,0.907022472,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
XGB,RF,32,0.94009901,0.966011236,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
XGB,XGB,32,0.845049505,0.963738509,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
XGB,SVM,33,0.74009901,0.925153218,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
XGB,LR,33,0.645049505,0.913815117,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,33,0.84009901,0.90921859,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,RF,33,0.945049505,0.963712972,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
XGB,XGB,33,0.895049505,0.963738509,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,34,0.74009901,0.925153218,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
XGB,LR,34,0.645049505,0.913815117,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,34,0.84009901,0.916011236,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,RF,34,0.945049505,0.956920327,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
XGB,XGB,34,0.895049505,0.968258427,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,35,0.74009901,0.925153218,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
XGB,LR,35,0.645049505,0.913815117,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,35,0.83019802,0.920582227,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
XGB,RF,35,0.84009901,0.963712972,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,XGB,35,0.895049505,0.9659857,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,36,0.74009901,0.925153218,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
XGB,LR,36,0.645049505,0.916087845,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,36,0.835148515,0.913815117,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
XGB,RF,36,0.89009901,0.963712972,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
XGB,XGB,36,0.895049505,0.963738509,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,37,0.74009901,0.925153218,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
XGB,LR,37,0.645049505,0.916087845,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,37,0.835148515,0.911465781,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
XGB,RF,37,0.895049505,0.956920327,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,XGB,37,0.895049505,0.968283963,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,38,0.64009901,0.927425945,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
XGB,LR,38,0.645049505,0.916087845,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,38,0.84009901,0.913815117,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,RF,38,0.845049505,0.956920327,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
XGB,XGB,38,0.895049505,0.968283963,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,39,0.64009901,0.927425945,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
XGB,LR,39,0.645049505,0.916087845,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,39,0.835148515,0.916036772,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
XGB,RF,39,0.895049505,0.961465781,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,XGB,39,0.895049505,0.968258427,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,40,0.64009901,0.927425945,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
XGB,LR,40,0.645049505,0.916087845,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,40,0.835148515,0.906971399,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
XGB,RF,40,0.845049505,0.959167518,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
XGB,XGB,40,0.895049505,0.972803882,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,41,0.64009901,0.925153218,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
XGB,LR,41,0.645049505,0.913815117,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,41,0.785148515,0.902425945,0.936936937,0.960784314,0.97029703,0.965517241,0.598191801,0.877530996,7
XGB,RF,41,0.845049505,0.961440245,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
XGB,XGB,41,0.895049505,0.968283963,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,42,0.74009901,0.92288049,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
XGB,LR,42,0.645049505,0.916087845,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,42,0.825247525,0.906945863,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
XGB,RF,42,0.84009901,0.963712972,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,XGB,42,0.895049505,0.970556691,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,43,0.74009901,0.920607763,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
XGB,LR,43,0.645049505,0.916087845,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,43,0.84009901,0.902374872,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,RF,43,0.895049505,0.956920327,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,XGB,43,0.895049505,0.966011236,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,44,0.74009901,0.920607763,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
XGB,LR,44,0.645049505,0.916087845,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,44,0.775247525,0.90921859,0.918918919,0.96,0.95049505,0.955223881,0.527494289,0.819909018,9
XGB,RF,44,0.845049505,0.963738509,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
XGB,XGB,44,0.895049505,0.966011236,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,45,0.74009901,0.92288049,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
XGB,LR,45,0.645049505,0.916087845,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,45,0.83019802,0.906945863,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
XGB,RF,45,0.945049505,0.963712972,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
XGB,XGB,45,0.845049505,0.963738509,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
XGB,SVM,46,0.74009901,0.925153218,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
XGB,LR,46,0.645049505,0.913815117,0.927927928,0.934579439,0.99009901,0.961538462,0.445640906,0.908125948,8
XGB,DT,46,0.815346535,0.906945863,0.90990991,0.969072165,0.930693069,0.949494949,0.543912275,0.771296049,10
XGB,RF,46,0.84009901,0.9659857,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,XGB,46,0.845049505,0.961465781,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
XGB,SVM,47,0.79009901,0.925153218,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
XGB,LR,47,0.695049505,0.916087845,0.936936937,0.943396226,0.99009901,0.966183575,0.538514746,0.917134957,7
XGB,DT,47,0.83019802,0.904698672,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
XGB,RF,47,0.94009901,0.9546476,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
XGB,XGB,47,0.895049505,0.961465781,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,48,0.84009901,0.929698672,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,LR,48,0.695049505,0.913815117,0.936936937,0.943396226,0.99009901,0.966183575,0.538514746,0.917134957,7
XGB,DT,48,0.785148515,0.913712972,0.936936937,0.960784314,0.97029703,0.965517241,0.598191801,0.877530996,7
XGB,RF,48,0.795049505,0.963712972,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
XGB,XGB,48,0.845049505,0.963712972,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
XGB,SVM,49,0.84009901,0.929698672,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,LR,49,0.695049505,0.916087845,0.936936937,0.943396226,0.99009901,0.966183575,0.538514746,0.917134957,7
XGB,DT,49,0.84009901,0.911440245,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,RF,49,0.94009901,0.959193054,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
XGB,XGB,49,0.845049505,0.9659857,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
XGB,SVM,50,0.84009901,0.929698672,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,LR,50,0.695049505,0.916087845,0.936936937,0.943396226,0.99009901,0.966183575,0.538514746,0.917134957,7
XGB,DT,50,0.82029703,0.911465781,0.918918919,0.969387755,0.940594059,0.954773869,0.570372896,0.800107038,9
XGB,RF,50,0.895049505,0.959167518,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,XGB,50,0.845049505,0.963712972,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
XGB,SVM,51,0.84009901,0.927400409,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,LR,51,0.695049505,0.916087845,0.936936937,0.943396226,0.99009901,0.966183575,0.538514746,0.917134957,7
XGB,DT,51,0.82029703,0.902400409,0.918918919,0.969387755,0.940594059,0.954773869,0.570372896,0.800107038,9
XGB,RF,51,0.895049505,0.956894791,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,XGB,51,0.845049505,0.961465781,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
XGB,SVM,52,0.84009901,0.929698672,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,LR,52,0.695049505,0.916087845,0.936936937,0.943396226,0.99009901,0.966183575,0.538514746,0.917134957,7
XGB,DT,52,0.815346535,0.904724208,0.90990991,0.969072165,0.930693069,0.949494949,0.543912275,0.771296049,10
XGB,RF,52,0.945049505,0.950102145,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
XGB,XGB,52,0.845049505,0.963712972,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
XGB,SVM,53,0.84009901,0.931971399,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,LR,53,0.695049505,0.916087845,0.936936937,0.943396226,0.99009901,0.966183575,0.538514746,0.917134957,7
XGB,DT,53,0.835148515,0.90921859,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
XGB,RF,53,0.895049505,0.959167518,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,XGB,53,0.89009901,0.963712972,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
XGB,SVM,54,0.84009901,0.929698672,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,LR,54,0.695049505,0.916087845,0.936936937,0.943396226,0.99009901,0.966183575,0.538514746,0.917134957,7
XGB,DT,54,0.815346535,0.900102145,0.90990991,0.969072165,0.930693069,0.949494949,0.543912275,0.771296049,10
XGB,RF,54,0.89009901,0.954622063,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
XGB,XGB,54,0.895049505,0.959193054,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
XGB,SVM,55,0.84009901,0.929698672,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,LR,55,0.695049505,0.916087845,0.936936937,0.943396226,0.99009901,0.966183575,0.538514746,0.917134957,7
XGB,DT,55,0.775247525,0.902400409,0.918918919,0.96,0.95049505,0.955223881,0.527494289,0.819909018,9
XGB,RF,55,0.89009901,0.959167518,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
XGB,XGB,55,0.795049505,0.959193054,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
XGB,SVM,56,0.84009901,0.929698672,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,LR,56,0.695049505,0.916087845,0.936936937,0.943396226,0.99009901,0.966183575,0.538514746,0.917134957,7
XGB,DT,56,0.785148515,0.909244127,0.936936937,0.960784314,0.97029703,0.965517241,0.598191801,0.877530996,7
XGB,RF,56,0.84009901,0.963712972,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,XGB,56,0.795049505,0.959193054,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
XGB,SVM,57,0.84009901,0.929698672,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
XGB,LR,57,0.695049505,0.916087845,0.936936937,0.943396226,0.99009901,0.966183575,0.538514746,0.917134957,7
XGB,DT,57,0.88019802,0.920556691,0.945945946,0.97979798,0.96039604,0.97,0.70111993,0.866738025,6
