train_model,test_model,features,AUC,accuracy (5-fold-Cross-Validation),accuracy,precision,recall,f1_score,MCC,J-index,incorrect predictions count
SVM,SVM,20,0.84009901,0.9546476,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,LR,20,0.74009901,0.936516854,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
SVM,DT,20,0.785148515,0.911593463,0.936936937,0.960784314,0.97029703,0.965517241,0.598191801,0.877530996,7
SVM,RF,20,0.895049505,0.952374872,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,XGB,20,0.945049505,0.961440245,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,SVM,21,0.89009901,0.952374872,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,LR,21,0.74009901,0.936516854,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
SVM,DT,21,0.79009901,0.911618999,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,RF,21,0.995049505,0.9546476,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,XGB,21,0.895049505,0.959193054,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,22,0.99009901,0.954622063,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
SVM,LR,22,0.79009901,0.931971399,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,22,0.79009901,0.900280899,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,RF,22,0.995049505,0.952374872,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,XGB,22,0.89009901,0.9546476,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,SVM,23,0.94009901,0.954622063,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,LR,23,0.79009901,0.931971399,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,23,0.785148515,0.907073544,0.936936937,0.960784314,0.97029703,0.965517241,0.598191801,0.877530996,7
SVM,RF,23,0.89009901,0.9546476,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,XGB,23,0.895049505,0.961465781,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,24,0.94009901,0.952349336,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,LR,24,0.79009901,0.938789581,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,24,0.795049505,0.904800817,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,RF,24,0.995049505,0.9546476,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,XGB,24,0.845049505,0.956894791,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,25,0.94009901,0.952349336,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,LR,25,0.79009901,0.938789581,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,25,0.835148515,0.907048008,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
SVM,RF,25,0.99009901,0.9546476,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
SVM,XGB,25,0.845049505,0.950102145,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,26,0.94009901,0.952349336,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,LR,26,0.79009901,0.938789581,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,26,0.885148515,0.902502554,0.954954955,0.98,0.97029703,0.975124378,0.738112512,0.895549014,5
SVM,RF,26,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,XGB,26,0.845049505,0.956920327,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,27,0.94009901,0.952349336,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,LR,27,0.79009901,0.938789581,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,27,0.89009901,0.909320735,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,RF,27,0.99009901,0.9546476,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
SVM,XGB,27,0.845049505,0.952374872,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,28,0.945049505,0.9523238,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,LR,28,0.845049505,0.934244127,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,DT,28,0.89009901,0.897982635,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,RF,28,0.94009901,0.950102145,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,XGB,28,0.89009901,0.959193054,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,SVM,29,0.99009901,0.959141982,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
SVM,LR,29,0.79009901,0.936516854,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,29,0.79009901,0.900255363,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,RF,29,0.94009901,0.956920327,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,XGB,29,0.89009901,0.956920327,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,SVM,30,0.995049505,0.961414709,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,LR,30,0.795049505,0.938789581,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,30,0.895049505,0.900255363,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,RF,30,0.945049505,0.952374872,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,30,0.945049505,0.9546476,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,SVM,31,0.995049505,0.961414709,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,LR,31,0.795049505,0.938789581,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,31,0.785148515,0.902553626,0.936936937,0.960784314,0.97029703,0.965517241,0.598191801,0.877530996,7
SVM,RF,31,0.99009901,0.950102145,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
SVM,XGB,31,0.895049505,0.952400409,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,32,0.995049505,0.961414709,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,LR,32,0.795049505,0.938789581,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,32,0.785148515,0.918437181,0.936936937,0.960784314,0.97029703,0.965517241,0.598191801,0.877530996,7
SVM,RF,32,0.94009901,0.9546476,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,XGB,32,0.895049505,0.95921859,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,33,0.995049505,0.961414709,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,LR,33,0.795049505,0.931971399,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,33,0.775247525,0.904826353,0.918918919,0.96,0.95049505,0.955223881,0.527494289,0.819909018,9
SVM,RF,33,0.945049505,0.952374872,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,33,0.845049505,0.95921859,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,34,0.995049505,0.961414709,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,LR,34,0.795049505,0.936516854,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,34,0.83019802,0.916164454,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
SVM,RF,34,0.945049505,0.950102145,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,34,0.895049505,0.954673136,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,35,0.995049505,0.961414709,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,LR,35,0.79009901,0.938789581,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,35,0.885148515,0.900357508,0.954954955,0.98,0.97029703,0.975124378,0.738112512,0.895549014,5
SVM,RF,35,0.995049505,0.943309499,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,XGB,35,0.945049505,0.961491318,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,SVM,36,0.945049505,0.961414709,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,LR,36,0.79009901,0.938789581,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,36,0.775247525,0.904826353,0.918918919,0.96,0.95049505,0.955223881,0.527494289,0.819909018,9
SVM,RF,36,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,XGB,36,0.895049505,0.963764045,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,37,0.945049505,0.959167518,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,LR,37,0.79009901,0.936516854,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,37,0.78019802,0.900280899,0.927927928,0.96039604,0.96039604,0.96039604,0.56039604,0.848720007,8
SVM,RF,37,0.995049505,0.950102145,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,XGB,37,0.895049505,0.963764045,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,38,0.895049505,0.959167518,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,38,0.79009901,0.936516854,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,38,0.77029703,0.907048008,0.90990991,0.95959596,0.940594059,0.95,0.498452451,0.791098029,10
SVM,RF,38,0.995049505,0.943283963,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,XGB,38,0.895049505,0.95921859,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,39,0.895049505,0.963687436,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,39,0.79009901,0.936516854,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,39,0.775247525,0.902502554,0.918918919,0.96,0.95049505,0.955223881,0.527494289,0.819909018,9
SVM,RF,39,0.995049505,0.950102145,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,XGB,39,0.945049505,0.954673136,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,SVM,40,0.895049505,0.959141982,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,40,0.79009901,0.936516854,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,40,0.785148515,0.920709908,0.936936937,0.960784314,0.97029703,0.965517241,0.598191801,0.877530996,7
SVM,RF,40,0.99009901,0.959167518,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
SVM,XGB,40,0.845049505,0.961465781,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,41,0.895049505,0.963687436,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,41,0.74009901,0.934244127,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
SVM,DT,41,0.82029703,0.920735444,0.918918919,0.969387755,0.940594059,0.954773869,0.570372896,0.800107038,9
SVM,RF,41,0.945049505,0.9546476,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,41,0.895049505,0.959193054,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,42,0.895049505,0.963687436,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,42,0.74009901,0.931971399,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
SVM,DT,42,0.825247525,0.911644535,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
SVM,RF,42,0.895049505,0.959167518,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,XGB,42,0.895049505,0.952400409,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,43,0.89009901,0.961414709,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,LR,43,0.74009901,0.931971399,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
SVM,DT,43,0.835148515,0.900331971,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
SVM,RF,43,0.845049505,0.9546476,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,XGB,43,0.895049505,0.94788049,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,44,0.895049505,0.963687436,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,44,0.795049505,0.934244127,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,44,0.83019802,0.920709908,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
SVM,RF,44,0.99009901,0.956894791,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
SVM,XGB,44,0.845049505,0.956945863,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,45,0.895049505,0.963687436,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,45,0.795049505,0.934244127,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,45,0.835148515,0.911644535,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
SVM,RF,45,0.89009901,0.961440245,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,XGB,45,0.895049505,0.956920327,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,46,0.895049505,0.963687436,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,LR,46,0.795049505,0.934244127,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,46,0.825247525,0.916113381,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
SVM,RF,46,0.89009901,0.961440245,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,XGB,46,0.845049505,0.95921859,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,47,0.89009901,0.963687436,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,LR,47,0.79009901,0.936516854,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,47,0.88019802,0.900229826,0.945945946,0.97979798,0.96039604,0.97,0.70111993,0.866738025,6
SVM,RF,47,0.945049505,0.956920327,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,47,0.945049505,0.959193054,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,SVM,48,0.89009901,0.963687436,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,LR,48,0.79009901,0.936516854,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,48,0.84009901,0.898033708,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,RF,48,0.89009901,0.959167518,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,XGB,48,0.945049505,0.963738509,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,SVM,49,0.94009901,0.963687436,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,LR,49,0.79009901,0.934244127,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,49,0.84009901,0.897982635,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,RF,49,0.945049505,0.956920327,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,49,0.795049505,0.9546476,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,SVM,50,0.94009901,0.963687436,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,LR,50,0.74009901,0.934244127,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
SVM,DT,50,0.875247525,0.904800817,0.936936937,0.979591837,0.95049505,0.964824121,0.66822667,0.837927036,7
SVM,RF,50,0.94009901,0.956920327,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,XGB,50,0.845049505,0.956920327,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,51,0.94009901,0.963687436,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,LR,51,0.79009901,0.936516854,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,51,0.84009901,0.89351379,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,RF,51,0.945049505,0.959193054,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,51,0.845049505,0.956920327,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,52,0.94009901,0.963687436,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,LR,52,0.79009901,0.934244127,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,52,0.89009901,0.913891726,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,RF,52,0.99009901,0.9546476,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
SVM,XGB,52,0.795049505,0.961465781,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,SVM,53,0.945049505,0.965960163,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,LR,53,0.79009901,0.934244127,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,53,0.83019802,0.913891726,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
SVM,RF,53,0.99009901,0.954673136,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
SVM,XGB,53,0.845049505,0.956920327,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,54,0.945049505,0.965960163,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,LR,54,0.79009901,0.934244127,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,54,0.835148515,0.911618999,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
SVM,RF,54,0.94009901,0.950127681,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,XGB,54,0.845049505,0.956920327,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,55,0.945049505,0.965960163,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,LR,55,0.79009901,0.934244127,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,55,0.815346535,0.916164454,0.90990991,0.969072165,0.930693069,0.949494949,0.543912275,0.771296049,10
SVM,RF,55,0.995049505,0.9546476,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,XGB,55,0.845049505,0.9546476,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,56,0.945049505,0.965960163,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,LR,56,0.795049505,0.934244127,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,56,0.825247525,0.90485189,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
SVM,RF,56,0.89009901,0.961440245,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,XGB,56,0.845049505,0.952374872,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,57,0.945049505,0.963687436,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,LR,57,0.795049505,0.934244127,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,57,0.77029703,0.902579162,0.90990991,0.95959596,0.940594059,0.95,0.498452451,0.791098029,10
SVM,RF,57,0.895049505,0.961491318,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,XGB,57,0.845049505,0.952374872,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,58,0.845049505,0.963687436,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,LR,58,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,58,0.835148515,0.909397344,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
SVM,RF,58,0.945049505,0.961440245,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,XGB,58,0.845049505,0.947829418,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,59,0.845049505,0.963687436,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,LR,59,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,59,0.825247525,0.900306435,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
SVM,RF,59,0.94009901,0.952400409,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,XGB,59,0.895049505,0.952374872,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,60,0.845049505,0.961440245,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,LR,60,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,60,0.835148515,0.900280899,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
SVM,RF,60,0.89009901,0.956920327,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,XGB,60,0.845049505,0.952374872,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,61,0.845049505,0.961440245,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,LR,61,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,61,0.83019802,0.916241062,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
SVM,RF,61,0.89009901,0.961440245,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,XGB,61,0.845049505,0.952374872,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,62,0.84009901,0.961440245,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,LR,62,0.79009901,0.936491318,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
SVM,DT,62,0.775247525,0.898008172,0.918918919,0.96,0.95049505,0.955223881,0.527494289,0.819909018,9
SVM,RF,62,0.995049505,0.956920327,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,XGB,62,0.845049505,0.950127681,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,63,0.84009901,0.963687436,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,LR,63,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,63,0.815346535,0.904800817,0.90990991,0.969072165,0.930693069,0.949494949,0.543912275,0.771296049,10
SVM,RF,63,0.89009901,0.9546476,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
SVM,XGB,63,0.845049505,0.947854954,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,64,0.84009901,0.961440245,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
SVM,LR,64,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,64,0.83019802,0.907073544,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
SVM,RF,64,0.995049505,0.952374872,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
SVM,XGB,64,0.845049505,0.950127681,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,SVM,65,0.845049505,0.965960163,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,LR,65,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,65,0.795049505,0.895760981,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,RF,65,0.94009901,0.952374872,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
SVM,XGB,65,0.945049505,0.956945863,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
SVM,SVM,66,0.845049505,0.965960163,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,LR,66,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
SVM,DT,66,0.81039604,0.900383044,0.900900901,0.96875,0.920792079,0.944162437,0.519906932,0.742485059,11
SVM,RF,66,0.845049505,0.950127681,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,XGB,66,0.895049505,0.954673136,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
SVM,SVM,67,0.845049505,0.965960163,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
SVM,LR,67,0.79009901,0.936491318,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
