selection_model,train_model,features,accuracy,recall,specificity,precision,f1_score,J-index,AUC,MCC,Mean cross-validated score,Best parameters
Decision Tree,XGBoost,35,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
Decision Tree,Random Forest,35,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
Decision Tree,Decision Tree,35,0.909297052154195,0.912718204488778,0.875,0.9865229110512129,0.9481865284974094,0.787718204488778,0.893859102244389,0.6190661951164147,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
Decision Tree,SVM,35,0.9954648526077098,0.9950124688279302,1.0,1.0,0.9975,0.9950124688279303,0.9975062344139651,0.9734633648439304,0.9523748723186927,"{'C': 50, 'kernel': 'rbf'}"
Decision Tree,XGBoost,40,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
Decision Tree,Random Forest,40,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
Decision Tree,Decision Tree,40,0.909297052154195,0.912718204488778,0.875,0.9865229110512129,0.9481865284974094,0.787718204488778,0.893859102244389,0.6190661951164147,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
Decision Tree,SVM,40,0.9977324263038548,0.9975062344139651,1.0,1.0,0.9987515605493134,0.9975062344139651,0.9987531172069826,0.9864972448326477,0.9455566905005108,"{'C': 50, 'kernel': 'rbf'}"
Decision Tree,XGBoost,45,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
Decision Tree,Random Forest,45,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
Decision Tree,Decision Tree,45,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
Decision Tree,SVM,45,0.9977324263038548,0.9975062344139651,1.0,1.0,0.9987515605493134,0.9975062344139651,0.9987531172069826,0.9864972448326477,0.9455566905005108,"{'C': 50, 'kernel': 'rbf'}"
Decision Tree,XGBoost,50,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
Decision Tree,Random Forest,50,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
Decision Tree,Decision Tree,50,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
Decision Tree,SVM,50,0.9954648526077098,0.9950124688279302,1.0,1.0,0.9975,0.9950124688279303,0.9975062344139651,0.9734633648439304,0.947829417773238,"{'C': 50, 'kernel': 'rbf'}"
Decision Tree,XGBoost,55,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
Decision Tree,Random Forest,55,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
Decision Tree,Decision Tree,55,0.909297052154195,0.912718204488778,0.875,0.9865229110512129,0.9481865284974094,0.787718204488778,0.893859102244389,0.6190661951164147,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
Decision Tree,SVM,55,0.9954648526077098,0.9950124688279302,1.0,1.0,0.9975,0.9950124688279303,0.9975062344139651,0.9734633648439304,0.9455566905005106,"{'C': 50, 'kernel': 'rbf'}"
Decision Tree,XGBoost,60,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
Decision Tree,Random Forest,60,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
Decision Tree,Decision Tree,60,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
Decision Tree,SVM,60,0.9977324263038548,0.9975062344139651,1.0,1.0,0.9987515605493134,0.9975062344139651,0.9987531172069826,0.9864972448326477,0.9433094994892748,"{'C': 50, 'kernel': 'rbf'}"
Decision Tree,XGBoost,65,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
Decision Tree,Random Forest,65,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
Decision Tree,Decision Tree,65,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
Decision Tree,SVM,65,0.9954648526077098,0.9950124688279302,1.0,1.0,0.9975,0.9950124688279303,0.9975062344139651,0.9734633648439304,0.9455822267620022,"{'C': 50, 'kernel': 'rbf'}"
Decision Tree,XGBoost,70,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
Decision Tree,Random Forest,70,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
Decision Tree,Decision Tree,70,0.9138321995464853,0.9152119700748129,0.9,0.9892183288409704,0.9507772020725389,0.815211970074813,0.9076059850374065,0.6406734916772646,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
Decision Tree,SVM,70,0.9954648526077098,0.9950124688279302,1.0,1.0,0.9975,0.9950124688279303,0.9975062344139651,0.9734633648439304,0.9455822267620022,"{'C': 50, 'kernel': 'rbf'}"
Decision Tree,XGBoost,75,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
Decision Tree,Random Forest,75,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
Decision Tree,Decision Tree,75,0.909297052154195,0.912718204488778,0.875,0.9865229110512129,0.9481865284974094,0.787718204488778,0.893859102244389,0.6190661951164147,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
Decision Tree,SVM,75,0.9954648526077098,0.9950124688279302,1.0,1.0,0.9975,0.9950124688279303,0.9975062344139651,0.9734633648439304,0.9455822267620022,"{'C': 50, 'kernel': 'rbf'}"
Decision Tree,XGBoost,80,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
Decision Tree,Random Forest,80,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
Decision Tree,Decision Tree,80,0.9138321995464853,0.9152119700748129,0.9,0.9892183288409704,0.9507772020725389,0.815211970074813,0.9076059850374065,0.6406734916772646,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
Decision Tree,SVM,80,0.9977324263038548,0.9975062344139651,1.0,1.0,0.9987515605493134,0.9975062344139651,0.9987531172069826,0.9864972448326477,0.9478549540347293,"{'C': 50, 'kernel': 'rbf'}"
SVM,XGBoost,20,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
SVM,Random Forest,20,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
SVM,Decision Tree,20,0.909297052154195,0.912718204488778,0.875,0.9865229110512129,0.9481865284974094,0.787718204488778,0.893859102244389,0.6190661951164147,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
SVM,SVM,20,0.9977324263038548,0.9975062344139651,1.0,1.0,0.9987515605493134,0.9975062344139651,0.9987531172069826,0.9864972448326477,0.963738508682329,"{'C': 50, 'kernel': 'rbf'}"
SVM,XGBoost,25,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
SVM,Random Forest,25,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
SVM,Decision Tree,25,0.9138321995464853,0.9152119700748129,0.9,0.9892183288409704,0.9507772020725389,0.815211970074813,0.9076059850374065,0.6406734916772646,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
SVM,SVM,25,0.9977324263038548,0.9975062344139651,1.0,1.0,0.9987515605493134,0.9975062344139651,0.9987531172069826,0.9864972448326477,0.963738508682329,"{'C': 50, 'kernel': 'rbf'}"
SVM,XGBoost,30,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
SVM,Random Forest,30,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
SVM,Decision Tree,30,0.909297052154195,0.912718204488778,0.875,0.9865229110512129,0.9481865284974094,0.787718204488778,0.893859102244389,0.6190661951164147,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
SVM,SVM,30,0.9977324263038548,0.9975062344139651,1.0,1.0,0.9987515605493134,0.9975062344139651,0.9987531172069826,0.9864972448326477,0.9637385086823288,"{'C': 50, 'kernel': 'rbf'}"
SVM,XGBoost,35,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
SVM,Random Forest,35,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
SVM,Decision Tree,35,0.909297052154195,0.912718204488778,0.875,0.9865229110512129,0.9481865284974094,0.787718204488778,0.893859102244389,0.6190661951164147,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
SVM,SVM,35,0.9977324263038548,0.9975062344139651,1.0,1.0,0.9987515605493134,0.9975062344139651,0.9987531172069826,0.9864972448326477,0.9660112359550561,"{'C': 50, 'kernel': 'rbf'}"
SVM,XGBoost,40,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
SVM,Random Forest,40,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
SVM,Decision Tree,40,0.909297052154195,0.912718204488778,0.875,0.9865229110512129,0.9481865284974094,0.787718204488778,0.893859102244389,0.6190661951164147,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
SVM,SVM,40,0.9977324263038548,0.9975062344139651,1.0,1.0,0.9987515605493134,0.9975062344139651,0.9987531172069826,0.9864972448326477,0.9682584269662922,"{'C': 50, 'kernel': 'rbf'}"
SVM,XGBoost,45,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
SVM,Random Forest,45,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
SVM,Decision Tree,45,0.909297052154195,0.912718204488778,0.875,0.9865229110512129,0.9481865284974094,0.787718204488778,0.893859102244389,0.6190661951164147,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
SVM,SVM,45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9728038815117467,"{'C': 50, 'kernel': 'rbf'}"
SVM,XGBoost,50,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
SVM,Random Forest,50,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
SVM,Decision Tree,50,0.9138321995464853,0.9152119700748129,0.9,0.9892183288409704,0.9507772020725389,0.815211970074813,0.9076059850374065,0.6406734916772646,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
SVM,SVM,50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9728038815117467,"{'C': 50, 'kernel': 'rbf'}"
SVM,XGBoost,55,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
SVM,Random Forest,55,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
SVM,Decision Tree,55,0.909297052154195,0.912718204488778,0.875,0.9865229110512129,0.9481865284974094,0.787718204488778,0.893859102244389,0.6190661951164147,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
SVM,SVM,55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9728038815117467,"{'C': 100, 'kernel': 'rbf'}"
SVM,XGBoost,60,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
SVM,Random Forest,60,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
SVM,Decision Tree,60,0.909297052154195,0.912718204488778,0.875,0.9865229110512129,0.9481865284974094,0.787718204488778,0.893859102244389,0.6190661951164147,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
SVM,SVM,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9705311542390195,"{'C': 100, 'kernel': 'rbf'}"
SVM,XGBoost,65,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
SVM,Random Forest,65,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
SVM,Decision Tree,65,0.909297052154195,0.912718204488778,0.875,0.9865229110512129,0.9481865284974094,0.787718204488778,0.893859102244389,0.6190661951164147,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
SVM,SVM,65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9728038815117467,"{'C': 50, 'kernel': 'rbf'}"
SVM,XGBoost,70,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
SVM,Random Forest,70,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
SVM,Decision Tree,70,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
SVM,SVM,70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9750510725229826,"{'C': 50, 'kernel': 'rbf'}"
SVM,XGBoost,75,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
SVM,Random Forest,75,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
SVM,Decision Tree,75,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
SVM,SVM,75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9750510725229826,"{'C': 50, 'kernel': 'rbf'}"
SVM,XGBoost,80,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'colsample_bytree': 0.6, 'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 40, 'n_estimators': 50, 'subsample': 0.6}"
SVM,Random Forest,80,0.909297052154195,1.0,0.0,0.909297052154195,0.9524940617577197,0.0,0.5,0.0,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 80, 'min_samples_split': 80, 'n_estimators': 50}"
SVM,Decision Tree,80,0.909297052154195,0.912718204488778,0.875,0.9865229110512129,0.9481865284974094,0.787718204488778,0.893859102244389,0.6190661951164147,0.9092951991828396,"{'max_features': 5, 'min_samples_leaf': 70, 'min_samples_split': 70}"
SVM,SVM,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9727783452502553,"{'C': 50, 'kernel': 'rbf'}"
