selection_model,train_model,features,fpr,tpr,threshold
SVM,SVM,4,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.013513513513513514, 0.972972972972973, 0.972972972972973, 1.0, 1.0]",[       inf 0.99999171 0.9841941  0.96777979 0.91642523 0.01185707]
SVM,DecisionTree,4,"[0.0, 0.043478260869565216, 1.0]","[0.0, 0.9864864864864865, 1.0]",[inf  1.  0.]
SVM,XGBoost,5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.13043478260869565, 0.17391304347826086, 1.0]","[0.0, 0.3918918918918919, 0.4594594594594595, 0.5135135135135135, 0.527027027027027, 0.581081081081081, 0.6351351351351351, 0.7297297297297297, 0.7567567567567568, 0.8108108108108109, 0.8378378378378378, 0.8648648648648649, 0.8783783783783784, 0.918918918918919, 0.9459459459459459, 0.9459459459459459, 1.0, 1.0, 1.0, 1.0]","[       inf 0.96956336 0.9677329  0.9672958  0.9672468  0.9652173
 0.95920783 0.95898795 0.954919   0.9545843  0.9357444  0.93024004
 0.9291305  0.9274087  0.9083507  0.88782674 0.7884897  0.19418946
 0.17720436 0.13610855]"
SVM,RandomForest,5,"[0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.08695652173913043, 0.2608695652173913, 1.0]","[0.0, 0.972972972972973, 0.9864864864864865, 1.0, 1.0, 1.0, 1.0]",[ inf 1.   0.95 0.9  0.2  0.05 0.  ]
SVM,SVM,5,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.013513513513513514, 0.9594594594594594, 0.9594594594594594, 1.0, 1.0]",[       inf 1.         0.97486741 0.93090103 0.71975775 0.01167278]
SVM,DecisionTree,5,"[0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.972972972972973, 1.0, 1.0]",[       inf 1.         0.33333333 0.        ]
SVM,XGBoost,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.30434782608695654, 0.5217391304347826, 0.6086956521739131, 0.6956521739130435, 1.0]","[0.0, 0.02702702702702703, 0.25675675675675674, 0.2702702702702703, 0.2972972972972973, 0.44594594594594594, 0.4864864864864865, 0.5135135135135135, 0.5540540540540541, 0.5675675675675675, 0.5945945945945946, 0.6351351351351351, 0.6891891891891891, 0.7162162162162162, 0.7297297297297297, 0.7567567567567568, 0.7702702702702703, 0.7972972972972973, 0.9864864864864865, 0.9864864864864865, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.9966066  0.996451   0.99637395 0.996031   0.99584913
 0.9950355  0.9949549  0.994921   0.9945069  0.9943896  0.99413306
 0.9928934  0.9925689  0.9923366  0.9923293  0.99120915 0.99080867
 0.96708083 0.95718604 0.95386094 0.02344643 0.02219847 0.02065588
 0.01917106 0.01644485]"
SVM,RandomForest,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.21739130434782608, 0.30434782608695654, 0.34782608695652173, 1.0]","[0.0, 0.8513513513513513, 0.8648648648648649, 0.9459459459459459, 0.972972972972973, 0.9864864864864865, 0.9864864864864865, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 1.         0.95833333 0.95       0.93333333 0.925
 0.91       0.9        0.075      0.05       0.025      0.        ]"
SVM,SVM,6,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.013513513513513514, 0.9864864864864865, 0.9864864864864865, 1.0, 1.0]",[       inf 0.99999665 0.95284548 0.8854889  0.77526977 0.01544528]
SVM,DecisionTree,6,"[0.0, 0.0, 1.0]","[0.0, 1.0, 1.0]",[inf  1.  0.]
DecisionTree,XGBoost,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.17391304347826086, 0.30434782608695654, 0.6086956521739131, 1.0]","[0.0, 0.581081081081081, 0.6621621621621622, 0.7027027027027027, 0.7297297297297297, 0.7297297297297297, 0.7432432432432432, 0.7702702702702703, 0.7837837837837838, 0.8108108108108109, 0.8648648648648649, 0.8783783783783784, 0.9594594594594594, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.99675    0.9958152  0.98455185 0.9789995  0.97309756
 0.9634309  0.95576435 0.9447637  0.942692   0.9400792  0.93923646
 0.934424   0.7045581  0.10345308 0.08075649 0.07730994 0.07071931]"
DecisionTree,RandomForest,2,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.13043478260869565, 0.2608695652173913, 0.4782608695652174, 1.0]","[0.0, 0.8378378378378378, 0.8513513513513513, 0.8648648648648649, 0.8783783783783784, 0.918918918918919, 0.972972972972973, 1.0, 1.0, 1.0, 1.0, 1.0]",[ inf 1.   0.98 0.94 0.92 0.9  0.88 0.82 0.06 0.04 0.02 0.  ]
DecisionTree,SVM,2,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.013513513513513514, 0.7837837837837838, 0.7837837837837838, 1.0, 1.0]",[       inf 0.99999789 0.98620965 0.98577223 0.85298193 0.00750272]
DecisionTree,DecisionTree,2,"[0.0, 0.043478260869565216, 0.13043478260869565, 0.21739130434782608, 0.21739130434782608, 1.0]","[0.0, 0.8648648648648649, 0.8783783783783784, 0.9054054054054054, 0.9594594594594594, 1.0]",[       inf 1.         0.75       0.66666667 0.33333333 0.        ]
DecisionTree,XGBoost,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.34782608695652173, 0.43478260869565216, 0.5217391304347826, 0.6956521739130435, 0.8260869565217391, 1.0]","[0.0, 0.32432432432432434, 0.36486486486486486, 0.4189189189189189, 0.44594594594594594, 0.47297297297297297, 0.5135135135135135, 0.581081081081081, 0.6351351351351351, 0.6891891891891891, 0.7162162162162162, 0.7837837837837838, 0.8243243243243243, 0.9594594594594594, 0.9594594594594594, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.9974038  0.99724376 0.9958032  0.9948902  0.9917529
 0.9883487  0.9805015  0.9784918  0.9745009  0.9649178  0.9642813
 0.9631066  0.9140026  0.8791179  0.40168372 0.10526637 0.08907648
 0.07895872 0.07812776 0.07046823 0.05498847]"
DecisionTree,RandomForest,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.43478260869565216, 0.6956521739130435, 0.8695652173913043, 1.0]","[0.0, 0.6756756756756757, 0.7027027027027027, 0.7567567567567568, 0.8108108108108109, 0.8378378378378378, 0.9324324324324325, 0.9324324324324325, 0.972972972972973, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 1.         0.99333333 0.97333333 0.97171429 0.96914286
 0.88       0.86333333 0.80666667 0.71166667 0.03       0.01
 0.00666667 0.        ]"
DecisionTree,SVM,3,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.013513513513513514, 0.9324324324324325, 0.9324324324324325, 1.0, 1.0]",[       inf 0.99999565 0.96024018 0.95554048 0.39824486 0.01266943]
DecisionTree,DecisionTree,3,"[0.0, 0.043478260869565216, 1.0]","[0.0, 0.9594594594594594, 1.0]",[inf  1.  0.]
DecisionTree,XGBoost,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.13043478260869565, 0.2608695652173913, 0.5217391304347826, 0.6086956521739131, 0.6521739130434783, 0.782608695652174, 0.8260869565217391, 0.9565217391304348, 1.0]","[0.0, 0.3108108108108108, 0.35135135135135137, 0.36486486486486486, 0.40540540540540543, 0.43243243243243246, 0.47297297297297297, 0.527027027027027, 0.581081081081081, 0.6486486486486487, 0.6621621621621622, 0.7432432432432432, 0.9864864864864865, 0.9864864864864865, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.9966935  0.9964709  0.9964445  0.9963486  0.99624217
 0.9960317  0.9945986  0.99434173 0.99355114 0.9931972  0.99165606
 0.89390737 0.84008276 0.8084848  0.07723641 0.05959887 0.0356705
 0.03489414 0.03316051 0.03150406 0.02886934 0.02790805 0.02604879]"
DecisionTree,RandomForest,4,"[0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.13043478260869565, 1.0]","[0.0, 0.9594594594594594, 0.9864864864864865, 1.0, 1.0, 1.0]",[inf 1.  0.9 0.8 0.1 0. ]
DecisionTree,SVM,4,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.013513513513513514, 0.9459459459459459, 0.9459459459459459, 1.0, 1.0]",[       inf 0.99999725 0.98561625 0.9570029  0.88818116 0.01209496]
DecisionTree,DecisionTree,4,"[0.0, 0.043478260869565216, 1.0]","[0.0, 1.0, 1.0]",[inf  1.  0.]
DecisionTree,XGBoost,5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6521739130434783, 0.8260869565217391, 0.9565217391304348, 1.0]","[0.0, 0.2972972972972973, 0.33783783783783783, 0.35135135135135137, 0.3783783783783784, 0.44594594594594594, 0.47297297297297297, 0.5, 0.5540540540540541, 0.6216216216216216, 0.6756756756756757, 0.7027027027027027, 0.7702702702702703, 0.7972972972972973, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.99686855 0.99666303 0.9965377  0.9964244  0.99566096
 0.99503857 0.99493474 0.99455464 0.9942622  0.99208474 0.9916461
 0.9869805  0.9865305  0.74742377 0.03118424 0.03024811 0.0284096
 0.02685593]"
DecisionTree,RandomForest,5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13043478260869565, 0.21739130434782608, 0.391304347826087, 1.0]","[0.0, 0.7837837837837838, 0.8918918918918919, 0.918918918918919, 0.9324324324324325, 0.9594594594594594, 0.972972972972973, 1.0, 1.0, 1.0, 1.0, 1.0]",[ inf 1.   0.98 0.96 0.94 0.92 0.86 0.82 0.06 0.04 0.02 0.  ]
DecisionTree,SVM,5,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.013513513513513514, 0.9864864864864865, 0.9864864864864865, 1.0, 1.0]",[       inf 0.999999   0.94640062 0.90148767 0.81350724 0.01044546]
DecisionTree,DecisionTree,5,"[0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.972972972972973, 0.972972972972973, 1.0, 1.0]",[       inf 1.         0.8        0.33333333 0.        ]
DecisionTree,XGBoost,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.02702702702702703, 0.06756756756756757, 0.2702702702702703, 0.28378378378378377, 0.32432432432432434, 0.35135135135135137, 0.36486486486486486, 0.4189189189189189, 0.44594594594594594, 0.47297297297297297, 0.5, 0.5540540540540541, 0.5945945945945946, 0.6756756756756757, 0.7432432432432432, 0.7702702702702703, 0.9864864864864865, 0.9864864864864865, 1.0, 1.0]","[       inf 0.99712735 0.9966248  0.9961611  0.9958721  0.9957491
 0.99568236 0.9956109  0.9953402  0.99511236 0.9949522  0.99456245
 0.99444795 0.99357927 0.99345315 0.99082595 0.9884879  0.9284795
 0.80609745 0.69151866 0.02496644]"
DecisionTree,RandomForest,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.17391304347826086, 0.2608695652173913, 0.4782608695652174, 1.0]","[0.0, 0.8378378378378378, 0.8513513513513513, 0.9054054054054054, 0.918918918918919, 0.9459459459459459, 0.9594594594594594, 0.9594594594594594, 0.9864864864864865, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 1.         0.975      0.95       0.93333333 0.9
 0.87       0.83333333 0.82857143 0.82       0.175      0.075
 0.05       0.        ]"
DecisionTree,SVM,6,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.013513513513513514, 0.9864864864864865, 0.9864864864864865, 1.0, 1.0]",[       inf 0.99999934 0.94332364 0.7759966  0.68124465 0.00903808]
DecisionTree,DecisionTree,6,"[0.0, 0.043478260869565216, 0.08695652173913043, 1.0]","[0.0, 0.972972972972973, 0.972972972972973, 1.0]",[inf 1.  0.5 0. ]
RandomForest,XGBoost,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.08695652173913043, 0.17391304347826086, 0.30434782608695654, 0.34782608695652173, 0.6521739130434783, 0.7391304347826086, 0.9130434782608695, 1.0]","[0.0, 0.6351351351351351, 0.6486486486486487, 0.7027027027027027, 0.7162162162162162, 0.7567567567567568, 0.8108108108108109, 0.8243243243243243, 0.8783783783783784, 0.8918918918918919, 0.8918918918918919, 0.9594594594594594, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.9962702  0.9959031  0.9914909  0.99065745 0.98529285
 0.9817571  0.95914286 0.94225    0.92442423 0.9219447  0.8513313
 0.7455681  0.14128672 0.12273513 0.07190239 0.06868903 0.06147183
 0.05835284 0.04724691 0.04575314]"
RandomForest,RandomForest,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.4782608695652174, 1.0]","[0.0, 0.7297297297297297, 0.7972972972972973, 0.8513513513513513, 0.8648648648648649, 0.8918918918918919, 0.9459459459459459, 0.972972972972973, 0.972972972972973, 1.0, 1.0, 1.0]","[       inf 1.         0.9575     0.95       0.93875    0.92555556
 0.91083333 0.83833333 0.81166667 0.67583333 0.0125     0.        ]"
RandomForest,SVM,2,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.013513513513513514, 0.972972972972973, 0.972972972972973, 1.0, 1.0]",[       inf 0.99999291 0.91446651 0.89693628 0.65154707 0.01243789]
RandomForest,DecisionTree,2,"[0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.972972972972973, 0.9864864864864865, 1.0]",[inf 1.  0.5 0. ]
RandomForest,XGBoost,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.08695652173913043, 0.17391304347826086, 0.30434782608695654, 1.0]","[0.0, 0.5, 0.6351351351351351, 0.6891891891891891, 0.7162162162162162, 0.7297297297297297, 0.7702702702702703, 0.8513513513513513, 0.8918918918918919, 0.8918918918918919, 0.9054054054054054, 0.9864864864864865, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.9968214  0.9962185  0.9899121  0.9885478  0.9880145
 0.9863972  0.97383964 0.9463316  0.9396593  0.9120733  0.663235
 0.62559164 0.12612762 0.11145215 0.07774686 0.06568948]"
RandomForest,RandomForest,3,"[0.0, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.08695652173913043, 0.17391304347826086, 1.0]","[0.0, 0.8108108108108109, 0.918918918918919, 1.0, 1.0, 1.0, 1.0]",[inf 1.  0.9 0.7 0.2 0.1 0. ]
RandomForest,SVM,3,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.013513513513513514, 0.7567567567567568, 0.7567567567567568, 1.0, 1.0]",[       inf 0.99999431 0.99006859 0.98863234 0.83219336 0.00965408]
RandomForest,DecisionTree,3,"[0.0, 0.043478260869565216, 1.0]","[0.0, 0.9864864864864865, 1.0]",[inf  1.  0.]
RandomForest,XGBoost,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.08695652173913043, 0.21739130434782608, 0.30434782608695654, 0.34782608695652173, 0.43478260869565216, 0.5652173913043478, 0.6521739130434783, 0.8260869565217391, 1.0]","[0.0, 0.05405405405405406, 0.527027027027027, 0.5405405405405406, 0.5675675675675675, 0.6081081081081081, 0.6486486486486487, 0.6756756756756757, 0.6891891891891891, 0.7702702702702703, 0.8108108108108109, 0.8378378378378378, 0.8513513513513513, 0.8918918918918919, 0.918918918918919, 0.972972972972973, 0.972972972972973, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.9965707  0.9963245  0.9962469  0.9948177  0.99444616
 0.99294734 0.9915188  0.9909837  0.99091303 0.98630154 0.98311836
 0.9798022  0.97951937 0.9789803  0.9619421  0.91972154 0.8344289
 0.04016252 0.03915211 0.03780155 0.03732195 0.03684826 0.0323218
 0.03155482 0.02277413 0.02118694]"
RandomForest,RandomForest,4,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.08695652173913043, 1.0]","[0.0, 0.8783783783783784, 0.972972972972973, 1.0, 1.0, 1.0]",[inf 1.  0.9 0.8 0.1 0. ]
RandomForest,SVM,4,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.013513513513513514, 0.8513513513513513, 0.8513513513513513, 1.0, 1.0]",[       inf 0.99999084 0.98468781 0.98457827 0.92790742 0.00935815]
RandomForest,DecisionTree,4,"[0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.9324324324324325, 0.9459459459459459, 0.9594594594594594, 1.0, 1.0]",[       inf 1.         0.75       0.66666667 0.5        0.        ]
RandomForest,XGBoost,5,"[0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.08695652173913043, 0.17391304347826086, 1.0]","[0.0, 0.6621621621621622, 0.6891891891891891, 0.7027027027027027, 0.7432432432432432, 0.7567567567567568, 0.7837837837837838, 0.7972972972972973, 0.8513513513513513, 0.9324324324324325, 1.0, 1.0, 1.0, 1.0]","[       inf 0.9673362  0.9603559  0.9598442  0.95360136 0.94930565
 0.93887967 0.93641114 0.9082098  0.825242   0.79476184 0.29395926
 0.25452268 0.17690682]"
RandomForest,RandomForest,5,"[0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.13043478260869565, 1.0]","[0.0, 0.8108108108108109, 0.9054054054054054, 0.9594594594594594, 0.9864864864864865, 1.0, 1.0, 1.0]",[ inf 1.   0.95 0.9  0.85 0.75 0.05 0.  ]
RandomForest,SVM,5,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.013513513513513514, 0.8108108108108109, 0.8108108108108109, 1.0, 1.0]",[       inf 0.99998531 0.98683284 0.98660205 0.92137771 0.01069824]
RandomForest,DecisionTree,5,"[0.0, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.9594594594594594, 0.9864864864864865, 1.0, 1.0]",[inf 1.  0.6 0.5 0. ]
RandomForest,XGBoost,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.17391304347826086, 0.21739130434782608, 0.30434782608695654, 1.0]","[0.0, 0.7432432432432432, 0.7972972972972973, 0.8918918918918919, 0.9054054054054054, 0.9324324324324325, 0.9459459459459459, 0.9459459459459459, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.92065823 0.9175883  0.91470265 0.89829206 0.89336574
 0.8647968  0.86248744 0.81588036 0.35567102 0.3366588  0.31170484
 0.29089296]"
RandomForest,RandomForest,6,"[0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.13043478260869565, 0.30434782608695654, 1.0]","[0.0, 0.8378378378378378, 0.918918918918919, 0.972972972972973, 1.0, 1.0, 1.0, 1.0]",[ inf 1.   0.95 0.9  0.75 0.1  0.05 0.  ]
RandomForest,SVM,6,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.013513513513513514, 0.8243243243243243, 0.8243243243243243, 1.0, 1.0]",[       inf 0.99998649 0.98707035 0.98601206 0.89527776 0.01143458]
RandomForest,DecisionTree,6,"[0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.9864864864864865, 1.0, 1.0]",[inf 1.  0.5 0. ]
XGBoost,XGBoost,2,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.13043478260869565, 1.0]","[0.0, 0.7162162162162162, 0.8243243243243243, 0.8513513513513513, 0.8783783783783784, 0.8918918918918919, 0.918918918918919, 0.972972972972973, 1.0, 1.0, 1.0]","[       inf 0.9677876  0.96623445 0.9408664  0.92626286 0.92197967
 0.92132217 0.72542834 0.5741475  0.18670443 0.17116599]"
XGBoost,RandomForest,2,"[0.0, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.13043478260869565, 1.0]","[0.0, 0.8648648648648649, 0.9054054054054054, 0.918918918918919, 0.9594594594594594, 1.0, 1.0, 1.0]",[  inf 1.    0.95  0.925 0.9   0.45  0.05  0.   ]
XGBoost,SVM,2,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.013513513513513514, 0.32432432432432434, 0.32432432432432434, 1.0, 1.0]",[       inf 0.99708328 0.98551075 0.98534585 0.96932511 0.05961518]
XGBoost,DecisionTree,2,"[0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.972972972972973, 0.9864864864864865, 1.0]",[ inf 1.   0.75 0.  ]
XGBoost,XGBoost,3,"[0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.7567567567567568, 0.7972972972972973, 0.8243243243243243, 0.918918918918919, 0.9324324324324325, 0.972972972972973, 1.0, 1.0]","[       inf 0.9678977  0.932174   0.9146889  0.8735127  0.8618547
 0.8593376  0.75891745 0.19013223]"
XGBoost,RandomForest,3,"[0.0, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.21739130434782608, 0.30434782608695654, 1.0]","[0.0, 0.8783783783783784, 0.9594594594594594, 1.0, 1.0, 1.0, 1.0]",[ inf 1.   0.95 0.7  0.15 0.05 0.  ]
XGBoost,SVM,3,"[0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.013513513513513514, 0.7297297297297297, 0.7297297297297297, 1.0, 1.0]",[       inf 0.99621444 0.99246758 0.99244103 0.93948432 0.01026869]
XGBoost,DecisionTree,3,"[0.0, 0.043478260869565216, 0.043478260869565216, 1.0]","[0.0, 0.972972972972973, 1.0, 1.0]",[       inf 1.         0.66666667 0.        ]
XGBoost,XGBoost,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.13043478260869565, 1.0]","[0.0, 0.581081081081081, 0.5945945945945946, 0.6216216216216216, 0.7567567567567568, 0.7702702702702703, 0.7837837837837838, 0.8108108108108109, 0.8513513513513513, 0.918918918918919, 0.9594594594594594, 1.0, 1.0, 1.0]","[       inf 0.9895264  0.9879624  0.9871029  0.9807122  0.97953874
 0.9773408  0.9648706  0.9429266  0.9377996  0.91821223 0.8690503
 0.13882023 0.09790605]"
