estimator_name,gene_0,gene_1,gene_2,fpr,tpr,threshold
XGBoost,E2F8,FLOT1,HDAC9,"[0.0, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.11764705882352941, 0.11764705882352941, 0.14705882352941177, 0.14705882352941177, 0.20588235294117646, 0.20588235294117646, 0.23529411764705882, 0.29411764705882354, 0.3235294117647059, 0.4411764705882353, 0.4411764705882353, 0.47058823529411764, 0.7352941176470589, 0.7647058823529411, 0.8235294117647058, 0.8823529411764706, 1.0]","[0.0, 0.376, 0.424, 0.44, 0.48, 0.488, 0.512, 0.552, 0.56, 0.608, 0.624, 0.64, 0.72, 0.784, 0.856, 0.888, 0.888, 0.944, 0.944, 0.952, 0.952, 0.968, 0.968, 0.968, 0.968, 0.968, 0.976, 0.976, 0.984, 0.984, 0.984, 0.992, 1.0]","[       inf 0.99033034 0.98947084 0.98778653 0.986446   0.98524636
 0.9849054  0.98268557 0.98115945 0.97580546 0.97308844 0.97064185
 0.9416024  0.94034564 0.86714196 0.85501826 0.85347843 0.73224187
 0.70772165 0.644477   0.5038343  0.47990814 0.43363127 0.4143755
 0.39134687 0.26212558 0.2405112  0.21473387 0.19842085 0.18077251
 0.16993383 0.16782683 0.15433142]"
XGBoost,MIR9-1,FLOT1,HDAC9,"[0.0, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.11764705882352941, 0.11764705882352941, 0.14705882352941177, 0.14705882352941177, 0.29411764705882354, 0.3235294117647059, 0.38235294117647056, 0.47058823529411764, 0.7058823529411765, 0.7647058823529411, 0.7941176470588235, 1.0]","[0.0, 0.568, 0.576, 0.592, 0.6, 0.656, 0.672, 0.68, 0.712, 0.744, 0.76, 0.784, 0.808, 0.832, 0.848, 0.88, 0.896, 0.896, 0.944, 0.944, 0.952, 0.952, 0.96, 0.976, 0.976, 0.976, 0.984, 0.992, 1.0]","[       inf 0.96115655 0.9543304  0.9482504  0.9480172  0.94331086
 0.9398091  0.93929553 0.93591094 0.9358261  0.92985183 0.9215469
 0.9001571  0.895819   0.88998437 0.8789568  0.86338764 0.8574889
 0.6185281  0.58164966 0.5812554  0.34911722 0.33970892 0.3281451
 0.29860824 0.2784772  0.25957847 0.2557595  0.23753883]"
XGBoost,FBXO30,KLHDC8A,PYCARD,"[0.0, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.11764705882352941, 0.11764705882352941, 0.14705882352941177, 0.14705882352941177, 0.17647058823529413, 0.17647058823529413, 0.3235294117647059, 0.3235294117647059, 0.5, 0.5, 0.5294117647058824, 0.5294117647058824, 0.6764705882352942, 0.8529411764705882, 0.8823529411764706, 1.0]","[0.0, 0.568, 0.576, 0.68, 0.696, 0.72, 0.736, 0.744, 0.76, 0.768, 0.784, 0.808, 0.824, 0.92, 0.92, 0.928, 0.928, 0.936, 0.936, 0.944, 0.944, 0.952, 0.952, 0.96, 0.96, 0.976, 0.976, 0.976, 0.976, 1.0]","[       inf 0.96189034 0.9589603  0.9518745  0.9493897  0.9317439
 0.931549   0.9313223  0.9256624  0.9059701  0.9042571  0.88883895
 0.8878509  0.7885396  0.773399   0.74795437 0.59120685 0.5552641
 0.5525886  0.53585804 0.48054606 0.47780368 0.3301553  0.32460678
 0.3029629  0.29585105 0.25659117 0.2390369  0.22364302 0.21317112]"
XGBoost,LPAR1,KLHDC8A,PYCARD,"[0.0, 0.0, 0.0, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.14705882352941177, 0.20588235294117646, 0.20588235294117646, 0.23529411764705882, 0.2647058823529412, 0.38235294117647056, 0.4411764705882353, 0.5588235294117647, 0.5588235294117647, 0.6176470588235294, 0.6176470588235294, 0.6470588235294118, 0.7058823529411765, 0.7352941176470589, 0.7941176470588235, 0.8235294117647058, 0.8235294117647058, 1.0]","[0.0, 0.032, 0.04, 0.496, 0.568, 0.576, 0.624, 0.68, 0.696, 0.712, 0.752, 0.792, 0.808, 0.848, 0.872, 0.928, 0.928, 0.928, 0.936, 0.936, 0.952, 0.952, 0.952, 0.952, 0.96, 0.96, 0.968, 0.968, 0.976, 0.976, 0.976, 0.976, 0.992, 1.0]","[       inf 0.9910416  0.99044305 0.98966306 0.98870033 0.9854995
 0.9834214  0.98087054 0.9757083  0.97255874 0.9720372  0.9533191
 0.9502151  0.92489314 0.90292895 0.73989445 0.5763953  0.56188065
 0.55313206 0.5231428  0.5105995  0.36120987 0.32072258 0.28065285
 0.27182177 0.23323716 0.17545095 0.17461075 0.15790442 0.15299304
 0.14985389 0.14189453 0.13731845 0.12718628]"
XGBoost,E2F8,FLOT1,PAQR9,"[0.0, 0.058823529411764705, 0.058823529411764705, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.14705882352941177, 0.14705882352941177, 0.17647058823529413, 0.17647058823529413, 0.23529411764705882, 0.23529411764705882, 0.29411764705882354, 0.29411764705882354, 0.3235294117647059, 0.3235294117647059, 0.35294117647058826, 0.35294117647058826, 0.38235294117647056, 0.38235294117647056, 0.8529411764705882, 0.8529411764705882, 0.8823529411764706, 0.9411764705882353, 1.0]","[0.0, 0.256, 0.32, 0.376, 0.448, 0.456, 0.472, 0.48, 0.496, 0.52, 0.56, 0.576, 0.608, 0.632, 0.68, 0.696, 0.904, 0.904, 0.912, 0.912, 0.92, 0.92, 0.944, 0.944, 0.952, 0.952, 0.96, 0.96, 0.968, 0.968, 0.984, 0.984, 0.992, 0.992, 0.992, 1.0]","[       inf 0.99437416 0.9936991  0.9920378  0.99108475 0.990117
 0.9889368  0.98823315 0.98588413 0.98420656 0.9836189  0.9833889
 0.9794078  0.9769195  0.9655069  0.9649881  0.77989584 0.67795444
 0.65606713 0.6524123  0.6361251  0.57708067 0.54740685 0.4791191
 0.47076413 0.39330488 0.38348493 0.37501565 0.36879504 0.34586164
 0.33777037 0.10470799 0.09761318 0.08630024 0.06039865 0.04761104]"
XGBoost,DUOX1,FBXO30,MIR9-1,"[0.0, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.08823529411764706, 0.11764705882352941, 0.11764705882352941, 0.17647058823529413, 0.17647058823529413, 0.20588235294117646, 0.38235294117647056, 0.38235294117647056, 0.4117647058823529, 0.5882352941176471, 0.7352941176470589, 0.7647058823529411, 1.0]","[0.0, 0.712, 0.736, 0.744, 0.792, 0.824, 0.832, 0.848, 0.856, 0.88, 0.888, 0.896, 0.896, 0.928, 0.928, 0.944, 0.952, 0.952, 0.952, 0.968, 0.984, 1.0]","[       inf 0.90709245 0.8996692  0.89080584 0.86410993 0.85125834
 0.84171927 0.83846724 0.80504155 0.758412   0.72832686 0.7037752
 0.6632679  0.6413401  0.62225115 0.5130578  0.47207513 0.44306865
 0.42373368 0.4003806  0.3954724  0.3726696 ]"
XGBoost,DUOX1,SFXN5,MIR9-1,"[0.0, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.08823529411764706, 0.08823529411764706, 0.11764705882352941, 0.11764705882352941, 0.14705882352941177, 0.14705882352941177, 0.17647058823529413, 0.17647058823529413, 0.23529411764705882, 0.2647058823529412, 0.3235294117647059, 0.38235294117647056, 0.4117647058823529, 0.4411764705882353, 0.5294117647058824, 0.5588235294117647, 0.5882352941176471, 0.6470588235294118, 0.6764705882352942, 0.6764705882352942, 0.7058823529411765, 0.7058823529411765, 0.7941176470588235, 1.0]","[0.0, 0.632, 0.64, 0.656, 0.68, 0.712, 0.736, 0.752, 0.768, 0.784, 0.8, 0.816, 0.816, 0.832, 0.832, 0.912, 0.912, 0.92, 0.92, 0.936, 0.944, 0.944, 0.952, 0.952, 0.96, 0.96, 0.96, 0.96, 0.968, 0.968, 0.968, 0.976, 0.976, 0.984, 0.984, 1.0]","[       inf 0.9599964  0.9572671  0.9547156  0.95271003 0.94659984
 0.94438815 0.94065976 0.9377925  0.9182215  0.8990749  0.8811878
 0.8790789  0.8704889  0.84020394 0.63241345 0.62367433 0.59922516
 0.55658954 0.48284683 0.47060966 0.4243888  0.4187082  0.3964116
 0.3875736  0.36265942 0.3425639  0.33660325 0.32201093 0.3185422
 0.2987755  0.25611374 0.23084866 0.19613658 0.18262435 0.16919772]"
XGBoost,FBXO30,FLOT1,NAT8L,"[0.0, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.08823529411764706, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.11764705882352941, 0.14705882352941177, 0.17647058823529413, 0.20588235294117646, 0.2647058823529412, 0.38235294117647056, 0.47058823529411764, 0.5, 0.6470588235294118, 0.6470588235294118, 0.8529411764705882, 1.0]","[0.0, 0.584, 0.592, 0.752, 0.768, 0.816, 0.832, 0.832, 0.84, 0.848, 0.864, 0.88, 0.896, 0.936, 0.944, 0.944, 0.952, 0.952, 0.952, 0.96, 0.96, 0.968, 0.976, 0.984, 1.0]","[       inf 0.9925424  0.98507255 0.9814549  0.9632906  0.9557741
 0.9499349  0.94626373 0.9364615  0.9345965  0.9104169  0.7897235
 0.6729601  0.5573196  0.51730525 0.46163705 0.42949885 0.36233464
 0.3328357  0.28412914 0.23489532 0.21231706 0.20442851 0.17657909
 0.15217175]"
XGBoost,HDAC9,FLOT1,NAT8L,"[0.0, 0.029411764705882353, 0.029411764705882353, 0.029411764705882353, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.08823529411764706, 0.08823529411764706, 0.35294117647058826, 0.35294117647058826, 0.47058823529411764, 0.47058823529411764, 0.5294117647058824, 0.6176470588235294, 0.6176470588235294, 0.7352941176470589, 0.7352941176470589, 0.8529411764705882, 0.8823529411764706, 0.9117647058823529, 0.9705882352941176, 1.0]","[0.0, 0.248, 0.256, 0.296, 0.424, 0.464, 0.472, 0.488, 0.504, 0.528, 0.544, 0.552, 0.568, 0.584, 0.608, 0.64, 0.672, 0.784, 0.8, 0.824, 0.84, 0.904, 0.904, 0.952, 0.952, 0.96, 0.96, 0.968, 0.968, 0.968, 0.976, 0.976, 0.984, 0.984, 0.992, 0.992, 0.992, 1.0]","[       inf 0.99530053 0.99512756 0.99452305 0.9932516  0.99300367
 0.991041   0.9896515  0.9879507  0.9862896  0.9851763  0.9848868
 0.9840629  0.98179424 0.9803893  0.9644049  0.96358633 0.9472468
 0.94621813 0.9315907  0.92016786 0.85422784 0.8378035  0.60088587
 0.36555895 0.36475578 0.25580212 0.24180354 0.23473325 0.21192633
 0.19790295 0.17768416 0.17752646 0.14071792 0.13942991 0.13406967
 0.08671719 0.08630121]"
XGBoost,SFXN5,FLOT1,NAT8L,"[0.0, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.08823529411764706, 0.08823529411764706, 0.17647058823529413, 0.17647058823529413, 0.35294117647058826, 0.35294117647058826, 0.4117647058823529, 0.5, 0.5294117647058824, 0.5882352941176471, 0.6176470588235294, 0.7058823529411765, 0.7058823529411765, 0.7352941176470589, 0.7352941176470589, 0.7941176470588235, 0.8529411764705882, 0.9705882352941176, 1.0]","[0.0, 0.56, 0.664, 0.688, 0.768, 0.8, 0.84, 0.856, 0.912, 0.912, 0.936, 0.936, 0.952, 0.952, 0.96, 0.96, 0.968, 0.968, 0.968, 0.968, 0.968, 0.976, 0.976, 0.984, 0.984, 0.984, 0.992, 1.0]","[       inf 0.95897317 0.9480693  0.94396305 0.91780305 0.9058501
 0.8737549  0.87307847 0.75614333 0.739547   0.66262865 0.55378383
 0.546528   0.40375718 0.3865596  0.34750864 0.3230332  0.30773306
 0.30096364 0.27860394 0.2757709  0.2687044  0.26524958 0.26250297
 0.24857026 0.20898063 0.20804754 0.19715092]"
