selection_model,train_model,features,fpr,tpr,threshold
SVM,XGBoost,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.9393939393939394, 0.9636363636363636, 0.9727272727272728, 0.9787878787878788, 0.9818181818181818, 0.9939393939393939, 1.0, 1.0]","[       inf 0.5049178  0.50395507 0.5039484  0.502995   0.50298554
 0.5020076  0.4971363  0.495204  ]"
SVM,RandomForest,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0030303030303030303, 0.015151515151515152, 0.01818181818181818, 0.04242424242424243, 0.051515151515151514, 1.0]","[0.0, 0.9575757575757575, 0.9727272727272728, 0.9848484848484849, 0.990909090909091, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 1.         0.975      0.96666667 0.93333333 0.825
 0.24166667 0.1        0.05833333 0.03333333 0.025      0.        ]"
SVM,SVM,20,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0030303030303030303, 1.0, 1.0]",[           inf 9.99999930e-01 9.83219854e-01 2.52312344e-04]
SVM,DecisionTree,20,"[0.0, 0.0, 1.0]","[0.0, 1.0, 1.0]",[inf  1.  0.]
SVM,XGBoost,21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00909090909090909, 0.015151515151515152, 0.024242424242424242, 1.0]","[0.0, 0.9393939393939394, 0.9636363636363636, 0.9727272727272728, 0.9787878787878788, 0.9818181818181818, 0.9939393939393939, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.5472415  0.545578   0.54518723 0.5439722  0.5435224
 0.54105866 0.5190654  0.46104178 0.45765623 0.45689777 0.45275614]"
SVM,RandomForest,21,"[0.0, 0.0, 0.0, 0.0, 0.00909090909090909, 1.0]","[0.0, 0.9878787878787879, 0.996969696969697, 1.0, 1.0, 1.0]",[inf 1.  0.9 0.8 0.1 0. ]
SVM,SVM,21,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0030303030303030303, 1.0, 1.0]",[           inf 9.99999921e-01 9.81950026e-01 2.68248405e-04]
SVM,DecisionTree,21,"[0.0, 0.0, 1.0]","[0.0, 1.0, 1.0]",[inf  1.  0.]
SVM,XGBoost,22,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01818181818181818, 0.024242424242424242, 0.07878787878787878, 0.09090909090909091, 0.10909090909090909, 0.13333333333333333, 0.14242424242424243, 1.0]","[0.0, 0.9393939393939394, 0.9757575757575757, 0.9848484848484849, 0.990909090909091, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.50491756 0.50378096 0.50376093 0.50307    0.50090194
 0.4960183  0.4959016  0.4956135  0.4955256  0.4954989  0.49549797
 0.4954969  0.49509427]"
SVM,RandomForest,22,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.006060606060606061, 0.012121212121212121, 0.021212121212121213, 1.0]","[0.0, 0.9606060606060606, 0.9878787878787879, 0.9939393939393939, 1.0, 1.0, 1.0, 1.0, 1.0]",[ inf 1.   0.98 0.96 0.82 0.06 0.04 0.02 0.  ]
SVM,SVM,22,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0030303030303030303, 1.0, 1.0]",[           inf 9.99999938e-01 9.82727099e-01 2.77810407e-04]
SVM,DecisionTree,22,"[0.0, 0.0, 1.0]","[0.0, 1.0, 1.0]",[inf  1.  0.]
