gene,cluster
ALOX12,1
APLNR,1
CD46,1
CDH5,1
CEACAM5,1
CHRNA6,1
CKLF,1
CLEC9A,1
CMTM5,1
CRTC1,1
CSMD1,1
CX3CL1,1
CXCL17,1
CYP1A1,3
DGKA,3
EGF,1
FOXP4,1
GJB5,1
GLP1R,1
GNA13,1
HIPK3,3
HMGB1,1
HOXA3,1
IL32,1
IVL,1
KCNE3,1
KLK12,3
KRT75,1
LCOR,1
MIR1-1,2
MIR134,2
MIR141,2
MIR346,2
MIR493,2
MUC1,1
NAT1,3
NEFM,1
PANX3,1
PCYT2,1
PDCD1LG2,1
PGC,3
PRSS1,3
PTF1A,1
RAB6B,1
RING1,1
SALL3,1
SDR9C7,3
SFRP5,1
SLC4A1,1
SOX1,1
SPAG6,1
SSTR5,1
TGM2,3
TNFRSF9,1
TP73,1
XAF1,1
