estimator_name,gene_0,gene_1,gene_2,accuracy,recall,specificity,precision,f1_score,AUC,MCC,fbeta2_score
Voting,FNDC1,MIR1178,SALL1,0.9333333333333333,0.9642857142857143,0.8095238095238095,0.9529411764705882,0.9585798816568047,0.9778911564625851,0.7882407813680822,0.9619952494061758
Voting,SERPINB5,MIR1178,SALL1,0.9333333333333333,0.9642857142857143,0.8095238095238095,0.9529411764705882,0.9585798816568047,0.9829931972789115,0.7882407813680822,0.9619952494061758
Voting,FNDC1,KLF6,PIK3R5,0.9523809523809523,0.9880952380952381,0.8095238095238095,0.9540229885057471,0.9707602339181286,0.9841269841269842,0.8465428153297755,0.9810874704491725
Voting,FNDC1,PRDM2,PIK3R5,0.9619047619047619,0.9880952380952381,0.8571428571428571,0.9651162790697675,0.9764705882352941,0.9688208616780045,0.8782179853916458,0.9834123222748815
Voting,DLX5,MIR1178,SERPINB5,0.9714285714285714,1.0,0.8571428571428571,0.9655172413793104,0.9824561403508771,0.9903628117913832,0.9097176522946842,0.9929078014184397
Voting,SALL1,MIR1178,SERPINB5,0.9333333333333333,0.9642857142857143,0.8095238095238095,0.9529411764705882,0.9585798816568047,0.9829931972789115,0.7882407813680822,0.9619952494061758
Voting,IMMP2L,KLF6,SERPINB5,0.8761904761904762,0.9285714285714286,0.6666666666666666,0.9176470588235294,0.9230769230769231,0.9404761904761905,0.6063390625908325,0.9263657957244655
Voting,IMMP2L,SALL1,SERPINB5,0.9142857142857143,0.9404761904761905,0.8095238095238095,0.9518072289156626,0.9461077844311377,0.9722222222222223,0.7371572940914317,0.9427207637231504
Voting,KLF6,MIR196A1,SERPINB5,0.9523809523809523,0.9761904761904762,0.8571428571428571,0.9647058823529412,0.9704142011834319,0.9869614512471655,0.8488746876271654,0.9738717339667459
Voting,ZNF529,MIR196A1,SERPINB5,0.9523809523809523,0.9761904761904762,0.8571428571428571,0.9647058823529412,0.9704142011834319,0.9818594104308389,0.8488746876271654,0.9738717339667459
Voting,CSPP1,MIR137,ZNF793,0.9428571428571428,0.9880952380952381,0.7619047619047619,0.9431818181818182,0.9651162790697675,0.9937641723356009,0.8144131117421551,0.9787735849056604
Voting,NPY,MIR137,ZNF793,0.9333333333333333,0.9880952380952381,0.7142857142857143,0.9325842696629213,0.9595375722543352,0.9778911564625851,0.7817484365046905,0.9764705882352941
Voting,RAB5A,MIR137,ZNF793,0.9714285714285714,1.0,0.8571428571428571,0.9655172413793104,0.9824561403508771,0.9784580498866213,0.9097176522946842,0.9929078014184397
Voting,PIK3R5,RAB5A,ZNF626,0.9714285714285714,1.0,0.8571428571428571,0.9655172413793104,0.9824561403508771,0.9705215419501134,0.9097176522946842,0.9929078014184397
Voting,PIK3R5,RAB5A,ZNF793,0.9714285714285714,1.0,0.8571428571428571,0.9655172413793104,0.9824561403508771,0.9790249433106577,0.9097176522946842,0.9929078014184397
Voting,COL23A1,HOXD8,IMMP2L,0.9619047619047619,0.9761904761904762,0.9047619047619048,0.9761904761904762,0.9761904761904762,0.9773242630385487,0.8809523809523809,0.9761904761904762
Voting,CSPP1,HOXD8,IMMP2L,0.9523809523809523,0.9761904761904762,0.8571428571428571,0.9647058823529412,0.9704142011834319,0.9744897959183673,0.8488746876271654,0.9738717339667459
Voting,RAB5A,HOXD8,IMMP2L,0.9428571428571428,0.9642857142857143,0.8571428571428571,0.9642857142857143,0.9642857142857143,0.9733560090702947,0.8214285714285714,0.9642857142857143
Voting,IMMP2L,RAB5A,ZNF793,0.9428571428571428,0.9642857142857143,0.8571428571428571,0.9642857142857143,0.9642857142857143,0.9773242630385487,0.8214285714285714,0.9642857142857143
Voting,IMMP2L,NPY,ZNF793,0.9714285714285714,1.0,0.8571428571428571,0.9655172413793104,0.9824561403508771,0.9852607709750567,0.9097176522946842,0.9929078014184397
Voting,IMMP2L,RAB5A,ZNF793,0.9428571428571428,0.9642857142857143,0.8571428571428571,0.9642857142857143,0.9642857142857143,0.9773242630385487,0.8214285714285714,0.9642857142857143
