estimator_name,gene_0,gene_1,gene_2,fpr,tpr,threshold
Voting,HOXA5,IMMP2L,SH3D19,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 1.0]","[0.0, 0.011904761904761904, 0.16666666666666666, 0.16666666666666666, 0.7142857142857143, 0.7142857142857143, 0.8452380952380952, 0.8452380952380952, 1.0, 1.0]","[       inf 0.99885942 0.99781206 0.99770755 0.99037281 0.98988355
 0.98159821 0.97893598 0.39356052 0.00510948]"
Voting,SALL1,IMMP2L,SH3D19,"[0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 1.0]","[0.0, 0.011904761904761904, 0.011904761904761904, 0.5595238095238095, 0.5595238095238095, 0.8809523809523809, 0.8809523809523809, 1.0, 1.0]","[       inf 0.99857955 0.9985788  0.99341878 0.99311625 0.95047222
 0.9412186  0.18820452 0.00204403]"
Voting,HOXD10,IMMP2L,TUBB6,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.19047619047619047, 0.19047619047619047, 0.23809523809523808, 0.23809523809523808, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.011904761904761904, 0.8690476190476191, 0.8690476190476191, 0.9047619047619048, 0.9047619047619048, 0.9285714285714286, 0.9285714285714286, 0.9642857142857143, 0.9642857142857143, 0.9761904761904762, 0.9761904761904762, 0.9880952380952381, 0.9880952380952381, 1.0, 1.0]","[       inf 0.99911778 0.97936785 0.97926168 0.96286706 0.95684323
 0.8693224  0.70372214 0.46607813 0.32529485 0.3106393  0.27388753
 0.25812562 0.18276507 0.1778936  0.02201169]"
Voting,ZNF542,IMMP2L,TUBB6,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.19047619047619047, 0.19047619047619047, 0.23809523809523808, 0.23809523809523808, 1.0]","[0.0, 0.011904761904761904, 0.9166666666666666, 0.9166666666666666, 0.9404761904761905, 0.9404761904761905, 0.9523809523809523, 0.9523809523809523, 0.9642857142857143, 0.9642857142857143, 0.9880952380952381, 0.9880952380952381, 1.0, 1.0]","[       inf 0.99979891 0.96362148 0.95311693 0.93670593 0.91710078
 0.88610886 0.55235336 0.51292822 0.49930168 0.3644279  0.18760353
 0.13178601 0.0167229 ]"
Voting,CD96,HOXD9,KCNK12,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 1.0]","[0.0, 0.011904761904761904, 0.023809523809523808, 0.023809523809523808, 0.8690476190476191, 0.8690476190476191, 0.9761904761904762, 0.9761904761904762, 1.0, 1.0]","[       inf 0.99869925 0.99857516 0.99857393 0.98923991 0.98873034
 0.53193435 0.4805103  0.23369702 0.00627721]"
Voting,CD96,ZNF542,KCNK12,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 1.0]","[0.0, 0.011904761904761904, 0.8333333333333334, 0.8333333333333334, 0.8690476190476191, 0.8690476190476191, 0.9761904761904762, 0.9761904761904762, 1.0, 1.0]","[       inf 0.99848612 0.98456438 0.98406684 0.96493784 0.96489591
 0.67107238 0.47772416 0.13441662 0.00643256]"
Voting,ADD2,HOXD9,IMMP2L,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.011904761904761904, 0.08333333333333333, 0.08333333333333333, 0.7976190476190477, 0.7976190476190477, 0.9880952380952381, 0.9880952380952381, 1.0, 1.0]","[       inf 0.99891636 0.99861767 0.99858414 0.99068762 0.99059935
 0.9211945  0.07985773 0.06962383 0.0074102 ]"
Voting,ADD2,ZNF542,IMMP2L,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.23809523809523808, 0.23809523809523808, 1.0]","[0.0, 0.011904761904761904, 0.2619047619047619, 0.2619047619047619, 0.8571428571428571, 0.8571428571428571, 0.9880952380952381, 0.9880952380952381, 1.0, 1.0]","[       inf 0.99949351 0.99793539 0.99789139 0.9873915  0.9860755
 0.89646152 0.10517536 0.05769025 0.0092978 ]"
Voting,DDX25,PIK3R5,SALL1,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.23809523809523808, 0.23809523809523808, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.011904761904761904, 0.6190476190476191, 0.6190476190476191, 0.8928571428571429, 0.8928571428571429, 0.9761904761904762, 0.9761904761904762, 0.9880952380952381, 0.9880952380952381, 1.0, 1.0]","[       inf 0.99893418 0.99527519 0.99517123 0.93940543 0.93647618
 0.68351211 0.46068664 0.45543828 0.42231307 0.31441802 0.03914206]"
Voting,ST8SIA1,PIK3R5,SALL1,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 1.0]","[0.0, 0.011904761904761904, 0.2857142857142857, 0.2857142857142857, 0.9166666666666666, 0.9166666666666666, 1.0, 1.0]","[       inf 0.9983999  0.99725517 0.99724649 0.92728593 0.91027123
 0.67205653 0.06758723]"
Voting,SALL1,ST8SIA5,WSB1,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.38095238095238093, 0.38095238095238093, 0.47619047619047616, 0.47619047619047616, 1.0]","[0.0, 0.011904761904761904, 0.5476190476190477, 0.5476190476190477, 0.8214285714285714, 0.8214285714285714, 0.9523809523809523, 0.9523809523809523, 0.9761904761904762, 0.9761904761904762, 0.9880952380952381, 0.9880952380952381, 1.0, 1.0]","[       inf 0.99959194 0.99423143 0.99418695 0.98785547 0.98458303
 0.41651702 0.17024011 0.14918111 0.06063163 0.060223   0.05312118
 0.05311732 0.02273593]"
Voting,ZNF626,ST8SIA5,WSB1,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.5714285714285714, 0.5714285714285714, 1.0]","[0.0, 0.011904761904761904, 0.8333333333333334, 0.8333333333333334, 0.8928571428571429, 0.8928571428571429, 0.9642857142857143, 0.9642857142857143, 0.9880952380952381, 0.9880952380952381, 1.0, 1.0]","[       inf 0.99943409 0.98832691 0.98816692 0.97084227 0.96818398
 0.19783043 0.11301325 0.10532805 0.04436776 0.0382124  0.0253792 ]"
Voting,ZNF829,ST8SIA5,WSB1,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.6190476190476191, 0.6190476190476191, 1.0]","[0.0, 0.011904761904761904, 0.8095238095238095, 0.8095238095238095, 0.8809523809523809, 0.8809523809523809, 0.9880952380952381, 0.9880952380952381, 1.0, 1.0]","[       inf 0.99951379 0.98773972 0.98729123 0.96019496 0.9586725
 0.1321471  0.0420079  0.04017492 0.02267156]"
Voting,IMMP2L,NPBWR1,SALL1,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.23809523809523808, 0.23809523809523808, 0.3333333333333333, 0.3333333333333333, 0.47619047619047616, 0.47619047619047616, 1.0]","[0.0, 0.011904761904761904, 0.16666666666666666, 0.16666666666666666, 0.8928571428571429, 0.8928571428571429, 0.9404761904761905, 0.9404761904761905, 0.9523809523809523, 0.9523809523809523, 0.9642857142857143, 0.9642857142857143, 0.9761904761904762, 0.9761904761904762, 1.0, 1.0]","[       inf 0.99973346 0.99761133 0.99753401 0.97088257 0.96805245
 0.82452003 0.57631338 0.55473908 0.5066532  0.45979818 0.40006529
 0.30081896 0.13363473 0.12319489 0.02425198]"
Voting,IMMP2L,NPBWR1,SMAD9,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.14285714285714285, 0.14285714285714285, 0.23809523809523808, 0.23809523809523808, 1.0]","[0.0, 0.011904761904761904, 0.8809523809523809, 0.8809523809523809, 0.9523809523809523, 0.9523809523809523, 0.9880952380952381, 0.9880952380952381, 1.0, 1.0]","[       inf 0.99973694 0.98314682 0.98152747 0.91350986 0.71058724
 0.53592339 0.15902555 0.11806662 0.00417817]"
Voting,IMMP2L,NPBWR1,SALL1,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.23809523809523808, 0.23809523809523808, 0.3333333333333333, 0.3333333333333333, 0.47619047619047616, 0.47619047619047616, 1.0]","[0.0, 0.011904761904761904, 0.16666666666666666, 0.16666666666666666, 0.8928571428571429, 0.8928571428571429, 0.9404761904761905, 0.9404761904761905, 0.9523809523809523, 0.9523809523809523, 0.9642857142857143, 0.9642857142857143, 0.9761904761904762, 0.9761904761904762, 1.0, 1.0]","[       inf 0.99973346 0.99761133 0.99753401 0.97088257 0.96805245
 0.82452003 0.57631338 0.55473908 0.5066532  0.45979818 0.40006529
 0.30081896 0.13363473 0.12319489 0.02425198]"
