estimator_name,gene_0,gene_1,gene_2,accuracy,recall,specificity,precision,f1_score,AUC,MCC,fbeta2_score
RandomForest,HOXA5,IMMP2L,SH3D19,0.9714285714285714,1.0,0.8571428571428571,0.9655172413793104,0.9824561403508771,0.9438775510204082,0.9097176522946842,0.9929078014184397
RandomForest,SALL1,IMMP2L,SH3D19,0.9714285714285714,1.0,0.8571428571428571,0.9655172413793104,0.9824561403508771,0.9506802721088435,0.9097176522946842,0.9929078014184397
RandomForest,HOXD10,IMMP2L,TUBB6,0.9523809523809523,0.9642857142857143,0.9047619047619048,0.9759036144578314,0.9700598802395209,0.9574829931972788,0.8541663883916589,0.9665871121718377
RandomForest,ZNF542,IMMP2L,TUBB6,0.9428571428571428,0.9642857142857143,0.8571428571428571,0.9642857142857143,0.9642857142857143,0.95578231292517,0.8214285714285714,0.9642857142857143
RandomForest,CD96,HOXD9,KCNK12,0.9619047619047619,0.9761904761904762,0.9047619047619048,0.9761904761904762,0.9761904761904762,0.9418934240362811,0.8809523809523809,0.9761904761904762
RandomForest,CD96,ZNF542,KCNK12,0.9619047619047619,0.9761904761904762,0.9047619047619048,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.8809523809523809,0.9761904761904762
RandomForest,ADD2,HOXD9,IMMP2L,0.9523809523809523,0.9880952380952381,0.8095238095238095,0.9540229885057471,0.9707602339181286,0.9348072562358276,0.8465428153297755,0.9810874704491725
RandomForest,ADD2,ZNF542,IMMP2L,0.9619047619047619,0.9880952380952381,0.8571428571428571,0.9651162790697675,0.9764705882352941,0.9577664399092971,0.8782179853916458,0.9834123222748815
RandomForest,DDX25,PIK3R5,SALL1,0.9619047619047619,0.9880952380952381,0.8571428571428571,0.9651162790697675,0.9764705882352941,0.9506802721088435,0.8782179853916458,0.9834123222748815
RandomForest,ST8SIA1,PIK3R5,SALL1,0.9714285714285714,1.0,0.8571428571428571,0.9655172413793104,0.9824561403508771,0.9628684807256236,0.9097176522946842,0.9929078014184397
RandomForest,SALL1,ST8SIA5,WSB1,0.9428571428571428,0.9523809523809523,0.9047619047619048,0.975609756097561,0.963855421686747,0.9501133786848073,0.8289563383053072,0.9569377990430622
RandomForest,ZNF626,ST8SIA5,WSB1,0.9428571428571428,0.9523809523809523,0.9047619047619048,0.975609756097561,0.963855421686747,0.9727891156462585,0.8289563383053072,0.9569377990430622
RandomForest,ZNF829,ST8SIA5,WSB1,0.9523809523809523,0.9642857142857143,0.9047619047619048,0.9759036144578314,0.9700598802395209,0.9725056689342405,0.8541663883916589,0.9665871121718377
RandomForest,IMMP2L,NPBWR1,SALL1,0.9142857142857143,0.9523809523809523,0.7619047619047619,0.9411764705882353,0.9467455621301775,0.9484126984126984,0.7276068751089989,0.9501187648456056
RandomForest,IMMP2L,NPBWR1,SMAD9,0.9619047619047619,0.9880952380952381,0.8571428571428571,0.9651162790697675,0.9764705882352941,0.9623015873015873,0.8782179853916458,0.9834123222748815
RandomForest,IMMP2L,NPBWR1,SALL1,0.9142857142857143,0.9523809523809523,0.7619047619047619,0.9411764705882353,0.9467455621301775,0.9484126984126984,0.7276068751089989,0.9501187648456056
