estimator_name,gene_0,gene_1,gene_2,fpr,tpr,threshold
XGBoost,HOXA5,IMMP2L,SH3D19,"[0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.19047619047619047, 0.3333333333333333, 1.0]","[0.0, 0.5, 0.5952380952380952, 0.7142857142857143, 0.7261904761904762, 0.7619047619047619, 0.7738095238095238, 0.7976190476190477, 0.8095238095238095, 0.8452380952380952, 0.8690476190476191, 0.8928571428571429, 0.9047619047619048, 0.9047619047619048, 0.9285714285714286, 0.9404761904761905, 0.9642857142857143, 1.0, 1.0, 1.0, 1.0]","[       inf 0.9658283  0.9616656  0.95796275 0.95468056 0.9491903
 0.9431202  0.94223404 0.9414691  0.93886966 0.93298477 0.93165535
 0.9299308  0.9251313  0.91965103 0.85784227 0.8472059  0.5445976
 0.30498293 0.15492879 0.14023367]"
XGBoost,SALL1,IMMP2L,SH3D19,"[0.0, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.23809523809523808, 1.0]","[0.0, 0.5, 0.7142857142857143, 0.75, 0.8095238095238095, 0.8333333333333334, 0.8452380952380952, 0.8928571428571429, 0.9047619047619048, 0.9285714285714286, 0.9523809523809523, 0.9880952380952381, 0.9880952380952381, 1.0]","[       inf 0.96472234 0.96257    0.9565843  0.9461491  0.9391849
 0.9355786  0.928726   0.83082044 0.7795193  0.7381743  0.6142197
 0.15921919 0.14847498]"
XGBoost,HOXD10,IMMP2L,TUBB6,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.19047619047619047, 0.23809523809523808, 1.0]","[0.0, 0.5357142857142857, 0.5833333333333334, 0.7261904761904762, 0.8333333333333334, 0.8571428571428571, 0.8571428571428571, 0.8928571428571429, 0.9285714285714286, 0.9642857142857143, 0.9761904761904762, 0.9761904761904762, 1.0]","[       inf 0.9664041  0.9232361  0.91448605 0.8703466  0.8653245
 0.8207862  0.7287342  0.7049001  0.47808415 0.42149124 0.38534093
 0.35791913]"
XGBoost,ZNF542,IMMP2L,TUBB6,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 1.0]","[0.0, 0.6666666666666666, 0.7976190476190477, 0.9285714285714286, 0.9404761904761905, 0.9523809523809523, 1.0]","[       inf 0.916197   0.9132065  0.906531   0.89320064 0.84311587
 0.338788  ]"
XGBoost,CD96,HOXD9,KCNK12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.6666666666666666, 0.7619047619047619, 0.9047619047619048, 1.0]","[0.0, 0.30952380952380953, 0.34523809523809523, 0.35714285714285715, 0.5476190476190477, 0.5714285714285714, 0.6071428571428571, 0.6190476190476191, 0.6666666666666666, 0.7261904761904762, 0.75, 0.7619047619047619, 0.7976190476190477, 0.8214285714285714, 0.8809523809523809, 0.8809523809523809, 0.9642857142857143, 0.9642857142857143, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.99516255 0.994574   0.9941427  0.9937972  0.9936009
 0.9933257  0.9927665  0.9924074  0.9857124  0.98533404 0.98513794
 0.98204833 0.9799978  0.97033036 0.9702781  0.9055506  0.7973524
 0.19547425 0.0243513  0.02396809 0.02371147 0.02233487]"
XGBoost,CD96,ZNF542,KCNK12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.3333333333333333, 0.6666666666666666, 0.7619047619047619, 0.8095238095238095, 1.0]","[0.0, 0.35714285714285715, 0.5595238095238095, 0.5952380952380952, 0.6428571428571429, 0.6547619047619048, 0.6904761904761905, 0.7380952380952381, 0.7619047619047619, 0.8452380952380952, 0.8452380952380952, 0.9642857142857143, 0.9642857142857143, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.9935969  0.9929125  0.99245477 0.9913322  0.9911628
 0.99072355 0.98752415 0.9863566  0.9715385  0.9553993  0.83931714
 0.7866167  0.16042702 0.03982912 0.03721541 0.03226044 0.02917393
 0.02526155]"
XGBoost,ADD2,HOXD9,IMMP2L,"[0.0, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.19047619047619047, 0.19047619047619047, 0.23809523809523808, 0.3333333333333333, 0.38095238095238093, 0.5714285714285714, 0.6666666666666666, 1.0]","[0.0, 0.4880952380952381, 0.5238095238095238, 0.5357142857142857, 0.5952380952380952, 0.6666666666666666, 0.6666666666666666, 0.6904761904761905, 0.7380952380952381, 0.7619047619047619, 0.7857142857142857, 0.8690476190476191, 0.9880952380952381, 0.9880952380952381, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.99798894 0.9972716  0.9943791  0.98931026 0.985564
 0.98554206 0.9813477  0.9702607  0.96785575 0.96225345 0.96177053
 0.53207    0.20228007 0.18021002 0.17940778 0.17517631 0.1747397
 0.1635528  0.09005799 0.07690804]"
XGBoost,ADD2,ZNF542,IMMP2L,"[0.0, 0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.19047619047619047, 0.23809523809523808, 0.23809523809523808, 0.2857142857142857, 1.0]","[0.0, 0.5119047619047619, 0.6190476190476191, 0.6547619047619048, 0.6547619047619048, 0.7023809523809523, 0.8095238095238095, 0.8452380952380952, 0.9047619047619048, 0.9642857142857143, 0.9880952380952381, 0.9880952380952381, 0.9880952380952381, 1.0, 1.0, 1.0]","[       inf 0.96755    0.9645929  0.9624324  0.95986086 0.9562022
 0.9545341  0.95207435 0.838683   0.8283156  0.6437305  0.29123518
 0.26185128 0.22498083 0.21274982 0.17021047]"
XGBoost,DDX25,PIK3R5,SALL1,"[0.0, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.19047619047619047, 0.19047619047619047, 0.23809523809523808, 0.47619047619047616, 0.7619047619047619, 0.7619047619047619, 0.8095238095238095, 1.0]","[0.0, 0.44047619047619047, 0.5595238095238095, 0.5952380952380952, 0.6071428571428571, 0.6785714285714286, 0.7142857142857143, 0.75, 0.7619047619047619, 0.7619047619047619, 0.7976190476190477, 0.8214285714285714, 0.8571428571428571, 0.9761904761904762, 0.9761904761904762, 0.9880952380952381, 0.9880952380952381, 0.9880952380952381, 0.9880952380952381, 1.0, 1.0, 1.0]","[       inf 0.9651972  0.96296436 0.9605253  0.95990765 0.95755076
 0.93674535 0.9321356  0.925414   0.9185498  0.9174785  0.8734283
 0.86423874 0.50925964 0.3606364  0.3427765  0.33372867 0.32352018
 0.3016783  0.28564206 0.26535434 0.2503654 ]"
XGBoost,ST8SIA1,PIK3R5,SALL1,"[0.0, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 1.0]","[0.0, 0.40476190476190477, 0.5595238095238095, 0.5833333333333334, 0.6190476190476191, 0.6428571428571429, 0.6904761904761905, 0.7976190476190477, 0.7976190476190477, 0.9404761904761905, 0.9642857142857143, 1.0, 1.0, 1.0]","[       inf 0.96607023 0.96516865 0.9637051  0.9610747  0.96000046
 0.9574786  0.9013663  0.8968167  0.6933158  0.68101615 0.639445
 0.5854957  0.28776172]"
